row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01063	LIMEN-SIGNAL-092F8ABB80410FC9	needs_named_url_extraction	P3	regulator_or_public_authority	named_direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	1644	"<a href=""/publication/fca/fca-regulatory-sandbox-guide.pdf"">Regulatory Sandbox Guide (PDF)</a>"	Cached local HTML exposes a concrete named FCA sandbox guide surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01064	LIMEN-SIGNAL-0CF16AC3FE5E0D42	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulator_page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	51	"description: ""Regulatory Sandbox explainer video"","	Local source file is the official FCA Regulatory Sandbox page.	must resolve direct public source before promotion	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01065	LIMEN-SIGNAL-0F9A217E9CC3D2EA	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	589	"7,VU,Vanuatu,I03,,1,L,2,H,,TRUE,,""RBV official National Regulatory Sandbox Guideline verifies a functioning regulatory sandbox framework with application, testing/monitoring, reporting, and exit controls; scope appears fintech/payments, not"	Named official Vanuatu sandbox guideline is explicit in local metadata.	existence of named source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01066	LIMEN-SIGNAL-0FAF623F1FB115CE	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	98	"2,MU,Mauritius,I03,,1,L,2,M,,true,,""Official Bank of Mauritius and FSC regulatory sandbox sources replace weak generic anchors; AI Unit references regulatory sandboxes for emerging technologies/generative AI, but public AI-specific sandbox"	Named official Mauritius sandbox sources are explicit in local metadata.	existence of named source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01067	LIMEN-SIGNAL-10020CFAF41DBA24	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	869	"13,AE,United Arab Emirates,I03,,2,M,2,H,,true,,""SCA/CMA FinTech Regulatory Sandbox page is accessible and detailed; CBUAE and UAE regulatory-sandbox leads remain official but some were bot-blocked/timed out. Evidence supports mature sectora"	Named official UAE sandbox page is explicit in local metadata.	existence of named source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01068	LIMEN-SIGNAL-10617E50BD889A42	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1958	"14,GR,Greece,I03,,1,M,1,H,,true,,""Only sectoral Bank of Greece regulatory sandbox evidence retained; no official public cross-sector AI or AI Act-style sandbox found in this pass. Bank page could not be revalidated due 403, but gap interpre"	Local metadata names a concrete institutional source surface suitable for bounded source-surface review.	May claim only that the local row names a reviewable direct source surface; no incident truth or prevalence claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01069	LIMEN-SIGNAL-11E9A1E9B64AD049	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/seeds/external-lanes-seeds.json	473	"title: ""European Digital Innovation Hubs: AI regulatory sandboxes"","	Local metadata names a concrete official source surface: European Digital Innovation Hubs AI regulatory sandboxes page.	existence of a named direct source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01070	LIMEN-SIGNAL-123A3E9CFD4FCFB7	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	223	"3,UG,,I03,,1,L,2,M,,true,,""Bank of Uganda publishes a detailed National Payment Systems Regulatory Sandbox Framework with application, evaluation, testing, reporting, safeguards and exit stages; scope is fintech/payment systems rather than"	Local metadata names a concrete official source surface: Bank of Uganda National Payment Systems Regulatory Sandbox Framework.	existence of a named direct source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01071	LIMEN-SIGNAL-13B0FD1734328010	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1511	15,OM,Oman,I03,,1,L,2,M,,true,,CBO public Fintech Regulatory Sandbox page shows live controlled testing regulator monitoring framework/application materials and first cohort closed; sectoral rather than AI-specific,,,,om-source-hardening,sc	Local metadata names a concrete institutional source surface suitable for bounded source-surface review.	May claim only that the local row names a reviewable direct source surface; no incident truth or prevalence claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01072	LIMEN-SIGNAL-1515E6664C230996	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_CANDIDATE_MATRIX_DELTA.csv	134	"th-source-hardening,TH,Thailand,I03,1,L,1,M,confidence_only,""ETDA Digital Service Sandbox is a stronger official sandbox source for electronic transaction services. It is not verified as an AI-specific regulatory sandbox, so no score increa"	Local row names ETDA Digital Service Sandbox as a concrete official institutional surface.	source-surface existence only; no sandbox-effectiveness inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
