row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01021	LIMEN-SIGNAL-84A1B47BE6D29157	url_extracted	https://www.namfisa.com.na/regulatory-sandbox/	Namibia Financial Institutions Supervisory Authority	PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv:145	Source refresh row explicitly lists NAMFISA Regulatory Sandbox URL.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01023	LIMEN-SIGNAL-865B2E9B47D21D60	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/eligibility-criteria	Financial Conduct Authority	source-cache manifest line 30 plus cached HTML line 1587	Manifest gives FCA sandbox URL and cached HTML has explicit eligibility-criteria href.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01024	LIMEN-SIGNAL-88449D00148AF846	url_extracted	https://fintech.bankofbotswana.bw/	Bank of Botswana Fintech Portal	PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:47	Source refresh row explicitly lists Bank of Botswana fintech portal URL for BW I03 sandbox portal.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01025	LIMEN-SIGNAL-892073C7EAB81EF9	url_extracted	https://cbs.gov.ws/news/cbs-approves-regulatory-sandbox-testing-of-pacwallex-and-ticktap-card-in-samoa	Central Bank of Samoa	PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:302	Source refresh row explicitly lists CBS sandbox testing news URL and names framework evidence.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01026	LIMEN-SIGNAL-8A9E7598D3A68280	url_extracted	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Monetary Authority of Singapore	hermes-v02-expansion-seeds.json.bak-gaia-gaps-20260604T051859Z:2590-2592	Seed metadata explicitly lists MAS FinTech Regulatory Sandbox URL.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01027	LIMEN-SIGNAL-8B55182F06C5CA10	url_extracted	https://www.datatilsynet.no/en/regulations-and-tools/sandbox-for-artificial-intelligence/framework-for-the-regulatory-sandbox/	Datatilsynet	source-cache manifest line 23 plus cached HTML line 317	Manifest gives Datatilsynet sandbox URL and cached HTML has explicit framework href.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01028	LIMEN-SIGNAL-8C6CFE49637D080D	url_extracted	https://spdp.gob.ec/wp-content/uploads/2026/02/ResolIA.pdf	Superintendencia de Protección de Datos Personales	PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:197	Source refresh row explicitly lists SPDP Resolution 2026-0009-R PDF URL for I10 controls.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01029	LIMEN-SIGNAL-9160621676597EBF	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority	source-cache manifest line 30 and cached HTML line 1150	Manifest explicitly maps cached FCA sandbox page to original URL.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01030	LIMEN-SIGNAL-9586B72753AA9A9A	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority	hermes-v02-expansion-seeds.json:3094-3096	Seed metadata explicitly lists UK FCA Regulatory Sandbox URL.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
SRPH-01031	LIMEN-SIGNAL-98466680C2D869DE	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority	source-cache manifest line 30 and cached HTML line 1227	Manifest explicitly maps cached FCA sandbox page to original URL.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Attach extracted URL to reviewed-core/source-ledger candidate, then perform bounded source-surface review only if needed.
