signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-9E4D028C8AEA98E4	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9EFA4D81ECDD089C	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9EFEF3CFBA9ADFA2	reject_noise	atlas_ui_label	Atlas UI/data label is a derived internal field, not a named source surface.	no external source claim	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-9F048AE88761F55A	negative_evidence_candidate	derived_gap_or_absence_signal	Local derived row records weak-source, absence, or gap evidence rather than a named direct source surface.	negative/gap signal only; no incident, legality, prevalence, or ranking claim	keep as negative-evidence candidate; resolve named sources only if needed	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv
LIMEN-SIGNAL-9F2B58344195EF47	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9F2BD6D861FFE051	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9F801F0DA1D0151F	merge_existing_surface	existing_registry_record	Already modeled Scottish AI Register accession record; deduplicate rather than promote another source surface.	registry-surface existence only; no deployment, prevalence, or compliance claim	merge into existing Scottish AI Register surface	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-9FCB986C2C833923	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9FE0D31D9B9043A9	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-A01432A34255BBF9	needs_named_source_extraction	research_query_pack	Research-queue row lists country/query targets but no named reviewable source surface.	source-discovery target only; no source-surface claim	extract named official/vendor/register source before review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
