queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01537	LIMEN-SIGNAL-EACC0C125CC6720B	source_surface_only_no_case		eAIDAS/Sokolov pivot outline	/srv/tyche/gaia/tyche-research-vault/outlines/eaidas-sokolov-v0.2-pivot-outline-2026-05-25.md:72-88	Internal outline states an AI evidence package requirement; no public parent URL is present.	source-surface existence only from local metadata/files	keep as process-state/internal outline; do not promote
BPSE-01538	LIMEN-SIGNAL-EAD99AF26A56C10C	source_url_extracted	https://eur-lex.europa.eu/eli/reg/2024/2847/oj	Regulation - 2024/2847 - EN - EUR-Lex	source-cache/v0.2/source-cache-manifest.jsonl:19 and objects/5b/5b466e7c1fd878897f7d0ec9.html:45-46	Source-cache manifest explicitly records the EUR-Lex URL for the cached regulation object.	direct source-surface URL only; no substantive regulatory-sandbox claim	open direct source review on cached EUR-Lex regulation
BPSE-01539	LIMEN-SIGNAL-EAFF642282C20508	country_gap_no_parent_source		Armenia readiness weak-source warning	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md:22-37	Country profile warning names ARMEPS/open data infrastructure but exposes no explicit parent URL.	country/profile gap note only; no incident or legal finding	return to country-source hardening if a direct official URL is needed
BPSE-01540	LIMEN-SIGNAL-EB0FD46A17FC43C9	country_gap_no_parent_source		Somalia observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:27	Country research-queue placeholder lists search topics and desired source classes, not a parent source URL.	country/profile gap placeholder only	run targeted country-source hardening outside this batch
BPSE-01541	LIMEN-SIGNAL-EB2A1B39D7D8766C	country_gap_no_parent_source		Samoa observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:73	Country research-queue placeholder lists search topics and desired source classes, not a parent source URL.	country/profile gap placeholder only	run targeted country-source hardening outside this batch
BPSE-01542	LIMEN-SIGNAL-EB4A27F460FE4705	country_gap_no_parent_source		Norway readiness weak-source warning	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_WEAK_SOURCE_WARNINGS.md:880-883	Country profile warning references procurement guidance/infrastructure but no explicit parent URL is present.	country/profile gap note only	resolve DFØ/Digdir source URL in a separate country hardening pass
BPSE-01543	LIMEN-SIGNAL-EB51815D24DA9B08	country_gap_no_parent_source		Bahamas readiness country-matrix row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_COUNTRY_MATRIX.csv:10	Country score/profile matrix summarizes gaps and evidence classes without an extractable parent URL.	country/profile score row only	do not promote; use source hardening to find direct sources
BPSE-01544	LIMEN-SIGNAL-EB78BB41AAE98120	country_gap_no_parent_source		Turkmenistan readiness country-matrix row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_COUNTRY_MATRIX.csv:37	Country score/profile matrix summarizes gaps and evidence classes without an extractable parent URL.	country/profile score row only	do not promote; use source hardening to find direct sources
BPSE-01545	LIMEN-SIGNAL-EB88AF34AE521219	parent_source_wrapper		UK Export Finance PRISM Portfolio Risk Simulation Model	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/v02-gap-sprint.json:3477-3490	Internal aggregate names a target system and alternative evidence types but no concrete source URL.	named-source wrapper only; no source truth claim	human/source hardening must choose procurement, register, deployment, audit, or policy source
BPSE-01546	LIMEN-SIGNAL-EB9FF0D400F8136B	source_url_extracted	https://osf.io/preprints/metaarxiv/26zag_v1	MetaArXiv OSF preprint 26zag_v1	/srv/tyche/gaia/tyche-research-vault/notes/tickler-2026-05-30-paper-e-metaarxiv-moderator-approval-check.md:14-16	Tickler explicitly gives the public MetaArXiv preprint URL.	direct public preprint URL only; no approval/status claim	open direct source review on OSF preprint page
