signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-982B1A239C93B1E0	reject_noise	derived/internal artifact	indicator label in atlas metadata, not a source surface	none for direct-source queue	remove from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-983244A36326E589	merge_existing_surface	already-modeled registry/dashboard surface	Dutch algorithm-register source row already names an existing modeled registry surface	dedupe to existing modeled surface only	merge/link to existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-evidence-matrix-v0.1.csv
LIMEN-SIGNAL-9834651CD73DDF27	needs_named_source_extraction	wrapper/proxy row	claim-support digest lists underlying URLs but is still a wrapper artifact	no direct source claim from this row	extract named underlying source surface first	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192929Z/claim-support-digest.json
LIMEN-SIGNAL-9838146402E21D51	translation_review_needed	translation-sensitive direct surface	multilingual official-source record with unresolved translation-sensitive evidence	translation-safe source-surface existence only	route to translation-aware source review	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/south-asian-language-latest.jsonl
LIMEN-SIGNAL-9840E7D70E9768C1	source_reviewed_candidate	named direct source surface	names the Saint Lucia Attorney General Chambers Data Protection Act surface	bounded source-surface existence only	prepare bounded direct source review packet	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-9844A5B3E77F9310	reject_noise	derived/internal artifact	curated thesis prose, not a direct source surface	none for direct-source queue	remove from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193210Z/claim-support-curated.json
LIMEN-SIGNAL-9847C7F8C9D562BC	needs_named_source_extraction	wrapper/proxy row	agent-facts row points to Dutch register evidence but is not itself the review surface	no direct source claim from this row	extract named underlying source surface first	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/facts.jsonl
LIMEN-SIGNAL-984CC4579E9615DA	needs_named_source_extraction	wrapper/proxy row	verification source-pack row wraps the underlying EUR-Lex source rather than the source surface itself	no direct source claim from this row	extract named underlying source surface first	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/p0-verification-source-packs-v0.2.jsonl
LIMEN-SIGNAL-984EF346A5FEAE60	negative_evidence_candidate	named negative-evidence surface	named procurement authority row is retained as bounded gap-check evidence	bounded absence/gap evidence only	retain as negative-evidence source candidate	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_5_SOURCE_PACK.csv
LIMEN-SIGNAL-9876F0E06FAEBB5F	merge_existing_surface	already-modeled registry/dashboard surface	Dutch record-sample row duplicates an existing modeled registry surface	dedupe to existing modeled surface only	merge/link to existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-gap-map-v0.2.preview.csv
