source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://bcn.cl/leychile/navegar?idNorma=1209272	closed_noncase_source_surface	https://www.bcn.cl/leychile/navegar?idNorma=1209272	Biblioteca del Congreso Nacional / Ministerio Secretaría General de la Presidencia	bcn.cl		source_surface_only	data_protection; automated_decision_rules	2024	Chile	Chile Ley 21.719 source surface for data-protection and automated-decision/profiling transparency rules.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://biot.gov.io/sitemap	closed_noncase_source_surface	https://www.biot.gov.io/sitemap/	biot.gov.io	biot.gov.io		source_surface_only	site_index; source_surface		British Indian Ocean Territory	BIOT sitemap is a website index/source locator, not an AI edge-case record.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bnb.bt/digital-banking	closed_noncase_source_surface	https://bnb.bt/digital-banking/	bnb.bt	bnb.bt		source_surface_only	banking_product_docs; source_surface		Bhutan	Bhutan National Bank digital-banking product page describes banking services, not a bounded AI edge-case event.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bnr.rw/financial-stability/fintech/regulatory-sandbox	closed_noncase_source_surface	https://www.bnr.rw/financial-stability/fintech/regulatory-sandbox/	Regulatory Sandbox	bnr.rw		source_surface_only	regulatory_sandbox; fintech		Rwanda	National Bank of Rwanda regulatory-sandbox page is a sectoral sandbox surface, not an AI case record.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://boe.es/eli/es/rd/2023/11/08/817	closed_noncase_source_surface	https://www.boe.es/eli/es/rd/2023/11/08/817	Real Decreto 817/2023 sandbox technical/post-market provisions	boe.es		source_surface_only	ai_regulatory_sandbox; law	2023-11-08	Spain	Spain Real Decreto 817/2023 establishes an AI regulatory sandbox/testing environment.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://boj.org.jm/core-functions/financial-system/payment-systems/sandbox	closed_noncase_source_surface	https://boj.org.jm/core-functions/financial-system/payment-systems/sandbox/	Sandbox	boj.org.jm		source_surface_only	regulatory_sandbox; payments		Jamaica	Bank of Jamaica sandbox page is a payments/fintech sandbox surface, not a concrete AI event.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bopa.ad/bopa/034112/Pagines/GR20220916_13_05_03.aspx	closed_noncase_source_surface	https://www.bopa.ad/bopa/034112/Pagines/GR20220916_13_05_03.aspx	Decret 367/2022 reglament d’aplicació de la Llei 29/2021	bopa.ad		source_surface_only	data_protection; automated_decision_rules	2022-09-16	Andorra	Andorra Decret 367/2022 source surface contains data-protection/DPIA/automated-decision rule context.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bot.go.tz/DFDI/Sandbox	closed_noncase_source_surface	https://www.bot.go.tz/DFDI/Sandbox	FinTech Regulatory Sandbox	bot.go.tz		source_surface_only	regulatory_sandbox; fintech		Tanzania	Bank of Tanzania fintech sandbox page describes a regulatory sandbox surface.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bou.or.ug/uploads/Sandbox_Framework_June_2021_c2ba7196f6.pdf	closed_noncase_source_surface	https://www.bou.or.ug/uploads/Sandbox_Framework_June_2021_c2ba7196f6.pdf	The National Payment Systems Regulatory Sandbox Framework 2021	bou.or.ug		source_surface_only	regulatory_sandbox; payments	2021-06	Uganda	Bank of Uganda 2021 sandbox framework PDF is a regulatory framework surface.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
https://bsi.bund.de/SharedDocs/Downloads/DE/BSI/KI/Kriterienkatalog_KI-Modelle_Bundesverwaltung.pdf?__blob=publicationFile&v=3	closed_noncase_source_surface	https://www.bsi.bund.de/SharedDocs/Downloads/DE/BSI/KI/Kriterienkatalog_KI-Modelle_Bundesverwaltung.pdf?__blob=publicationFile&v=3	bsi.bund.de	bsi.bund.de		source_surface_only	ai_model_criteria; government_guidance		Germany	BSI criteria catalogue for AI models in federal administration is guidance/criteria, not an edge-case finding.	Source-surface/context claim only; no incident, legal finding, safety finding, compliance finding, deployment proof, prevalence, or ranking claim.	Do not infer AI deployment, wrongdoing, harm, legality, compliance status, adoption, prevalence, or case significance from this source surface.	Reviewed input metadata and exact listed public locator where reachable; the surface is law, guidance, sandbox, specification, product, or index context rather than a concrete AI edge-case event/finding.	A concrete public event/action/vulnerability/finding/official record with exact source passage and bounded claim would be required.	Not eligible without reviewed-core hardening and acceptance as a concrete case candidate.	Keep closed as noncase source-surface accounting unless a later direct case-level public record is supplied.
