signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-860BD46CE8E7548A	negative_evidence_candidate	country_index_gap	Country index row records incomplete evidence and I05 gap, not a named source surface.	negative or gap evidence only; not proof of absence	keep as negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv
LIMEN-SIGNAL-860FDCBEE88A439A	merge_existing_surface	existing_ai_register	Helsinki AI Register sample row duplicates an already-modeled register surface.	dedupe to existing modeled surface only	merge with existing surface record	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv
LIMEN-SIGNAL-86140896ECF3520C	needs_named_source_extraction	literature_wrapper	Literature-screening row mentions register theme but no named direct source surface.	name underlying direct source before surface review	extract named direct source	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/systematic-literature-screening-20260608.csv
LIMEN-SIGNAL-8614D2753813272A	translation_review_needed	official_algorithm_register	Direct Dutch government Algorithm Register surface is local, but original source is Dutch/translation-sensitive.	bounded source-surface posture only; translation-sensitive	queue translation-aware surface review	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl
LIMEN-SIGNAL-86151BFC628CD3D3	negative_evidence_candidate	gap_note	Readiness gap row is negative evidence only, not a direct source surface.	negative or gap evidence only; not proof of absence	keep as negative evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/preprint-packages/tyche-thesis-atlas-v0.2.3-preprint/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md
LIMEN-SIGNAL-8615EEE63EC71DCB	translation_review_needed	official_guidance_pdf	Official Argentina/AAIP guide is a concrete source surface, but materially Spanish.	bounded source-surface posture only; translation-sensitive	queue translation-aware surface review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv
LIMEN-SIGNAL-8615FBD76EE5938E	merge_existing_surface	existing_ai_register	Balancing-plan row points to the same Helsinki AI Register family already modeled locally.	dedupe to existing modeled surface only	merge with existing surface record	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-022/field-coding-balancing-plan-v0.1.csv
LIMEN-SIGNAL-861CD86B530C2057	merge_existing_surface	existing_ai_register	Snapshot snippet is only a Helsinki AI Register witness for an existing surface.	dedupe to existing modeled surface only	merge with existing surface record	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-0d260ad2e03307b4.bin
LIMEN-SIGNAL-861DA8ECC484137A	negative_evidence_candidate	country_delta_negative	Row says no Reunion-specific sandbox evidence was verified; treat as negative evidence only.	negative or gap evidence only; not proof of absence	keep as negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-86221E66CED9193F	reject_noise	vendor_fact_record	Vendor facts row is a derived product claim record, not a direct public source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-268-active-lanes-24-ethiopia-fayda-official-biometric-authentication-hardening/facts.jsonl
LIMEN-SIGNAL-86243C447E3D02C7	negative_evidence_candidate	weak_source_warning	Weak-source warning header records a gap state, not a reviewable source surface.	negative or gap evidence only; not proof of absence	keep as negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-8625CD83504CE955	reject_noise	claim_support_digest	Claim-support digest is an internal evidence package artifact, not a direct source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192817Z/claim-support-digest.csv
LIMEN-SIGNAL-862949DF2E619076	needs_named_source_extraction	country_delta_wrapper	Country delta points toward France-level official inventory sources but does not expose one named surface cleanly.	name underlying direct source before surface review	extract named direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-862D24297BE853F5	needs_named_source_extraction	bridge_matrix_wrapper	Bridge-matrix row names actors and a case, but not a concrete reviewable source surface yet.	name underlying direct source before surface review	extract named direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_GAIA_BRIDGE_MATRIX.csv
LIMEN-SIGNAL-8637CB27329F70D5	reject_noise	scholarly_index_record	Book/chapter index record is scholarly metadata, not a direct source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/books-theory-latest.jsonl
LIMEN-SIGNAL-863B5A7190813F6A	reject_noise	vendor_fact_record	Derived vendor record for procurement agents is not a direct public source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/records.jsonl.bak-cycle165
LIMEN-SIGNAL-863CD8E3C5D8E547	needs_named_source_extraction	country_summary_wrapper	Country hardening summary points to underlying official sources but is itself only a summary wrapper.	name underlying direct source before surface review	extract named direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv
LIMEN-SIGNAL-863E52895D502B92	reject_noise	scholarly_index_record	Scholarly index metadata is not a direct source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/nordic-language-records.jsonl
LIMEN-SIGNAL-86464F8BDCE8EE60	negative_evidence_candidate	weak_source_warning	Row states no national public algorithm register was found; keep as bounded negative evidence only.	negative or gap evidence only; not proof of absence	keep as negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-86483F0D5EADBD75	reject_noise	scholarly_index_record	Conference-paper metadata is not a direct source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl
LIMEN-SIGNAL-864EE4D60DD7E193	reject_noise	research_queue	Research-queue wishlist is internal prioritization, not a named source surface.	derived/internal artifact only; no direct-source claim	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-8655AD5823097704	merge_existing_surface	existing_ai_register	OG title is only a Helsinki AI Register witness for an existing modeled surface.	dedupe to existing modeled surface only	merge with existing surface record	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-1a7f2679ef4e5517.bin
