queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-02937	LIMEN-SIGNAL-A077515E4831ABB2	source_url_extracted	https://finance.gov.ls/PDFDocuments/Act%20No.%203%20of%202023-638267642877509583.pdf	Public Procurement Act 2023 — Ministry of Finance and Development Planning	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:31340 top_sources[5] indicator_id=I08 (Lesotho)	Explicit local top_sources I08 URL present.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Queue this concrete source URL for direct-source review.
BPSE-02938	LIMEN-SIGNAL-A1777B689273EE91	country_gap_no_parent_source		Republic of the Congo profile/I08 gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:25477 (Republic of the Congo; top_sources checked)	Profile/score row has no explicit local I08 parent URL; gap flags include no_official_ai_law_found.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Do not review wrapper; locate a named local parent source first.
BPSE-02939	LIMEN-SIGNAL-A19F9E3620562DC7	source_url_extracted	https://naits.gov.sy/laws	Laws and regulations — National Agency for Information Technology Services (NAITS)	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:23524 top_sources[1] indicator_id=I01;I06;I07;I08;I10 (Syria)	Explicit local top_sources I08 URL present.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Queue this concrete source URL for direct-source review.
BPSE-02940	LIMEN-SIGNAL-A40113580CC3A00C	country_gap_no_parent_source		Iraq profile/I05 gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:20070 (Iraq; top_sources checked)	Profile/score row has no explicit local I05 parent URL; gap flags include no_official_ai_law_text.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Do not review wrapper; locate a named local parent source first.
BPSE-02941	LIMEN-SIGNAL-A44C9A8305E9BC3C	country_gap_no_parent_source		Malaysia profile/I08 gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:22362 (Malaysia; top_sources checked)	Profile/score row has no explicit local I08 parent URL; gap flags include I01_no_binding_AI_Act_found.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Do not review wrapper; locate a named local parent source first.
BPSE-02942	LIMEN-SIGNAL-A774CDD20FBFBD58	parent_source_wrapper		Kiribati I08 source wrapper	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:35386 top_sources[3] line 35437; top_sources[4] line 35446; top_sources[5] line 35455	Multiple explicit local I08 parent URLs require human source selection.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Choose one parent source surface, then re-queue that concrete URL.
BPSE-02943	LIMEN-SIGNAL-A7A13CDBF7AE80DE	parent_source_wrapper		Uganda I08 source wrapper	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:28828 top_sources[3] line 28878; top_sources[4] line 28887	Multiple explicit local I08 parent URLs require human source selection.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Choose one parent source surface, then re-queue that concrete URL.
BPSE-02944	LIMEN-SIGNAL-A8655A2D3F43D7BD	parent_source_wrapper		Lebanon I08 source wrapper	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21505 top_sources[2] line 21546; top_sources[3] line 21537	Multiple explicit local I08 parent URLs require human source selection.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Choose one parent source surface, then re-queue that concrete URL.
BPSE-02945	LIMEN-SIGNAL-A8FEDD76F730869E	source_url_extracted	https://www.frc.mn/resource/frc/Document/2023/01/10/c0zszjpdskfvfyn3/Regulation%20on%20Sandbox%20Environment.pdf	Regulation on Sandbox Environment — Financial Regulatory Commission of Mongolia and Bank of Mongolia	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21997 top_sources[1] indicator_id=I03 (Mongolia)	Explicit local top_sources I03 URL present.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Queue this concrete source URL for direct-source review.
BPSE-02946	LIMEN-SIGNAL-AA0F13F26A499C19	country_gap_no_parent_source		Kuwait profile/I08 gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21048 (Kuwait; top_sources checked)	Profile/score row has no explicit local I08 parent URL; gap flags include AI_LAW_NOT_FOUND.	Processing-state source-surface triage only; no incident, legal, safety, compliance, prevalence, or ranking claim.	Do not review wrapper; locate a named local parent source first.
