row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01126	LIMEN-SIGNAL-6264FD249FFF5DC8	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulator_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	1140	"<ul class=""nav navbar-nav""><li><a href=""#section-what-the-regulatory-sandbox-offers"">What the Regulatory Sandbox offers</a></li><li><a href=""#section-who-is-the-regulatory-sandbox-for"">Who is the Regulatory Sandbox for</a></li><li><a href="""	Local cached HTML shows an official Regulatory Sandbox page with named sandbox sections on the FCA site.	source-surface existence only; no truth/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01127	LIMEN-SIGNAL-666E5E8A22425B8B	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	768	10,IQ,Iraq,I03,,0,L,1,M,,true,,Central Bank of Iraq official page explicitly lists a Regulatory Sandbox and innovation center for fintech/banking solutions. Candidate uplift is sectoral sandbox only; not AI-specific and maturity/admission d	Local report names a concrete Central Bank of Iraq official regulatory-sandbox page, even though maturity details remain limited.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01128	LIMEN-SIGNAL-672D04BC5750D4FE	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-seedtune-20260604T044720Z	2589	"title: ""AESIA guides from the Spanish AI regulatory sandbox pilot"","	Local seed metadata names AESIA's sandbox-pilot guides page with a concrete official URL.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01239	LIMEN-SIGNAL-07E5DD794EF81E6F	needs_named_url_extraction	P3	regulator_or_public_authority	paired_direct_surfaces	public-sector	algorithm register	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/article-a-table-1-source-readiness-v0.2.csv	3	"article-a-t1-02,T1-02,Netherlands,TenderNed + Dutch Algorithm Register,""Buyer/owner names; notice metadata; register schema; query/detail field surfaces; sitemap lastmod metadata"",Primary method-QA pair,No probative authority-owner or ident"	Local readiness table names concrete Dutch source surfaces: TenderNed and the Dutch Algorithm Register.	surface existence/posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01240	LIMEN-SIGNAL-0BA7959EECA3B925	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_or_sectoral_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	2290	"16,CL,Chile,I05,,1,M,1,M,,false,,""No score change: Ley 20.285 supports general transparency and Plataforma de Algoritmos Públicos supports emerging practice, but no statutory mandatory public algorithm register was confirmed."",,,,,,,,cl-sou"	local row names a concrete official/sectoral inventory, sandbox, testbed, or transparency surface for bounded source review	source-surface posture only; scope may be sectoral/federal/reactive, not comprehensive	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01243	LIMEN-SIGNAL-2CA269296FDE4597	needs_named_url_extraction	P3	public_source_surface	named_direct_source_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-route-tune-20260605T043422Z	4436	"why: ""India DPDP Act supplies statutory privacy/accountability hooks for AI evidence and DPI comparison."""	Local seed row names the official India DPDP Act source on India Code.	source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01244	LIMEN-SIGNAL-33FDC4399AB524B7	needs_named_url_extraction	P3	regulator_or_public_authority	official_legal_text	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/b7/b70dd85399aee62844e380d6.html	10347	"<p class=""oj-normal"">the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the en"	Cached local HTML is the official EUR-Lex GDPR text, a concrete legal source surface.	source-surface existence only; no legality or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01245	LIMEN-SIGNAL-68E50BE96E50A491	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_source_surface	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-012/kz-long-tail-queue-card-v0.1.json	102	"focus_queries: ""Kazakhstan AI Act implementation competent authority; Kazakhstan algorithm register public sector AI; Kazakhstan AI regulatory sandbox; Kazakhstan AI procurement public sector guidance; Kazakhstan AI audit logs provenance po"	Local metadata names a concrete government framework/source surface suitable for bounded review.	source posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01246	LIMEN-SIGNAL-69A8157EC75623CB	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1690	"12,NZ,New Zealand,I05,,2,M,2,H,,true,,""MBIE agency-level algorithm transparency page and Algorithm Use Policy materially strengthen evidence for charter-based transparency practice, but no unified public algorithm register was found."",,,,,,"	Derived review row names a concrete official/institutional source surface sufficient for bounded source-surface review.	source-surface existence/posture only; no operational, legal, or prevalence claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01247	LIMEN-SIGNAL-B6D8BDBFC3C466C4	needs_named_url_extraction	P3	regulator_or_public_authority	named_institutional_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	853	"12,NZ,New Zealand,I05,,2,M,2,H,,true,,""MBIE agency-level algorithm transparency page and Algorithm Use Policy materially strengthen evidence for charter-based transparency practice, but no unified public algorithm register was found."",,,,,,"	Second-pass local row names a concrete institutional source surface, but claims are limited to surface existence.	source-surface existence only; no maturity, adequacy, compliance, or coverage claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01248	LIMEN-SIGNAL-B7D5123169256B48	needs_named_url_extraction	P3	regulator_or_public_authority	named_institutional_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1428	"14,LU,Luxembourg,I03,,1,M,2,M,,true,,""AI Strategy and dossier 8476 support a modest positive delta: CNPD data-protection AI sandbox evidence, LIST technical sandbox, and Article 12 requirement that CNPD establish at least one AI regulatory"	Second-pass local row names a concrete institutional source surface, but claims are limited to surface existence.	source-surface existence only; no maturity, adequacy, compliance, or coverage claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01249	LIMEN-SIGNAL-BA0359589CBE748D	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	37	JO,Jordan,high,D thin visibility,high,Jordan AI Act implementation competent authority; Jordan algorithm register public sector AI; Jordan AI regulatory sandbox; Jordan AI procurement public sector guidance; Jordan AI audit logs provenance	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	May claim only that this named source surface exists locally for bounded source-surface review.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01250	LIMEN-SIGNAL-C6D78A2FB864A5BA	needs_named_url_extraction	P3	regulator_or_public_authority	named_second_pass_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	2388	"17,SK,Slovakia,I03,,1,M,1,M,,true,,""AI Watch confirms strategy-level sandbox/pilot/innovation-lab intent, but no official active AI Act regulatory sandbox was found. Keep conservative."",,,,,,,,sk-source-hardening,none"	Second-pass row names a concrete official source surface for bounded review.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01251	LIMEN-SIGNAL-C9D152CAF4DACFB0	needs_named_url_extraction	P3	regulator_or_public_authority	official guidance page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-seeds-20260605T041340Z	3249	"title: ""AESIA guides from the Spanish AI regulatory sandbox pilot"","	Seed names AESIA guides page with a concrete official URL.	surface existence only; no legality, safety, prevalence, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01252	LIMEN-SIGNAL-CB674E89EB693AE8	needs_named_url_extraction	P3	regulator_or_public_authority	official_transparency_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1232	"12,NZ,New Zealand,I05,,2,M,2,H,,true,,""MBIE agency-level algorithm transparency page and Algorithm Use Policy materially strengthen evidence for charter-based transparency practice, but no unified public algorithm register was found."",,,,nz"	Snippet names MBIE algorithm transparency page and Algorithm Use Policy as direct official surfaces.	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
