row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00135	LIMEN-SIGNAL-44D8B1A3727A8951	translation_source_reviewed	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Local JSONL names Portuguese official source URL/title; fetch warning and translation-needed flags preserved.	translation-safe source review only; no legal or policy conclusion from machine translation	queue original-language human/source hardening before any publication quote
TH-00136	LIMEN-SIGNAL-4561660C24DD5920	translation_source_reviewed	es	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala	Naciones Unidas en Guatemala / PNUD - Evaluación de IA en Guatemala	GAIA digest provides named Spanish UN source, URL, local snapshot path, and human-review-needed boundary.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with sibling rows and review original Spanish before quoting
TH-00141	LIMEN-SIGNAL-47CD24F106397A65	cross_project_duplicate	es	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala	Naciones Unidas en Guatemala / PNUD - Evaluación de IA en Guatemala	Same GAIA digest source object as TH-00136; paraphrase line duplicate should route upstream.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate into TH-00136 source-review record
TH-00147	LIMEN-SIGNAL-49AB2DAC39352A44	translation_source_reviewed	en	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	UK ICO Regulatory Sandbox	Atlas source ledger gives named English regulator page, URL, access date, and public-source terms.	translation-safe source review only; no legal or policy conclusion from machine translation	keep as English source-reviewed comparator; no translation claim needed
TH-00152	LIMEN-SIGNAL-4C8979C76A576CF0	translation_source_reviewed	es	local digest: law-cl-national-ai-policy-2021 / Política Nacional de Inteligencia Artificial	Chile Ministry of Science - Política Nacional de Inteligencia Artificial	GAIA digest object names Spanish source, title, jurisdiction, summary boundary, and human-review-needed status.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/carry URL from digest object and review original Spanish before quotation
TH-00162	LIMEN-SIGNAL-53E863F2FEDAD371	translation_source_reviewed	en	https://accelerate.ee/experimentation-framework/	Accelerate Estonia - Experimentation framework	Atlas ledger gives named English government innovation-lab source despite Estonian language hint.	translation-safe source review only; no legal or policy conclusion from machine translation	keep as English source-reviewed comparator
TH-00167	LIMEN-SIGNAL-56A1AC0F319C3D88	reject_noise	language_not_resolved	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260606T053453Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_draft_preprint.md:8	Tyche Thesis Atlas draft/preprint prose	Internal manuscript description, not an external original-language source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation queue
TH-00173	LIMEN-SIGNAL-5A10B4DB05674BC9	candidate_for_url_extraction	fi	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/language-policy.json:313	Global Agent Atlas language-policy trigger - AuroraAI/Nordic governance	Policy trigger contains source clues but no specific source URL or reviewed document.	translation-safe source review only; no legal or policy conclusion from machine translation	perform named URL extraction for AuroraAI/public-service automation sources
TH-00174	LIMEN-SIGNAL-5A18CB3B2E49BD47	reject_noise	language_not_resolved	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050159Z/source-draft.md:8	Tyche Thesis Atlas source draft prose	Internal Atlas framing text, not an external source requiring translation review.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation queue
TH-00178	LIMEN-SIGNAL-5A617A7C651ACD71	translation_source_reviewed	language_not_resolved	doi:10.1515/9783112245958-006	AI Ethics and Governance - scholarly index result	JSONL row gives DOI, container title, domain, and scholarly-index metadata sufficient for source-surface routing.	translation-safe source review only; no legal or policy conclusion from machine translation	route as scholarly-index lead; do not treat as official sandbox evidence
TH-00183	LIMEN-SIGNAL-5D2766B336AAF794	reject_noise	language_not_resolved	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050050Z/manuscript.tex:33	Tyche Thesis Atlas manuscript prose	Internal manuscript sentence repeats corpus description rather than naming an external source.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation queue
TH-00184	LIMEN-SIGNAL-5DAFE0CDEC00F708	cross_project_duplicate	es	local digest: law-cl-national-ai-policy-2021 / Política Nacional de Inteligencia Artificial	Chile Ministry of Science - Política Nacional de Inteligencia Artificial	Release digest duplicate of the Chile policy object already surfaced by TH-00152.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate into TH-00152 source-review record
TH-00191	LIMEN-SIGNAL-61FBAD0C6074BBAF	translation_source_reviewed	en	https://egov-ai.e.gov.ph/developers/chat-ai	Chat AI / eGovAI API	GAIA fact gives developer-doc source title, URL, source type, and bounded issue-spotting notes.	translation-safe source review only; no legal or policy conclusion from machine translation	route upstream to GAIA/source fact hardening; no automated-decision inference
TH-00192	LIMEN-SIGNAL-62B959C3498A580C	reject_noise	language_not_resolved	/srv/tyche/atlas/tyche-thesis-atlas-factory/submissions/data-for-policy-2026/data-policy-translational-article-preprint.md:5	Data-policy translational article preprint	Article prose about sandboxes is derivative analysis, not an original source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation queue
TH-00194	LIMEN-SIGNAL-63375EE439F95BF4	cross_project_duplicate	es	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala	Naciones Unidas en Guatemala / PNUD - Evaluación de IA en Guatemala	Same Spanish UN Guatemala digest object as TH-00136/TH-00141.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate into TH-00136 source-review record
TH-00196	LIMEN-SIGNAL-662A5E42D9F611A2	reject_noise	language_not_resolved	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050159Z/manuscript.html:31	Tyche Thesis Atlas HTML manuscript prose	Internal HTML manuscript framing text, not an external original-language source.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation queue
