row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00135	LIMEN-SIGNAL-44D8B1A3727A8951	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish;portuguese	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.3-preprint-20260605T050732Z/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""portuguese-ai-sandbox"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""www.gov.br"", ""error"": ""URLError(OSError(101, 'Network"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00136	LIMEN-SIGNAL-4561660C24DD5920	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	4038	"english_summary: ""The UN Guatemala Spanish page says UNDP’s AI Sprint supported Guatemala in responsible AI assessment and notes gaps including financial incentives, academic research support, and regulatory sandboxes; Gaia treats this as governance-radar co"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00141	LIMEN-SIGNAL-47CD24F106397A65	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	4055	"quote_safe_paraphrase: ""The UN Guatemala Spanish page says UNDP’s AI Sprint supported Guatemala in responsible AI assessment and notes gaps including financial incentives, academic research support, and regulatory sandboxes; Gaia treats this as governance-ra"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00147	LIMEN-SIGNAL-49AB2DAC39352A44	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050415Z/sources/sources__sources.md	67	- Source: UK ICO Regulatory Sandbox; URL: `https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/`; access date: 2026-06-05T17:40:44Z; language: English; jurisdiction: United Kingdom; rights/terms: public regulator web page, metadata/snip	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00152	LIMEN-SIGNAL-4C8979C76A576CF0	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	8177	Local AI governance theme: public sector ai governance,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00162	LIMEN-SIGNAL-53E863F2FEDAD371	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	estonian	thesis_atlas_factory	https://accelerate.ee/experimentation-framework/	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-data-method-preprint-package-20260607T120747Z/references/source-ledger.md	236	- Source: Accelerate Estonia, `Experimentation framework`; URL: `https://accelerate.ee/experimentation-framework/`; access date: `2026-06-07T04:42:03Z`; language: English; jurisdiction: Estonia; source family: government innovation-lab page; rights/terms: publ	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00167	LIMEN-SIGNAL-56A1AC0F319C3D88	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260606T053453Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_draft_preprint.md	8	The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-readable evidence objects	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00173	LIMEN-SIGNAL-5A10B4DB05674BC9	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	global_agent_atlas		/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/language-policy.json	313	"trigger: ""AuroraAI, public-service automation, algorithm registers, digital identity/trust infrastructure and Nordic governance."""	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00174	LIMEN-SIGNAL-5A18CB3B2E49BD47	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050159Z/source-draft.md	8	The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-readable evidence objects	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00178	LIMEN-SIGNAL-5A617A7C651ACD71	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl	24	"{""already_in_main_dataset"": false, ""authors"": [], ""category"": ""scholarly-index-result"", ""container_title"": ""AI Ethics and Governance"", ""doi"": ""10.1515/9783112245958-006"", ""domain"": ""doi.org"", ""is_referenced_by_count"": 0, ""lane"": ""sandboxes-cases"", ""language_co"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
