signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-C7C52BD2A6534FB8	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-C818F12B05D52133	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-C81CAC38F7B36B5E	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-C836FC1537AE0608	negative_evidence_candidate	evidence_limit_note	Local row records a gap, weak-source warning, or evidence-limit summary rather than a positive named source surface.	Negative/gap-evidence surface only; no inference about incident truth, legality, deployment, prevalence, or ranking.	retain as bounded gap evidence; do not promote without a named direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-C90F11EAA9BD91B0	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-C94783B241C7A292	needs_named_source_extraction	source_pack_or_profile_wrapper	Local row is a derived atlas/profile/record wrapper and does not expose a named reviewable direct source surface.	Source-resolution queueing only; no incident, legality, deployment, prevalence, or compliance claim.	extract a named direct source URL/title before source review	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-C96825129336E8B7	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-C998CE3478570827	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-CA0FC6B3A31B2205	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-CA4223CC1008746B	merge_existing_surface	dedupe_registry_surface	Official Dutch Algorithm Register record is already represented in the local NL-ALG-REG registry surface; deduplicate rather than promote another surface.	Registry-surface existence/deduplication only; no deployment, safety, legality, prevalence, or compliance claim.	merge into existing Dutch Algorithm Register surface model	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
