signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-AC03B19707E3A772	negative_evidence_candidate	official_negative_search_or_gap	Local row records bounded negative or gap evidence tied to an official/public source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	keep as negative evidence anchor	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-AC06F2ECA1EB87A5	source_reviewed_candidate	official_government_topic_page	Names an official GOV.SI AI ecosystem page with sandbox framing.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	queue bounded source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-AC07D8AD65251FCF	translation_review_needed	non_english_official_guidance	Official Digdir guidance is materially Norwegian-language.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-AC195A829FAC41D8	source_reviewed_candidate	official_assessment_pdf	Names a concrete GovTech/UNDP procurement assessment PDF.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	queue bounded source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv
LIMEN-SIGNAL-AC1C4D96B8BF14F8	reject_noise	internal_derived_noise	Internal manuscript/config/summary/derived artifact, not a direct source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-AC373D6131FC524E	negative_evidence_candidate	official_negative_search_or_gap	Local row records bounded negative or gap evidence tied to an official/public source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	keep as negative evidence anchor	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv
LIMEN-SIGNAL-AC41E4CBD3489AFA	reject_noise	internal_derived_noise	Internal manuscript/config/summary/derived artifact, not a direct source surface.	must resolve direct public source before promotion	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/paper/venue/evidence-supply-chain-jipitec-preprint-anon.md
LIMEN-SIGNAL-AC483A6A892FC8DB	reject_noise	internal_derived_noise	Internal manuscript/config/summary/derived artifact, not a direct source surface.	must resolve direct public source before promotion	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/evidence-package/evidence-package-semantic-links-v0.2.jsonl
LIMEN-SIGNAL-AC5D9CCB5879D373	translation_review_needed	non_english_official_guidance	Row points to Digdir guidance with Norwegian terminology/provenance wording.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-AC5F4091A1E6813B	source_reviewed_candidate	official_policy_surface	Names the official Canada automated-decision directive surface.	must resolve the underlying source before any reviewed example or paper claim	queue bounded source review	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-ca-automated-decision-directive__1__www.canada.ca__reader-api
LIMEN-SIGNAL-AC71A8FAFBCB0BA2	reject_noise	internal_derived_noise	Internal manuscript/config/summary/derived artifact, not a direct source surface.	must resolve the underlying source before any reviewed example or paper claim	drop from direct-source queue	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-001/source-family-threshold-trigger-board-20260612T1305.tsv
LIMEN-SIGNAL-AC79F2D6E4F55718	needs_named_source_extraction	wrapper_or_summary_proxy	Local wrapper points toward a source family or use case but not a stable direct source surface here.	must resolve the underlying source before any reviewed example or paper claim	extract named direct source	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-hypothesis-claim-support-queue-latest.json
LIMEN-SIGNAL-AC86369DF639C9D0	negative_evidence_candidate	official_negative_search_or_gap	Local row records bounded negative or gap evidence tied to an official/public source surface.	must resolve direct public source before promotion	keep as negative evidence anchor	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-AC88E0C3CFCF94F9	merge_existing_surface	dutch_algorithm_register_surface	Already-modeled Dutch Algorithm Register surface in local registry corpus.	must resolve the underlying source before any reviewed example or paper claim	deduplicate to existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/stratified-record-review-frame-20260608.csv
LIMEN-SIGNAL-AC89682907F8D8C8	reject_noise	internal_derived_noise	Internal manuscript/config/summary/derived artifact, not a direct source surface.	must resolve the underlying source before any reviewed example or paper claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-AC9A30CF1530353E	merge_existing_surface	dutch_algorithm_register_surface	Already-modeled Dutch Algorithm Register surface in local registry corpus.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate to existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.csv
