query	path	line	snippet_hash	snippet
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/next.md	1652	sha256:62d347bec0a7298b9e5b533d92e2af8304ea9bb43dbe3278b2361ec1b8a73044	1. Treat `results/boost/limen-continuous-experiments/mental-health-chatbot-zero-seed-drift-audit-v0.1.tsv` as the current front door for any health/mental-health mining reuse: before manuscript, dashboard, reviewer-response, or thesis surfaces describe `mental
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/next.md	1653	sha256:f314d86e10ddc30c90abc883108b74cd0b1f785400b856d60383bc74b738d858	2. Keep the split explicit: the newer `mental health chatbot` run rises from `22` to `37` exact hits, but all growth is LIMEN self-reference (`+6` project-spine hits, `+6` boost-helper hits, `+3` recursive cpu-mining hits). `data/cases/*` remains `0`, `sources
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/next.md	1654	sha256:92c8a0eeb3562c26fc982aa2392ad999f9b36acb051e3c7e631776e1eea19de4	3. If another continuous-experiments cycle opens, count progress only if one exact official safety, court, regulator, provider, or institution-specific public incident record appears for the health/mental-health category, or if a different zero-seed query expo
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cpu-mining-exploitation-signal-composition-v0.1.tsv	24	sha256:27c1b9b4df84d6cf8bbf513501a7d69562e49b6bcd4793bf4fddd22a500caf17	health-finance-education 20260607T195526Z mental health chatbot 6 5 1 83.33 cpu_mining_recursive 5 recursive_mining_artifact 0 0 0 0 0 0 0 0 0 0 5 0 0 0.00 0.00 self_reference_heavy_hold query x shard saturation panel; candidate-case promotion queue; contamina
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-08T01-07-52Z.md	1	sha256:4feaebbad8d530da7594890fb8148ee3f945004d366969df4a66c43a75c65426	# LIMEN continuous experiment: mental health chatbot zero-seed drift audit
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-08T01-07-52Z.md	6	sha256:aad069a28152e43484754dbc8e382a5f3fba201150f02e13743388463e002b0d	Question: after the prior zero-seed control, does the newer `mental health chatbot` mining run change LIMEN's health-category evidence state, or does it only add more recursive local volume?
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-08T01-07-52Z.md	16	sha256:7823d59088b8e6a417a289199f4da95f931c55341ee5a53fa66a5a864f3d37ac	1. Compared exact `mental health chatbot` hits across the prior bounded audit run and the newer `health-finance-education` mining run.
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T20-05-00Z.md	55	sha256:9c033701b315c01eab1d099a7366a4197a375b828573af90848ac0db61b9a6a8	- health-finance-education / mental health chatbot: 83.33% LIMEN-local; keep for selective validation, dashboard saturation, or candidate-case extraction rather than query redesign.
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cpu-mining-query-contamination-retune-matrix-v0.1.tsv	24	sha256:a29c08586b834089dc8639b168cf69f7773fe27afd164e2b34cacde64821fd5e	health-finance-education 20260607T195526Z mental health chatbot 6 5 83.33 /srv/tyche/gaia/tyche-research-vault 1 16.67 keep high LIMEN-local share; exploitation is higher value than retune results/cpu-mining/health-finance-education/20260607T185513Z/summary.js
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T23-43-22Z.md	1	sha256:1df36007d180125c75fd20bedb057c278e867b416ddac708c2cfd86c45fde848	# LIMEN continuous experiment: mental health chatbot zero-seed control
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T23-43-22Z.md	6	sha256:44cfdb38cdc6bf68e94d3ad11556bc5057d4a2ac98135a9717c1e93ea9cc20eb	Question: does the latest `mental health chatbot` mining query expose a bounded LIMEN candidate-case route, or does it only reinforce the project's current zero-seed caution for health/mental-health misuse?
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T23-43-22Z.md	16	sha256:4c18d4bf844f340bbce8d7937b8df776af4762c363326351cff3ae562948b7c1	1. Filtered the latest `health-finance-education` mining run to exact `mental health chatbot` hits only.
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T23-43-22Z.md	23	sha256:181e4d3830dac51b72b71e0f6be2932fbcf7d3f3793bdcc6bb1a71f6db3ea0c2	- The latest run produced 22 exact `mental health chatbot` matches.
mental health chatbot	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-continuous-experiments/cycle-2026-06-07T23-43-22Z.md	30	sha256:6232bb8ce7f2947997237a89e2833ee54cb6d1222b5e99fba458f536dc88b1c4	- LIMEN still has no seeded local `health_medical_or_mental_health` case row. The latest `mental health chatbot` query increases recursive local volume but does not improve claim support, dashboard row promotion, or manuscript-ready case evidence for that cate
