queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00001	LIMEN-SIGNAL-00B06AAD17574A29	machine_translation_hold	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Dutch Algorithm Register sample: Octobox Anonymisation	Auto-translated Dutch record exposes a public register surface, but substantive fields stay translation-bounded.	Source-surface existence, locator, and translation status only; no case, legal, safety, or compliance claim.	Obtain or inspect original Dutch record before any substantive extraction.
BTR-00002	LIMEN-SIGNAL-013C2D794358E4DB	source_surface_only_no_case	Slovene / local English metadata	https://podatki.gov.si/	OPSI - Odprti podatki Slovenije	Local row names Slovenia open-data portal infrastructure, not a specific AI dataset or case.	Publication-infrastructure/source-surface context only; no AI-register or public-sector AI claim.	Use only as parent portal context; seek concrete OPSI AI dataset if needed.
BTR-00003	LIMEN-SIGNAL-02BD2D039A41F64F	candidate_for_parent_source_extraction	Spanish / local English metadata	https://mitic.gov.py/mitic-fortalece-capacidades-tecnicas-en-inteligencia-artificial/	MITIC fortalece capacidades técnicas en inteligencia artificial	Official Spanish source supports sandbox-design capacity language, but not operational sandbox status.	Capacity/source-context only; no operational sandbox, participant, legality, or impact claim.	Extract as parent/context source with explicit planned/design-stage caveat.
BTR-00004	LIMEN-SIGNAL-0300E21E894783D7	source_surface_only_no_case	Slovene / local English metadata	https://www.gov.si/podrocja/finance-in-davki/javno-narocanje/	Javno naročanje	Official Slovenian procurement portal is baseline procurement infrastructure, not AI-specific procurement evidence.	Procurement source-surface context only; no AI procurement rule or case claim.	Keep as context; seek AI-specific procurement guidance for promotion.
BTR-00005	LIMEN-SIGNAL-03386889A892E1A5	cross_project_duplicate	English auto-translation from Dutch	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/manuscript.md:177	Algorithm Register of the Dutch government sample table in manuscript	Manuscript row repeats Dutch auto-translated register sample already represented in local CSV artifacts.	Duplicate source-surface reference only; no additional substantive claim.	Prefer canonical sample CSV/record locator; do not count separately.
BTR-00006	LIMEN-SIGNAL-046B8932246A2D53	translation_source_reviewed	Danish / local English metadata	https://digst.dk/kunstig-intelligens/guides-til-brug-af-kunstig-intelligens/guide-offentlige-myndigheder/	Guide til myndigheder	Danish official guidance is a public-sector AI guidance surface, not a national algorithm register.	Guidance/source-surface context only; no register completeness or compliance claim.	Use as guidance context; keep no-register caveat.
BTR-00007	LIMEN-SIGNAL-04B3F2B3B9054C21	source_surface_only_no_case	Portuguese / local English metadata	https://www.bcb.gov.br/estabilidadefinanceira/sandbox	Sandbox Regulatório	Brazil central-bank sandbox page is sectoral regulatory infrastructure, not AI-specific.	Sectoral sandbox source-surface context only; no general AI sandbox or case claim.	Keep as maturity context; seek AI-specific sandbox status separately.
BTR-00008	LIMEN-SIGNAL-04C5FACF22811565	machine_translation_hold	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Dutch Algorithm Register sample: Datamask	Auto-translated Dutch record exposes Datamask register surface, but translated details should not be uplifted.	Source-surface existence, locator, and translation status only; no legal, safety, compliance, or case claim.	Inspect original Dutch record before substantive extraction.
BTR-00009	LIMEN-SIGNAL-05DC08B5754149A9	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Dutch Algorithm Register sample: Datamask	Preview CSV duplicates the Datamask auto-translated Dutch register surface from the canonical gap-map/sample rows.	Duplicate source-surface reference only; no additional substantive claim.	Prefer canonical non-preview/sample CSV or original Dutch record.
BTR-00010	LIMEN-SIGNAL-05F835101AF97C00	machine_translation_hold	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Dutch Algorithm Register sample: Zylab Disclosure Support	Sample row is explicitly an English auto-translation from Dutch; translated risk/purpose fields remain bounded.	Source-surface and coded-field presence only; no automated-decision, rights, safety, or compliance conclusion.	Inspect original Dutch record before using substantive field text.
BTR-00011	LIMEN-SIGNAL-067EF7E19BDBE594	machine_translation_hold	local multilingual metadata	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:7	PALLAS observability country index: France row	Country-index row aggregates multilingual sources and is flagged for human translation; not a direct source surface.	Index-level processing metadata only; no legal, policy, prevalence, or country ranking claim.	Review underlying listed sources individually in original language.
BTR-00012	LIMEN-SIGNAL-06AAE61CD25143E6	machine_translation_hold	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Dutch Algorithm Register sample: Datamask	Sample row is explicitly an English auto-translation from Dutch; details remain translation-sensitive.	Source-surface and coded-field presence only; no rights, safety, compliance, or legal-effect claim.	Inspect original Dutch record before substantive extraction.
