row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-00974	LIMEN-SIGNAL-151D886702D2EA51	url_extracted	https://www.rma.org.bt/media/Laws_By_Laws/FinTech%20REGULATORY%20SANDBOX%20FRAMEWORK.pdf	Royal Monetary Authority of Bhutan FinTech Regulatory Sandbox Framework	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_SOURCE_REFRESH.csv:119	Sprint source-refresh row explicitly records the RMA framework PDF URL for Bhutan I03.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the RMA PDF URL as the named source; keep fintech/sectoral scope caveat.
SRPH-00975	LIMEN-SIGNAL-1C313233FD3B8771	url_extracted	https://www.europarl.europa.eu/thinktank/en/document/EPRS_ATA(2026)785673	EPRS AI regulatory sandboxes briefing	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/semantic-links/estonia-regulatory-sandboxes-2026-05-29.json:36-40	Local semantic-link metadata explicitly records the EPRS briefing URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the EPRS Think Tank URL as the named briefing source.
SRPH-00976	LIMEN-SIGNAL-1D6F0F1F2D40A627	url_extracted	https://www.etda.or.th/en/Our-Service/Digital-Service-Sandbox-1.aspx	ETDA Digital Service Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv:295	Sprint source-refresh row explicitly records the ETDA Digital Service Sandbox URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the ETDA page URL; keep not-AI-specific caveat.
SRPH-00977	LIMEN-SIGNAL-1EB3533979BD6592	url_extracted	https://www.namfisa.com.na/regulatory-sandbox/	NAMFISA Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv:145	Sprint source-refresh row explicitly records the NAMFISA regulatory-sandbox URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the NAMFISA page URL; keep non-bank financial-sector scope caveat.
SRPH-00978	LIMEN-SIGNAL-21EA23A42E2B4324	url_extracted	https://www.namfisa.com.na/regulatory-sandbox/	NAMFISA Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv:145	Same source-refresh row resolves this duplicate NAMFISA surface to the explicit regulatory-sandbox URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the NAMFISA page URL; deduplicate downstream with SRPH-00977 if needed.
SRPH-00979	LIMEN-SIGNAL-2468F9E810CB0598	url_extracted	https://aesia.digital.gob.es/en/guides	AESIA guides from the Spanish AI regulatory sandbox pilot	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:3249-3251	Local expansion-seed metadata explicitly records the AESIA guides URL for the Spanish AI sandbox pilot source.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the AESIA guides URL as parent source for the local text extract.
SRPH-00980	LIMEN-SIGNAL-248CC34BFB9A5F95	url_extracted	https://www.gov.br/anpd/pt-br/assuntos/noticias/publicado-edital-para-participacao-em-sandbox-regulatorio-em-inteligencia-artificial	ANPD AI and data protection regulatory sandbox notice	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-route-tune-20260605T043422Z:4217-4220	Local seed metadata explicitly records the ANPD sandbox notice URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the gov.br ANPD notice URL as the named source.
SRPH-00981	LIMEN-SIGNAL-25169FE73482EF18	url_extracted	https://www.bou.or.ug/uploads/Sandbox_Framework_June_2021_c2ba7196f6.pdf	Bank of Uganda National Payment Systems Regulatory Sandbox Framework 2021	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:281	Sprint source-refresh row explicitly records the Bank of Uganda framework PDF URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the BoU PDF URL; keep payment-systems/fintech scope caveat.
SRPH-00982	LIMEN-SIGNAL-25412A68D532E089	url_extracted	https://www.bankofgreece.gr/en/main-tasks/supervision/regulatory-sandbox	Bank of Greece Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:144	Sprint source-refresh row explicitly records the Bank of Greece regulatory-sandbox URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the Bank of Greece page URL; keep financial-supervision scope and access caveat.
SRPH-00983	LIMEN-SIGNAL-25D1C5CE6D388592	url_extracted	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Singapore MAS FinTech Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json:3114-3116	Local seed metadata explicitly records the MAS sandbox URL.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	Use the MAS regulatory-sandbox URL as the named source.
