queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BTR-00177	LIMEN-SIGNAL-86E638926B674852	translated_register_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.preview.csv	3	Dutch register record is plausible but local evidence is explicitly auto-translated from Dutch	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review
BTR-00178	LIMEN-SIGNAL-885A7722E62A64D3	translated_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-020/source-role-rights-overlay-v0.1.csv	6	Dutch register surface is plausible but local evidence is translation-sensitive	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review
BTR-00179	LIMEN-SIGNAL-88EBFC5DB9BE53BE	translated_register_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv	4	Dutch register record is plausible but local evidence is explicitly auto-translated from Dutch	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review
BTR-00180	LIMEN-SIGNAL-8A6AB0F5B6189DE1	translation-sensitive register record	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.preview.csv	9	Dutch register record is translation-sensitive and should be reviewed with language care.	Translation-safe source-surface review only.	Route to translation-aware review of the named Dutch register record.
BTR-00181	LIMEN-SIGNAL-8B6120F8E789CB0B	non-English official page	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv	544	Serbia AI ethics page is a concrete official page but materially non-English.	Translation-safe source-surface review only.	Route to translation-aware review of the official Serbian page.
BTR-00182	LIMEN-SIGNAL-8BB825F7B5F1EB8D	non-English official guidance page	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv	111	Iceland government AI guidance page is a plausible official source with non-English evidence.	Translation-safe source-surface review only.	Route to translation-aware review of the Iceland page.
BTR-00183	LIMEN-SIGNAL-8BCBD9FAE9A0ED65	translation-sensitive official-source check	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	201	Lithuania algorithm-register note depends on local-language official-source review.	Translation-safe source-surface review only.	Route to translation-aware review of the Lithuanian official targets.
BTR-00184	LIMEN-SIGNAL-8E1A1082806672E0	non-English official index page	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	215	Lithuanian regulation/methodology index is an official page with translation-sensitive evidence.	Translation-safe source-surface review only.	Route to translation-aware review of the Lithuanian page.
BTR-00185	LIMEN-SIGNAL-8E75BA93A1BBCBDF	translation-sensitive official strategy source	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	181	Cyprus strategy evidence is local-language/translation-sensitive despite naming an institutional source.	Translation-safe source-surface review only.	Route to translation-aware review of the cited strategy source.
BTR-00186	LIMEN-SIGNAL-8F35F303341ECD31	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-gap-map-v0.2.csv	10	Local evidence is an English auto-translation of a Dutch official surface; translation-aware review needed.	surface existence only pending language-aware review; no substantive conclusion from translation	route to translation-aware source review
BTR-00187	LIMEN-SIGNAL-9034A790C0365149	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv	9	Local evidence is an English auto-translation of a Dutch official surface; translation-aware review needed.	surface existence only pending language-aware review; no substantive conclusion from translation	route to translation-aware source review
BTR-00188	LIMEN-SIGNAL-9076791143E7EC5D	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.preview.csv	10	Local evidence is an English auto-translation of a Dutch official surface; translation-aware review needed.	surface existence only pending language-aware review; no substantive conclusion from translation	route to translation-aware source review
BTR-00189	LIMEN-SIGNAL-910DCACFE94D3CFC	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1054	Names a plausible official surface, but the local evidence is materially non-English or translation-sensitive.	surface existence only pending language-aware review; no substantive conclusion from translation	route to translation-aware source review
