queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00529	LIMEN-SIGNAL-62187BA817D0A940	translation_source_reviewed	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center / AIGC	Thai ETDA page is a direct official AI governance center surface; local text supports only source existence and governance-clinic context.	Official Thai source-surface existence and governance-context only; no case-level AI evidence claim.	Extract canonical title, URL, and Thai surface snippet if this source is reused.
BTR-00530	LIMEN-SIGNAL-6230A00C0131B2B5	needs_original_language_source	fa	https://www.mehrnews.com/news/6141439/تصویب-کلیات-سند-تأسیس-سازمان-ملی-و-تشکیل-شورای-راهبری-هوش-مصنوعی	Mehr News report on national AI document and organization	Persian row is a state-media policy report, not the primary legal or official instrument; local metadata says route to primary verification.	Secondary source-surface existence only; no factual/legal claim about the national AI document.	Find local primary Persian official instrument or keep as interpretive context only.
BTR-00531	LIMEN-SIGNAL-6245FD2F896A6CFC	candidate_for_parent_source_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Portuguese ANPD page is a direct official sandbox source and locally states the sandbox scope is AI/machine learning.	Official Portuguese sandbox source-surface and scope statement only; no substantive compliance or case finding.	Extract parent source surface with Portuguese-aware title, URL, and bounded scope quote.
BTR-00532	LIMEN-SIGNAL-62C43A88943F3988	translation_source_reviewed	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Italian regulator AI hub is a direct official source surface with AI Act/GDPR vocabulary; local row is general guidance context.	Official Italian AI hub source-surface only; no case-level incident or register claim.	Keep as regulator vocabulary/context unless a specific subpage is extracted.
BTR-00533	LIMEN-SIGNAL-62C6C7E7015B7177	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Same Italian Garante source, title, URL, snippet, and purpose as BTR-00532 in this batch.	Duplicate source-surface only; inherit BTR-00532 ceiling.	Deduplicate against BTR-00532 before any downstream extraction.
BTR-00534	LIMEN-SIGNAL-6516C6288E62C600	source_surface_only_no_case	es	https://ogtic.gob.do/noticias-recientes/ogtic-digeig-y-ogp-realizan-taller-participativo-para-crear-codigo-de-etica-sobre-inteligencia-artificial/	OGTIC / DIGEIG / OGP AI ethics-code workshop	Spanish official news names an AI ethics-code workshop/process; local row explicitly says useful process evidence, not an algorithm register.	Workshop/source-surface context only; no algorithm-register or case-level claim.	Retain only as weak ethics-process context or seek a final code/register source.
BTR-00535	LIMEN-SIGNAL-658BFC6CA38C1A60	translation_source_reviewed	no	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Digdir: Anskaffelse av generativ KI	Norwegian Digdir guidance page is a named official procurement surface; local row lists logging, audit, provenance, watermarking, detection, and DLP topics.	Official Norwegian guidance source-surface only; no procurement compliance or implementation finding.	Extract Norwegian-aware procurement guidance fields and bounded tool-category quotes.
BTR-00536	LIMEN-SIGNAL-69E4AEFD750A9650	source_surface_only_no_case	fr	https://www.legifrance.gouv.fr/codes/id/LEGITEXT000037701019/	Légifrance Code de la commande publique	French procurement code is a concrete statutory baseline, but local row says it is not AI procurement governance evidence.	General procurement-law surface only; no AI procurement governance claim.	Keep only as adjacent baseline or drop from AI-specific review.
BTR-00537	LIMEN-SIGNAL-6B0AA350734FC77B	source_surface_only_no_case	fr	https://www.marches-publics.gouv.fr/entreprise	PLACE / marchés-publics.gouv.fr procurement portal	French procurement portal is an operational public-procurement surface; local row finds no Martinique-specific AI procurement governance.	Procurement-portal surface only; no AI procurement case claim.	Do not promote without a specific AI procurement artifact.
BTR-00538	LIMEN-SIGNAL-6B2C03C258D0F0F6	needs_original_language_source	id	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:932	Indonesia source examples in observability country profile	Markdown profile lists Indonesian-titled source examples but is not itself the original official source surface.	Profile-listed source names only; no source content or case-level claim.	Resolve each named Indonesian official source locally before extraction.
