signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-85D2CD6AE2969135	needs_named_source_extraction	atlas_profile_or_section_wrapper	Atlas country profile/section text points toward procurement or register review but does not expose a named reviewable source surface in the row.	No direct-source claim until a named local source surface is extracted from the profile context.	Extract the named official/regulator/vendor/register source and re-queue that surface only.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-85EAB5747B636AD2	negative_evidence_candidate	source_pack_gap_evidence_row	Source-pack row names a portal/root source but explicitly records negative check / gap evidence for public algorithm-register or transparency-surface review.	May support only bounded absence/gap-source triage; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim.	Keep as negative/gap evidence; do not promote as affirmative direct-source example without a named positive surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-8675950A78ABB0EC	negative_evidence_candidate	source_pack_gap_evidence_row	Source-pack row names a portal/root source but explicitly records negative check / gap evidence for public algorithm-register or transparency-surface review.	May support only bounded absence/gap-source triage; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim.	Keep as negative/gap evidence; do not promote as affirmative direct-source example without a named positive surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-86D3772088F93366	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-86D5D98D24A158F1	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-86E5CAE08FEA4817	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-870D0B7A71C1DB8F	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-87556A12E584C1C6	needs_named_source_extraction	atlas_profile_or_section_wrapper	Atlas country profile/section text points toward procurement or register review but does not expose a named reviewable source surface in the row.	No direct-source claim until a named local source surface is extracted from the profile context.	Extract the named official/regulator/vendor/register source and re-queue that surface only.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-87EA0102098551B1	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-87EBA1DDD83F6418	merge_existing_surface	already_modeled_algorithm_register_row	Local row is an official Dutch Algorithm Register bulk record from an already-modeled registry surface; dedupe rather than promote as a new direct source.	May cite only registry-row/source-surface existence after deduplication; no deployment, compliance, safety, prevalence, or legal conclusion.	Link to existing Dutch Algorithm Register surface model and suppress duplicate direct-source queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
