queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-03513	LIMEN-SIGNAL-D52E4B0473AD601D	parent_source_wrapper		Croatia jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:191	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03514	LIMEN-SIGNAL-D55F2ECCB91018C7	parent_source_wrapper		Morocco jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:233	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03515	LIMEN-SIGNAL-D57FF9ADCBD54A91	country_gap_no_parent_source		Turkmenistan regulatory sandbox indicator/profile gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:24062; gap_flags:24042	Indicator/profile row has no matching I03 top_source URL; gap metadata says no parent source.	source-pack/index metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Do not source-review until a named parent source URL is added locally.
BPSE-03516	LIMEN-SIGNAL-D59E6C4AC1489667	parent_source_wrapper		Nigeria jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:237	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03517	LIMEN-SIGNAL-D5A2D6C9D96C4ABE	parent_source_wrapper		Jamaica jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:210	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03518	LIMEN-SIGNAL-D5AEF0E61E950AAD	parent_source_wrapper		Eswatini jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:224	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03519	LIMEN-SIGNAL-D5F2508AD8175E9F	country_gap_no_parent_source		Lebanon algorithm register indicator/profile gap	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21481; gap_flags:21445	Indicator/profile row has no matching I05 top_source URL; gap metadata says no parent source.	source-pack/index metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Do not source-review until a named parent source URL is added locally.
BPSE-03520	LIMEN-SIGNAL-D6E3B5440AA4AF95	parent_source_wrapper		Aland Islands jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:186	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03521	LIMEN-SIGNAL-D6F5C797B1C48D97	parent_source_wrapper		Guernsey jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:216	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
BPSE-03522	LIMEN-SIGNAL-D76B8ED042F17B84	parent_source_wrapper		Vatican City jurisdiction/query source pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:190	Queue row lists multiple query targets/source types but no concrete parent URL.	source-pack metadata only; no source existence, incident truth, legality, safety, deployment, prevalence, ranking, or compliance claim	Human/selective resolver should choose a named official or institutional source surface.
