row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-00989	LIMEN-SIGNAL-2F9F609B48000D43	url_extracted	https://fsaseychelles.sc/regulated-entities/regulatory-sandbox	Financial Services Authority Seychelles - Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv:302	Local source-refresh row gives explicit official FSA sandbox URL; guidelines listing URL also appears at line 303.	surface existence only	If needed, capture the separate FSA guidelines deep-link from the guidelines page.
SRPH-00990	LIMEN-SIGNAL-308A11110FA9E957	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/apply	FCA - Apply to the Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7 and :1194	Cached FCA page has canonical origin and explicit relative apply href/title.	source-surface existence only; no legality/compliance/prevalence inference	Promote URL to source ledger with cache-line provenance.
SRPH-00991	LIMEN-SIGNAL-31653D811506291E	url_extracted	https://www.rbf.gov.fj/fintech-regulatory-sandbox-guideline/	Reserve Bank of Fiji - FinTech Regulatory Sandbox Guideline	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv:117	Local source-refresh row gives explicit official RBF guideline URL; launch notice is at line 118.	source-surface existence only; no legality/compliance/prevalence inference	If needed, add launch notice as a companion source URL.
SRPH-00992	LIMEN-SIGNAL-31DBDA764CE12180	url_extracted	https://www.rbv.gov.vu/images/Payment%20Systems/Legislation%20and%20Guidelines/National%20Regulatory%20Sandbox%20Guideline.pdf	Reserve Bank of Vanuatu - National Regulatory Sandbox Guideline	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:264	Local source-refresh row gives explicit RBV guideline PDF URL.	source-surface existence only; no legality/compliance/prevalence inference	Add parent RBV legislation/guidelines page as companion if needed.
SRPH-00993	LIMEN-SIGNAL-32269C13F1D7CFCF	url_extracted	https://aesia.digital.gob.es/es/guias	AESIA guides from Spanish AI regulatory sandbox pilot	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:56	Local source-refresh row names AESIA guides page as the source for the extracted guide text.	source-surface existence only; no legality/compliance/prevalence inference	Link the local text extraction back to the AESIA guides landing page.
SRPH-00994	LIMEN-SIGNAL-39ADF86ECEFBA140	url_extracted	https://www.bnr.rw/financial-stability/fintech/regulatory-sandbox/	National Bank of Rwanda - Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv:277	Local source-refresh row gives explicit BNR sandbox page URL; regulation PDF is at line 278.	source surface exists locally as named; no substantive legality/compliance/safety/prevalence claim	If needed, add BNR Regulation No 41/2022 PDF as companion source.
SRPH-00995	LIMEN-SIGNAL-432FD0CCD6B3761F	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	FCA - Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7 and :1205	Cached FCA HTML has explicit canonical URL and local line names the sandbox section.	surface existence only	Promote canonical FCA sandbox URL with cache-line provenance.
SRPH-00996	LIMEN-SIGNAL-49626C990D110503	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/eligibility-criteria	FCA - Regulatory Sandbox eligibility criteria	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7 and :1216	Cached FCA page has canonical origin and explicit relative eligibility href/title.	Surface existence only; no truth/compliance/prevalence inference.	Promote eligibility URL to source ledger with cache-line provenance.
SRPH-00997	LIMEN-SIGNAL-4A6F6BD732BD7BB1	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	FCA - Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7 and :1129	Cached FCA HTML has explicit canonical URL and local line contains the sandbox description.	Surface existence only; no truth/compliance/prevalence inference.	Promote canonical FCA sandbox URL with cache-line provenance.
SRPH-00998	LIMEN-SIGNAL-4A8ADFD711710A31	url_extracted	https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng	EUR-Lex - Regulation (EU) 2024/1689	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html:1847 and :8290	Local EUR-Lex snapshot has explicit canonical URL and the cited watermark-context line.	existence of an official legal-text surface only	Use canonical EUR-Lex URL; do not infer legal applicability beyond source surface.
SRPH-00999	LIMEN-SIGNAL-4CF118868089B97D	url_extracted	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Supreme Court of the Republic of Palau - Policy on the Use of Artificial Intelligence in the Courts	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SOURCE_REFRESH.csv:217	Local source-refresh row gives explicit court AI policy PDF URL; Public Auditor companion appears at line 216.	surface existence/context only; do not infer legality, prevalence, or deployment truth	If needed, add the Palau Public Auditor URL as companion accountability context.
SRPH-01000	LIMEN-SIGNAL-50BF129170477296	url_extracted	https://www.sandbox.go.kr/	Government of the Republic of Korea - Regulatory Sandbox Korea	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:231	Local source-refresh row gives explicit sandbox.go.kr URL; ICT sandbox companion is at line 232.	surface existence only	Add ICT Regulatory Sandbox companion URL if a second source field is created.
