queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BTR-00097	LIMEN-SIGNAL-43E7E1D7749AFD82	translation_sensitive_source_log	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/corpus/v0.2-working/records/turkish-hebrew-language-history.jsonl	2	Turkish/Hebrew official-source log requires translation-aware review.	Translation-sensitive surface only; no legal or policy conclusion from machine translation.	Route to translation-aware source review.
BTR-00098	LIMEN-SIGNAL-43FF33C05AE5F9D0	translation_sensitive_failure_log	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/runtime/lanes/arabic-language-failed-latest.jsonl	6	Arabic official-source failure log still needs translation-aware handling.	Translation-sensitive surface only; no legal or policy conclusion from machine translation.	Route to translation-aware source review.
BTR-00099	LIMEN-SIGNAL-443DA798D860B8BC	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json	4038	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review with no substantive legal/policy inference
BTR-00100	LIMEN-SIGNAL-44D8B1A3727A8951	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.3-preprint-20260605T050732Z/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review with no substantive legal/policy inference
BTR-00101	LIMEN-SIGNAL-4561660C24DD5920	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	4038	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review with no substantive legal/policy inference
BTR-00102	LIMEN-SIGNAL-45D882CFBD232F20	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	196	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware source review with no substantive legal/policy inference
BTR-00103	LIMEN-SIGNAL-46AC88AAB321225D	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv	270	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware source review with no substantive legal/policy inference
BTR-00104	LIMEN-SIGNAL-46E70DB951506CC4	translation_sensitive_surface	P1_official_or_regulator_review	identity-provenance	synthetic media	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	244	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: CAC deep-synthesis provisions surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	route to translation-aware source review with no substantive legal/policy inference
BTR-00105	LIMEN-SIGNAL-47CD24F106397A65	translation_sensitive_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	4055	Plausible direct source surface is named, but the local evidence is non-English or translation-sensitive: named source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review with no substantive legal/policy inference
BTR-00106	LIMEN-SIGNAL-49E3CFE95C09911C	official_strategy_pdf	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv	55	Czech ministry strategy PDF plausibly names a direct sandbox-related surface but is translation-sensitive.	existence of a translation-sensitive official source surface only	route to translation-aware source review
