signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-B12FBF5843905769	reject_noise	derived_summary	Bridge interpretation text is a derived summary, not a direct source surface.	derived or internal artifact only; not a direct-source surface candidate	drop from the direct-source queue	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-057/table-2-bridge.json
LIMEN-SIGNAL-B133D9C3F49A7E04	merge_existing_surface	existing_register_entry	EU atlas row points to a Helsinki AI Register entry already modeled locally.	surface already modeled locally; dedupe only, do not promote as a new surface	merge into existing modeled surface and suppress duplicate promotion	/srv/tyche/gaia/tyche-research-vault/submissions/eu-agent-atlas-release-2026-06-01/02-zenodo-artifact/artifact/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv
LIMEN-SIGNAL-B1354C107E440A68	merge_existing_surface	existing_register_surface	Helsinki AI Register navigation snapshot duplicates an already modeled local register surface.	surface already modeled locally; dedupe only, do not promote as a new surface	merge into existing modeled surface and suppress duplicate promotion	/srv/tyche/gaia/tyche-research-vault/submissions/eu-agent-atlas-release-2026-06-01/02-zenodo-artifact/artifact/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-1a7f2679ef4e5517.bin
LIMEN-SIGNAL-B135A935A579C4E2	reject_noise	scholarly_index	Crossref literature screening row is scholarly indexing, not a direct source surface.	derived or internal artifact only; not a direct-source surface candidate	drop from the direct-source queue	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/systematic-literature-screening-20260608.csv
LIMEN-SIGNAL-B13F8643986F5B2D	needs_named_source_extraction	named_source_family	Draft text names a Retraction Watch CSV family but not a reviewable extracted source surface.	underlying direct source is not yet extracted or named enough for bounded surface review	extract the named direct source surface from local metadata or adjacent local files	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/nekropolis/paper/draft.md.bundle/sources/paper-draft-before-successor-candidate-update-20260519T170658Z.md
LIMEN-SIGNAL-B1422B82413B8A1E	negative_evidence_candidate	gap_note	Local gap flags record absence of a public algorithm register rather than a promotable surface.	negative or gap evidence only; do not infer broader absence beyond the local record	keep as bounded negative/gap evidence and route away from direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-h4-jurisdiction-family-split-v0.1.json
LIMEN-SIGNAL-B142428100F3F353	needs_named_source_extraction	source_family_ledger	Source-family ledger names AVID as a family, but the concrete reviewable surface is not extracted here.	underlying direct source is not yet extracted or named enough for bounded surface review	extract the named direct source surface from local metadata or adjacent local files	/srv/tyche/projects/limen-ai-edge-case-atlas/sources/source-family-ledger.tsv
LIMEN-SIGNAL-B14386E7530E9935	translation_review_needed	translation_sensitive_surface	Named Iranian official AI policy source is Persian-language and timed out locally, so translation-aware review is needed.	source-surface existence only until translation-sensitive local evidence is reviewed	route to translation-aware source review using only local evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl
LIMEN-SIGNAL-B1477F46037CD0D0	merge_existing_surface	existing_register_entry	Atlas record for Kanta Apulainen points back to an already modeled Helsinki AI Register surface.	surface already modeled locally; dedupe only, do not promote as a new surface	merge into existing modeled surface and suppress duplicate promotion	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/records.jsonl
LIMEN-SIGNAL-B14B4CAE29B4F30D	needs_named_source_extraction	source_family_ledger	Public-source family ledger names research-integrity source families but no extracted reviewable source surface.	underlying direct source is not yet extracted or named enough for bounded surface review	extract the named direct source surface from local metadata or adjacent local files	/srv/tyche/projects/limen-ai-edge-case-atlas/sources/public-source-families-v0.1.tsv
LIMEN-SIGNAL-B14D2A01818E1F55	negative_evidence_candidate	boundary_warning	Summary note is a negative boundary against false algorithm-register matches, not a direct source surface.	negative or gap evidence only; do not infer broader absence beyond the local record	keep as bounded negative/gap evidence and route away from direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SUMMARY.md
