signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-43DE07C0922426FC	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-43E25E23539D66D3	negative_evidence_candidate	negative_search_or_gap_row	Local row is a bounded negative/gap finding, not a direct source surface.	bounded absence/gap evidence only; not proof none exists	retain as negative-evidence support, not as direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-43E460128EC6CBDC	negative_evidence_candidate	negative_search_or_gap_row	Local row is a bounded negative/gap finding, not a direct source surface.	bounded absence/gap evidence only; not proof none exists	retain as negative-evidence support, not as direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-43E7890375D8A5B4	negative_evidence_candidate	negative_search_or_gap_row	Local row is a bounded negative/gap finding, not a direct source surface.	bounded absence/gap evidence only; not proof none exists	retain as negative-evidence support, not as direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
LIMEN-SIGNAL-43F130BA013BE627	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json
LIMEN-SIGNAL-43F27B92907C4CF8	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-route-tune-20260605T043422Z
LIMEN-SIGNAL-44011B8BA83EF773	needs_named_source_extraction	source_pack_or_proxy	Local metadata points toward a source family but does not yet expose a named reviewable direct surface.	may indicate a source family only; no direct-surface claim yet	extract the named official/vendor/register source before promotion	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/systematic-literature-screening-20260608.csv
LIMEN-SIGNAL-4402C2B3CE95B429	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/multilingual/multilingual-law-to-evidence-v0.2.jsonl
LIMEN-SIGNAL-4405D5F2608896E8	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/russian-language-history.jsonl
LIMEN-SIGNAL-44084CC20D7E6C9D	negative_evidence_candidate	negative_search_or_gap_row	Local row is a bounded negative/gap finding, not a direct source surface.	bounded absence/gap evidence only; not proof none exists	retain as negative-evidence support, not as direct-source promotion	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-4416483E90EBBD99	reject_noise	derived_internal_artifact	Derived/internal/manuscript/config artifact, not a direct source surface.	artifact classification only; no source-surface claim	drop from direct-source queue	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle188-active-lanes-32-foreign-language-public-service-hardening/records.jsonl
