signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-E40BA734A2128E23	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	86	sha256:edeb35427ce414961799a1420b96a71966a3b82900894c6447a8ddc59234d54b	"2,GA,Gabon,I03,,1,L,0,L,,true,,""BEAC, government, presidency, ARCEP, and ARMP public searches did not identify a Gabon-applicable regulatory sandbox. Candidate downgrade is conservative because frozen score appears to rest on indirect regulator/innovation infe"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E42314637E7D2A8F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	217	sha256:1c298e5c949fd57e4a3130543a1783fac15400a29bb5b342507065ba0a0c0f05	"GS,South Georgia,31.7,27.4,D thin visibility,0.55,40.0,13.3,33.3,46.7,33.3,17,14,2,0,high,10,10,Medium: warning present,""I01: No public official AI law or AI Act implementation source was found on `gov.gs` or `laws.gov.gs` searches for `artificial intelligence"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E42F4CB935C565FD	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	890	sha256:e394e5a3dba16667c3d75dc2c144b1a2326d0c6a7ec1e479f45398e82984aa0d	"7,AI,Anguilla,I05,,0,L,0,M,,yes,,""Government statistics page and document-library title/link checks found no public algorithm register, automated-decision register, AI-system register, or equivalent transparency register."",,,,,,,,ai-source-hardening,confidence"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E4341BB2EED341B7	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	31	sha256:27cf651a3d51ade7129c28b38a72d4258caf806b19c325f5fd1820af39617c1e	ALL-NL-ALG-REG-0030,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-75699983,Telecom providers,https://algoritmes.overheid.nl/en/algoritme/75699983,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E43B220763726A07	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	618	sha256:dccfc66ec8e42e7db97fe794a69d6268163d98cece4710e4a5d40f24fa6347be	"7,IO,British Indian Ocean Territory,I05,,0,L,0,M,,TRUE,,""No BIOT algorithm register, ATRS record, or public automated-decision transparency register found in official BIOT/GOV.UK checks."",,,,,,,,io-source-hardening,confidence_only"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E43F9895253142C3	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv	619	sha256:8abc7727e77aba81287533746e46a5c6b398478a6e5ed6f6dfdae44cad4e9f2e	QA,Qatar,I05,Search for public algorithm register / AI transparency register,Multiple official portals checked,https://www.data.gov.qa/pages/homepage/,2026-05-30,negative/absence check,No public algorithm register identified in first pass; open-data portal che	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E44958BFCC1D27F6	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	583	sha256:5a240a99ae3d62269018df2747224a2fb40c7fb63ebd65ab208ab63f44bb5b8e	"LC,Saint Lucia,I02,Data Protection Act,""Attorney General Chambers, Government of Saint Lucia"",https://attorneygeneralchambers.com/laws-of-saint-lucia/data-protection-act,2026-05-30,statute/revised law,regulator capacity evidence,M,""Law table of contents includ"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E4580A687D3BDAF7	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.preview.csv	4	sha256:26a7c31c9909e4007574d6d1f99fdb697bae5bd0f33f0a4c5ef7fc5f14e72a05	NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask,2026-06-05,Datamask,Municipality of Hof van Twente,yes,ye	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E45AEB145A41B95B	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/bin/hermes_multilingual_exploitation.py.bak-readiness-cap-20260604T050159Z	279	sha256:9ece8f760513a7fffdf26a683bb18557229e6d5978a74e4ad5237b7ccd9d3c49	'transparency_register': bool(re.search(r'algorithm register|transparency|public register|algoritmeregister|kratid|maigov', joined, re.I)),	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-E474AA788A6E8F74	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/paper/venue/evidence-supply-chain-jipitec-preprint.md	354	sha256:f098a257d79a4b21860dd3e87c7f76da7df70a99bc9c83c8b4b77035e88f3828	The Estonia case is treated as a stress test rather than a celebration. Its value is that a mature digital state makes both the strengths and the missing AI-agent governance objects visible. Estonia can show identity, trust services, X-Road, RIHA, open data, c	needs direct source, source-pack resolution, or translation-aware review before example promotion
