row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01085	LIMEN-SIGNAL-4CF118868089B97D	needs_named_url_extraction	P3	court_or_tribunal	named_direct_source_surface	legal-research	court AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	555	"6,PW,Palau,I10,,1,M,1,M,,TRUE,,""Court AI policy and Public Auditor support limited accountability evidence, but no horizontal AI logs/attestations/provenance/post-market/corrective/revocation lifecycle source was found."",,,,pw-source-harden"	row names a concrete official or institutional source surface	surface existence/context only; do not infer legality, prevalence, or deployment truth	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01086	LIMEN-SIGNAL-50BF129170477296	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_CANDIDATE_MATRIX_DELTA.csv	94	"kr-source-hardening,KR,South Korea,I03,2,H,2,H,none,""No score change. sandbox.go.kr and ICT Regulatory Sandbox remain strong operational sandbox evidence; lane did not extract AI-specific case-level evidence, so no upgrade."",true"	Names sandbox.go.kr and ICT Regulatory Sandbox official surfaces.	surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01087	LIMEN-SIGNAL-53F3C59FDAC8A72D	needs_named_url_extraction	P3	regulator_or_public_authority	concrete_official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	588	"5,FJ,Fiji,I03,,1,L,2,M,,TRUE,,""Reserve Bank of Fiji has official FinTech Regulatory Sandbox guideline and launch notice with risk-management, consumer-protection, redress, and test-parameter principles; this supports sectoral sandbox maturi"	Names concrete official Fiji sandbox guideline/launch surfaces for bounded review.	source surface existence/posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01088	LIMEN-SIGNAL-55F559F1C96E83E1	needs_named_url_extraction	P3	regulator_or_public_authority	named_atlas_source	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	20034	"title: ""Regulatory Sandbox - Portal OJK"","	Atlas row names a concrete source surface in local metadata.	Source-surface existence only; no incident, prevalence, legality, compliance, safety, deployment, or ranking claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01089	LIMEN-SIGNAL-5852C31F99721E33	needs_named_url_extraction	P3	regulator_or_public_authority	named official regulator source surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	38174	"title: ""CBS approves regulatory sandbox testing of PacWallex and TickTap Card"","	Local atlas source entry exposes a concrete title with nearby publisher and URL metadata for an official regulator surface.	Bounded source-surface existence/posture only; no incident, legality, compliance, safety, prevalence, or ranking claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01090	LIMEN-SIGNAL-5A607BBC9D9E4C2B	needs_named_url_extraction	P3	regulator_or_public_authority	direct_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	775	"8,DO,Dominican Republic,I03,,2,M,2,H,,TRUE,,""INDOTEL has an official sectoral regulatory sandbox under Resolution 004-2023 and ENIA plans an AI sandbox committee. Score stays at 2 because the verified operational sandbox is telecom/digital-"	Local metadata names a concrete official regulatory sandbox surface for bounded review.	Local metadata supports source-surface existence review only.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01091	LIMEN-SIGNAL-5BF1D33DDCF97D42	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_CANDIDATE_MATRIX_DELTA.csv	144	"UG,I03,1,L,2,M,""Bank of Uganda publishes a detailed National Payment Systems Regulatory Sandbox Framework with application, evaluation, testing, reporting, safeguards and exit stages; scope is fintech/payment systems rather than AI-wide san"	Local metadata names a concrete official or regulatory source surface suitable for bounded review.	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01092	LIMEN-SIGNAL-5C00C324C366CBC5	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv	46	by-source-hardening,BY,Belarus,I05,0,L,0,M,confidence_only,GIAS/public-services portals are not public algorithm registers; no official public algorithm/AI-system register identified.,true	Local metadata names a concrete official, regulatory, institutional, or register source surface.	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01093	LIMEN-SIGNAL-5C7098AA4D684254	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_COUNTRY_SCORE_DELTA.csv	66	"PA,I05,1,M,0,M,""Official open-data searches for algoritmo and inteligencia artificial returned no relevant datasets; ANTAI/open-data evidence supports general transparency only, not a public algorithm register. Candidate downgrade should be"	Local metadata names a concrete official, regulatory, institutional, or register source surface.	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01094	LIMEN-SIGNAL-60C666833ACCFCF9	needs_named_url_extraction	P3	regulator_or_public_authority	official_legal_text_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/5b/5b466e7c1fd878897f7d0ec9.html	9393	"<p class=""oj-normal"">4. Manufacturers of products with digital elements as referred to in paragraph 1 of this Article may participate in the AI regulatory sandboxes referred to in Article 57 of Regulation (EU) 2024/1689.</p>"	local HTML names a concrete EUR-Lex legal text with AI regulatory sandbox language	surface existence only; not an operational sandbox claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
