row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00050	LIMEN-SIGNAL-18D5B5C8A5CE02CF	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_5_SUMMARY.md	155	- YE (Yemen): I10 evidence lifecycle remains zero, but negative evidence is better explained: MTIT privacy/cyber pages contain generic audit/monitoring/encryption language, not AI lifecycle governance.; No public official AI law, AI implementation measure, AI	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00053	LIMEN-SIGNAL-19CF86E50C081CD9	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_CANDIDATE_MATRIX_DELTA.csv	26	"LS,Lesotho,I05,0,L,0,M,0.0,L->M,confidence_only,true,""Targeted checks of gov.ls and the AI policy found algorithmic-bias/audit language but no public algorithm register, AI system inventory, or comparable transparency register. Negative evidence should remain"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00056	LIMEN-SIGNAL-1B55DB61792D5140	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	AI register	language_not_resolved	other_tyche_project		/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-021/city-case-language-rights-caution-v0.1.md	64	- an explicit Helsinki or City-of-Helsinki terms/licence page governing AI Register text/data reuse;	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00070	LIMEN-SIGNAL-249D33D92B71E625	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	AI procurement	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_COUNTRY_SCORE_DELTA.csv	79	"ET,I08,2,M,2,M,""FPPA and eGP public portals support procurement governance, supplier lists, debarment, directives and reports; no AI procurement-specific controls verified."",FALSE,et-source-hardening"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00076	LIMEN-SIGNAL-266333E6C7F8757B	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas	https://www.ethiopia.gov.et/	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_5_SOURCE_PACK.csv	143	ET,Ethiopia,I05,Ethiopia government portal,Ethiopia government portal,https://www.ethiopia.gov.et/,2026-05-30,official_government_portal,negative check / gap evidence,L,Government and open-data portals were treated as transparency anchors; no public algorithm	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00077	LIMEN-SIGNAL-2701D8E4D0F839C0	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	AI procurement	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/pallas-hardening-sprint-9/sv-source-hardening.md	28	> First-pass public evidence shows operational digital-government, electronic-signature, transparency/open-data, standards-body and procurement infrastructure, plus cybersecurity strategy language. AI-specific legal implementation, a named AI regulator, AI san	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00083	LIMEN-SIGNAL-2ADC7AAB2D1224EF	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/pallas-gaia-bridge/paper-claim-signals.md	31	| PG-047 | RAISA / Pre-Cita MINSA healthcare appointment assistant | PA — Panama | health | C fragmented governance route | HIGH_IMPACT_VERTICAL; PUBLIC_REGISTER_WEAK; AUDIT_PROVENANCE_WEAK; EU_AI_ACT_ROUTE_REVIEW; TRANSLATION_REVIEW; GAIA_HUMAN_REVIEW_BOUNDAR	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00091	LIMEN-SIGNAL-30215B02436F635C	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	korean	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-018/rare-language-exemplar-packet-contract-v0.1.csv	4	P1,PG-002,KR,South Korea,Hyodol AI Care Robot for Elderly Living Alone,ko,en; ko,Hangul,health,C fragmented governance route,register; audit,pallas-gaia-bridge-kr-2026-06-06,hangul_register_audit_seed,exemplar packet contract row; methods/results routing note;	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00103	LIMEN-SIGNAL-34EBB8F779005C6C	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	AI procurement	french	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	7	"FR,France,76.7,73.2,A visible governability,0.85,66.7,66.7,100.0,80.0,83.3,35,29,1,0,medium,6,10,Medium: gap interpretation,""human review required for I01, I02, I03, I05, I08, I10"",I02_final_AI_Act_authority_designation_not_confirmed;I03_formal_AI_Act_sandbox_"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00112	LIMEN-SIGNAL-39FD02CD53712CEE	foreign_language_official_or_public_surface	P1_official_or_regulator_review	public-sector	algorithm register	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_COUNTRY_SCORE_DELTA.csv	36	"FR,I05,2,M,2,H,""No score change, confidence hardened. Official statutory/circular and data.gouv governance datasets support algorithm-transparency infrastructure; no single official comprehensive algorithm register was confirmed, so retain conservative score."""	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
