source_cluster_key	packet_rows	signal_ids	source_lanes	source_host	source_url_or_locator	source_name	queries	representative_title_or_snippet	public_disposition	completion_status	destination	rationale	required_before_reviewed_core	required_before_obscure_ai	boundary
https://knowledge4policy.ec.europa.eu/sites/default/files/cyprus_ai_strategy.pdf	2	LIMEN-SIGNAL-8E75BA93A1BBCBDF; LIMEN-SIGNAL-AC005735B19FC013	hardening_translation_source_review	knowledge4policy.ec.europa.eu	https://knowledge4policy.ec.europa.eu/sites/default/files/cyprus_ai_strategy.pdf	Cyprus National Artificial Intelligence Strategy		CY,Cyprus,I08,National Artificial Intelligence Strategy: public-contract software/API data provision language,Department of Electronic Communications / Republic of Cyprus via European Commission Knowledge4Policy,https://knowledge4policy.ec.europa.eu/sites/defa	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	10	LIMEN-SIGNAL-5C96B7D486E5FAEA; LIMEN-SIGNAL-D7F78BDC24C3FC32; LIMEN-SIGNAL-131E79F1B3CC666F; LIMEN-SIGNAL-343AEAFF9F4D3416; LIMEN-SIGNAL-77686F26A174F0A5; LIMEN-SIGNAL-1E81038421116C61; LIMEN-SIGNAL-3F95E79219FF759B; LIMEN-SIGNAL-58BEBD0130DB04EE; LIMEN-SIGNAL-841385562BC5BD98; LIMEN-SIGNAL-AB3F6B3799D81F25	bulk_named_source_autoresolve; bulk_parent_source_extraction; bulk_translation_parent_source_extraction; bulk_translation_source_review	malaysia.gov.my	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	malaysia.gov.my	AI evidence	Record suggests an official source exists, but the local row does not expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://manus.im/blog/deep-dive-gmail-gcal-connector	6	LIMEN-SIGNAL-0784F09E6B0F6538; LIMEN-SIGNAL-15C691EC427E7C89; LIMEN-SIGNAL-2B6706A1121A3BB7; LIMEN-SIGNAL-6EF7EF05EFD2915D; LIMEN-SIGNAL-B25C04D09923A006; LIMEN-SIGNAL-FD0DEF619DB77733	bulk_named_source_autoresolve	manus.im	https://manus.im/blog/deep-dive-gmail-gcal-connector	manus.im	regulatory sandbox; prompt injection	Source-documents metadata names OECD but does not expose a bounded reviewable source surface here.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mas.gov.sg/development/fintech/regulatory-sandbox	4	LIMEN-SIGNAL-D14F7846B97B4B62; LIMEN-SIGNAL-03816CA02A53C6DE; LIMEN-SIGNAL-67C1B13A17AA42ED; LIMEN-SIGNAL-ACFD25B08198860D	bulk_named_source_autoresolve; hardening_translation_source_review	mas.gov.sg	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	mas.gov.sg	regulatory sandbox	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mcid.gov.ro/wp-content/uploads/2024/02/Strategie-Inteligenta-Artificiala-22012024_clean_final.pdf	2	LIMEN-SIGNAL-06B39C000F19922B; LIMEN-SIGNAL-6A0016E9B15CA74F	bulk_translation_parent_source_extraction; bulk_translation_source_review	mcid.gov.ro	https://www.mcid.gov.ro/wp-content/uploads/2024/02/Strategie-Inteligenta-Artificiala-22012024_clean_final.pdf	Ministry of Research, Innovation and Digitalization (MCID)	AI procurement	Official source-pack row explicitly names Romania AI strategy PDF; planned measures only.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	1	LIMEN-SIGNAL-AC29F538F9DBABAB	bulk_translation_source_review	mehrnews.com	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی - Mehr News	AI evidence	Persian state-media report was locally captured and names national AI document/organization topics, but it is media context, not the official instrument.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://minciencia.gob.cl/areas/inteligencia-artificial/politica-nacional-de-inteligencia-artificial	1	LIMEN-SIGNAL-DBEC64673FE2B9DF	bulk_parent_source_extraction	minciencia.gob.cl	https://www.minciencia.gob.cl/areas/inteligencia-artificial/politica-nacional-de-inteligencia-artificial/	Política Nacional de Inteligencia Artificial	public sector AI	Digest object explicitly includes the Chile Ministry AI policy URL.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mint.gov.et	1	LIMEN-SIGNAL-B82CDFB888CF3AEF	hardening_translation_source_review	mint.gov.et	https://mint.gov.et/	Ministry of Innovation and Technology Ethiopia		ET,Ethiopia,I05,Ministry of Innovation and Technology,Ministry of Innovation and Technology,https://mint.gov.et/,2026-05-30,official_digital_ministry,negative check / gap evidence,L,Government and open-data portals were treated as transparency anchors; no publ	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mirri.gov.sk/aktuality/splnomocnenec-vlady-pre-ai/slovensko-buduje-ai-republiku-regulacia-vizia-a-konkretne-kroky	1	LIMEN-SIGNAL-A3CB5A83E7DAC971	bulk_translation_source_review	mirri.gov.sk	https://mirri.gov.sk/aktuality/splnomocnenec-vlady-pre-ai/slovensko-buduje-ai-republiku-regulacia-vizia-a-konkretne-kroky/	MIRRI SR: Slovensko buduje AI republiku	AI procurement	Slovak ministry press-release surface explicitly supports gap/context metadata, while local note says it is not guidance.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth	4	LIMEN-SIGNAL-F008C1FA220D01C5; LIMEN-SIGNAL-E5AEDA48BC01653C; LIMEN-SIGNAL-0D0C2C977448B2E7; LIMEN-SIGNAL-E8A8C916AA672CFD	bulk_named_source_autoresolve; bulk_parent_source_extraction; bulk_translation_parent_source_extraction	moc.gov.gh	https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/	moc.gov.gh	AI evidence	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://mocti.gov.sl/sierra-leone-data-strategy-february-2023	1	LIMEN-SIGNAL-ADC693812F753914	hardening_translation_source_review	mocti.gov.sl	https://mocti.gov.sl/sierra-leone-data-strategy-february-2023/	Sierra Leone Data Strategy - February 2023		SL,Sierra Leone,I09,Sierra Leone Data Strategy - February 2023,Ministry of Communication Technology and Innovation,https://mocti.gov.sl/sierra-leone-data-strategy-february-2023/,2026-05-31,official_government_data_strategy,supporting_evidence,M,Official MoCTI	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://modee.gov.jo/ebv4.0/root_storage/en/eb_homepage/40435648.pdf	2	LIMEN-SIGNAL-1E5D4677A0ECBA5B; LIMEN-SIGNAL-D9E9BECFEDDF7651	bulk_parent_source_extraction; hardening_translation_source_review	modee.gov.jo	https://www.modee.gov.jo/ebv4.0/root_storage/en/eb_homepage/40435648.pdf	Jordan Artificial Intelligence Strategy	AI evidence	Seed JSON contains Jordan AI strategy title and URL.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	9	LIMEN-SIGNAL-1B72B908BA933F18; LIMEN-SIGNAL-6133C90E483B9D05; LIMEN-SIGNAL-EF9BE9CAD8D5FEB2; LIMEN-SIGNAL-A2108CE960762FBF; LIMEN-SIGNAL-BF84927617AB85C0; LIMEN-SIGNAL-A7678E7A7B4FFF40; LIMEN-SIGNAL-C641E08703F3E60D	bulk_named_source_autoresolve; bulk_parent_source_extraction; bulk_translation_parent_source_extraction; bulk_translation_source_review; hardening_translation_source_review	moitt.gov.pk	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	moitt.gov.pk	AI evidence	Row is a wrapper, bridge, digest, or history artifact that points toward a source but does not yet expose a stable named reviewable surface.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://moitt.gov.pk/SiteImage/Misc/files/National%20AI%20Policy.pdf	8	LIMEN-SIGNAL-E7403A44C564118D; LIMEN-SIGNAL-65291C2A1198F12F; LIMEN-SIGNAL-9838146402E21D51; LIMEN-SIGNAL-E804FB26BBC30768; LIMEN-SIGNAL-43DA64CA6D6ED850; LIMEN-SIGNAL-BC294441C4458369; LIMEN-SIGNAL-D365F8EF5D3F81DC	bulk_parent_source_extraction; bulk_translation_parent_source_extraction; bulk_translation_source_review; hardening_translation_source_review	moitt.gov.pk	https://moitt.gov.pk/SiteImage/Misc/files/National%20AI%20Policy.pdf	Pakistan National Artificial Intelligence Policy PDF	AI evidence	Local seed records explicitly name the official PDF URL and title.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://naih.hu/europai-adatvedelmi-testulet-edpb/edpb-iranymutatasai/file/429-iranymutatas-az-automatizalt-donteshozatallal-es-a-profilalkotassal-kapcsolatbana-2016-679-rendelet-alkalmazasahoz-wp251	2	LIMEN-SIGNAL-CE8C5EA95F27E2EA; LIMEN-SIGNAL-304497A8E8CC486B	bulk_translation_parent_source_extraction; bulk_translation_source_review	naih.hu	https://www.naih.hu/europai-adatvedelmi-testulet-edpb/edpb-iranymutatasai/file/429-iranymutatas-az-automatizalt-donteshozatallal-es-a-profilalkotassal-kapcsolatbana-2016-679-rendelet-alkalmazasahoz-wp251	Guidance on automated decision-making and profiling under Regulation 2016/679 (WP251)	automated decision	Concrete NAIH-hosted guidance URL is explicit in local source-pack row; notes say EU data-protection guidance, not a Hungarian register.	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
https://nbe.gov.et	1	LIMEN-SIGNAL-966E3B5D73577FD7	hardening_translation_source_review	nbe.gov.et	https://nbe.gov.et/; https://www.eca.et/	Ethiopia sandbox targeted search result		ET,Ethiopia,I03,Ethiopia sandbox targeted search result,National Bank of Ethiopia / Ethiopian Communications Authority,https://nbe.gov.et/; https://www.eca.et/,2026-05-31,negative_search,negative_evidence,M,Targeted public searches of NBE and ECA for regulator	noncase_policy_or_law_surface	closed_noncase_source_surface	source_family_accounting	Policy/legal-text surface; it supports context, not an incident/finding by itself.	A concrete source passage, event/entity and claim ceiling would be required.	Not ObscureAI material without a reviewed case-level claim.	Disposition accounting only; no reviewed-core promotion or ObscureAI addition occurred.
