row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-00950	LIMEN-SIGNAL-C9DBC943E0EC4DAA	url_extracted	https://boj.org.jm/wp-content/uploads/2024/10/Bank-of-Jamaica-FinTech-Regulatory-Sandbox-Guidelines-22-October-2024.pdf	Bank of Jamaica FinTech Regulatory Sandbox Guidelines	PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:9	Explicit URL in local source-refresh row for jm-source-hardening.	source-surface existence only; no legality, safety, prevalence, or compliance inference	Use extracted BOJ PDF/page as named source surface only.
SRPH-00951	LIMEN-SIGNAL-E159ED5B753C6E08	wrapper_needs_parent_source		EU/TED procurement anchor source-record bundle	article-a-table-1-source-readiness-v0.1.csv:2; sources/source-ledger-v0.1.csv:3; sources/sources.md:7	Input row is a readiness/table wrapper over src-001;src-002;src-003 with multiple parent source URLs.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Extract parent ledger records individually before assigning a single URL.
SRPH-00952	LIMEN-SIGNAL-F2828F493BDC6A9A	url_extracted	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R1689	Regulation (EU) 2024/1689 Artificial Intelligence Act	global-agent-atlas-source-documents-v0.1.csv:230; source HTML:15442	Explicit source URL is ledgered for the local EUR-Lex snapshot.	source-surface existence review only	Use EUR-Lex URL as source locator only.
SRPH-00953	LIMEN-SIGNAL-F485C53DA43D7BEC	url_extracted	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024R1689	Regulation (EU) 2024/1689 Artificial Intelligence Act	global-agent-atlas-source-documents-v0.1.csv:230; source HTML:14520	Same local EUR-Lex snapshot has explicit ledgered public URL.	source-surface existence review only	Use EUR-Lex URL as source locator only.
SRPH-00963	LIMEN-SIGNAL-03EBE57C2ACCE629	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/apply	Apply to the Regulatory Sandbox	source-cache-manifest.jsonl:30; dc55afd30b050ca679015bf6.html:1589	Manifest gives FCA page URL and source line gives explicit relative application href.	source-surface existence/relevance only	Carry absolute FCA application URL as named source surface only.
SRPH-00964	LIMEN-SIGNAL-043DDD82CBE80847	url_extracted	https://www.ca.go.ke/regulatory-sandbox	Communications Authority of Kenya regulatory sandbox	hermes-v02-expansion-seeds.json.bak-arabic-official-seeds-20260605T041340Z:4647-4650	Seed metadata explicitly includes the regulatory sandbox URL.	source-surface existence/relevance only	Use CA Kenya URL as named source surface only.
SRPH-00965	LIMEN-SIGNAL-04F831AB4EBC08AA	url_extracted	https://www.asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers/	ASIC Enhanced Regulatory Sandbox	PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv:100	Explicit ASIC ERS URL appears in local source-refresh row for cx-source-hardening.	source-surface existence/relevance only	Use ASIC URL as sectoral source surface only.
SRPH-00966	LIMEN-SIGNAL-092F8ABB80410FC9	url_extracted	https://www.fca.org.uk/publication/fca/fca-regulatory-sandbox-guide.pdf	Regulatory Sandbox Guide (PDF)	source-cache-manifest.jsonl:30; dc55afd30b050ca679015bf6.html:1644	Manifest gives FCA origin and source line gives explicit relative PDF href.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Carry absolute FCA PDF URL as named source surface only.
SRPH-00967	LIMEN-SIGNAL-0CF16AC3FE5E0D42	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Regulatory Sandbox | FCA	source-cache-manifest.jsonl:30; dc55afd30b050ca679015bf6.html:51	Cache manifest explicitly records the original FCA regulatory sandbox page URL for this local snapshot.	must resolve direct public source before promotion	Use FCA page URL as source locator; do not elevate video metadata.
SRPH-00968	LIMEN-SIGNAL-0F9A217E9CC3D2EA	url_extracted	https://www.rbv.gov.vu/images/Payment%20Systems/Legislation%20and%20Guidelines/National%20Regulatory%20Sandbox%20Guideline.pdf	National Regulatory Sandbox Guideline	PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:264	Explicit RBV PDF URL appears in local source-refresh row.	existence of named source surface only	Use RBV PDF URL as sectoral source surface only.
