signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-6CE1EEFBC4AE5B2E	negative_evidence_candidate	matrix_gap_row	Matrix row records bounded evidence gaps rather than a direct source surface.	absence/gap evidence only	retain as bounded negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-6CE37455BEF5FBE9	reject_noise	derived_internal_noise	Preprint prose is an internal manuscript artifact, not a direct source surface.	not a direct-source surface candidate	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/program/09-eu-official-radar-comparison/paper/venue/eu-official-radar-pallas-preprint.md
LIMEN-SIGNAL-6CE8A53FC7356A71	needs_named_source_extraction	wrapper_or_proxy	Indicator row signals a Netherlands algorithm-register surface but does not expose a named review target here.	underlying named source still unresolved	extract named source from local artifact	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/analysis/country-readiness/pallas-country-ai-readiness-indicators-v0.2.csv
LIMEN-SIGNAL-6CEF5F346507DA54	negative_evidence_candidate	official_search_negative	Country delta row records no public algorithm register found in checked official/public sources.	absence/search-negative evidence only	retain as bounded negative evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-6CFD92594D65B4E5	reject_noise	derived_internal_noise	Claim-support digest is a derived internal artifact, not a direct source surface.	not a direct-source surface candidate	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-cross-20260605T192817Z/claim-support-digest.json
LIMEN-SIGNAL-6D012B74BD33EA8F	source_reviewed_candidate	official_sectoral_sandbox_surface	Local metadata names the Bank of Sierra Leone sandbox page and gazetted sandbox materials as concrete official surfaces.	surface existence only	queue bounded source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
LIMEN-SIGNAL-6D0A7D7AC3F1D6BC	reject_noise	derived_internal_noise	Python script text is an internal artifact, not a direct source surface.	not a direct-source surface candidate	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/bin/hermes_remote_factory.py
LIMEN-SIGNAL-6D0DA1F73AFD8639	reject_noise	derived_internal_noise	Claim-support digest CSV is a derived internal artifact, not a direct source surface.	not a direct-source surface candidate	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193210Z/claim-support-digest.csv
LIMEN-SIGNAL-6D0E14DC52D414C0	merge_existing_surface	existing_registry_surface	EU atlas fact points back to the already-modeled Helsinki AI Register surface.	dedupe to canonical local registry surface only	merge into existing Helsinki AI Register surface	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/facts.jsonl
LIMEN-SIGNAL-6D0F2CC5A5CE565D	merge_existing_surface	existing_registry_surface	City of Helsinki AI Register landing page is already modeled locally as a canonical surface.	dedupe to canonical local registry surface only	merge into existing Helsinki AI Register surface	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SOURCE_REFRESH.csv
