row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00298	LIMEN-SIGNAL-A02EAE7EBA94F599	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-016/language-delta.json:10	GAIA gaia-boost-016 Arabic/Gulf language-delta	Derived GAIA continuity packet; route to GAIA owner, not LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	route upstream/deduplicate with GAIA Arabic/Gulf owner packet
TH-00302	LIMEN-SIGNAL-A15121A15AA3A4AE	translation_source_reviewed	en	https://aiweek.pakistan.gov.pk/about	Pakistan official Indus AI Week platform	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00303	LIMEN-SIGNAL-A1686DB651368619	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	GAIA Colombia Constitutional Court T-323/24 matrix row	Derived GAIA matrix row with human-review gate; deduplicate upstream.	translation-safe source review only; no legal or policy conclusion from machine translation	route to GAIA court-AI source review
TH-00305	LIMEN-SIGNAL-A1C1762042DE7495	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-064/country-language-overlay.json:10	GAIA gaia-boost-064 country-language-overlay	Derived GAIA overlay explicitly superseded for direct citation-anchor use.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with GAIA Arabic/Gulf overlay
TH-00306	LIMEN-SIGNAL-A2108CE960762FBF	translation_source_reviewed	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00312	LIMEN-SIGNAL-A57C9EC8F4FDD87B	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	GAIA foreign-language digest: Colombian Constitutional Court T-323/24	Derived GAIA digest paraphrase with human-review-needed translation gate.	translation-safe source review only; no legal or policy conclusion from machine translation	route to GAIA court-AI source review
TH-00314	LIMEN-SIGNAL-A6BBA723AC2E1205	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	Global Agent Atlas digest: PretorIA / T-323/24	Freeze-package GAIA/Global Agent Atlas duplicate; route upstream.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with GAIA PretorIA row
TH-00317	LIMEN-SIGNAL-A7678E7A7B4FFF40	translation_source_reviewed	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00318	LIMEN-SIGNAL-A81E6C2A97FDD5C6	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	GAIA public foreign-language digest: Colombian Constitutional Court T-323/24	Derived public GAIA digest with manual paraphrase and human-review gate.	translation-safe source review only; no legal or policy conclusion from machine translation	route to GAIA court-AI source review
TH-00330	LIMEN-SIGNAL-AED057537B15B830	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	GAIA submitted foreign-language digest: Colombian Constitutional Court T-323/24	Submitted GAIA digest duplicate with human-review-needed translation gate.	translation-safe source review only; no legal or policy conclusion from machine translation	route to GAIA court-AI source review
TH-00335	LIMEN-SIGNAL-B08817576E501497	candidate_for_url_extraction	ko	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:736	Korean identity/e-signature/PKI expansion seed	Seed query only; no named original-language source URL in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	run named URL extraction from Korean seed query
TH-00344	LIMEN-SIGNAL-B5CBB50110DE4F27	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-064/language-delta.json:10	GAIA gaia-boost-064 continuity-delta	Derived GAIA continuity packet says shard already covered; not a source row.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with GAIA Arabic/Gulf owner packet
TH-00348	LIMEN-SIGNAL-B78A276B2E6F298A	candidate_for_url_extraction	ko	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json:736	Korean identity/e-signature/PKI expansion seed	Seed query only; no named original-language source URL in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	run named URL extraction from Korean seed query
TH-00350	LIMEN-SIGNAL-B865297BE4FB6B7F	translation_source_reviewed	en	https://aiweek.pakistan.gov.pk/about	Pakistan official Indus AI Week platform	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00358	LIMEN-SIGNAL-BC294441C4458369	translation_source_reviewed	en	https://moitt.gov.pk/SiteImage/Misc/files/National%20AI%20Policy.pdf	Pakistan National Artificial Intelligence Policy PDF	Local Atlas record names official PDF URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00359	LIMEN-SIGNAL-BC329CC9097EF444	candidate_for_url_extraction	et	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json:772	Estonian identity/e-signature/PKI expansion seed	Seed query only; no named original-language source URL in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	run named URL extraction from Estonian seed query
TH-00363	LIMEN-SIGNAL-BF84927617AB85C0	translation_source_reviewed	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
