row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01034	LIMEN-SIGNAL-9C98F3F90138C85D	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	UK FCA, Regulatory Sandbox	source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:120; line 118 hreflang href	FCA cached HTML exposes the official Regulatory Sandbox page URL in a local hreflang/canonical surface.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted FCA URL for bounded source-surface citation only.
SRPH-01035	LIMEN-SIGNAL-9E91569848532A3A	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	UK FCA, Regulatory Sandbox	source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:1238 plus same file canonical at lines 6 and 118	Row context is within the cached FCA Regulatory Sandbox page; local canonical/hreflang metadata names the public URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted FCA URL for bounded source-surface citation only.
SRPH-01036	LIMEN-SIGNAL-9F9742A4A3559AD1	url_extracted	https://fintech.bankofbotswana.bw/	Bank of Botswana Fintech Portal, Home / Regulatory Sandbox	PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:47 and SOURCE_REFRESH_ROLLUP.csv:533	Local source-refresh metadata explicitly lists the Bank of Botswana Regulatory Sandbox portal URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	If deeper hardening is needed, cite the portal and optionally the application/resources URLs from adjacent local rows.
SRPH-01037	LIMEN-SIGNAL-A2E05CC3BE0C50FB	url_extracted	https://www.bot.go.tz/DFDI/Sandbox	Bank of Tanzania, FinTech Regulatory Sandbox	PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:262 and SOURCE_REFRESH_ROLLUP.csv:748	Local source-refresh metadata explicitly lists the Bank of Tanzania sandbox page URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted Bank of Tanzania URL for bounded source-surface citation only.
SRPH-01038	LIMEN-SIGNAL-AA6AA8DA4F306C0F	url_extracted	https://www.rbf.gov.fj/fintech-regulatory-sandbox-guideline/	Reserve Bank of Fiji, FinTech Regulatory Sandbox Guideline	PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv:117 and SOURCE_REFRESH_ROLLUP.csv:1241	Local source-refresh metadata explicitly lists the RBF sandbox guideline URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted RBF guideline URL; adjacent launch notice is available locally if a second source is required.
SRPH-01039	LIMEN-SIGNAL-AB0D8270612FD265	url_extracted	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Supreme Court of the Republic of Palau, Policy on the Use of Artificial Intelligence in the Courts	PALLAS_SECOND_PASS_SPRINT_6_SOURCE_REFRESH.csv:201 and SOURCE_REFRESH_ROLLUP.csv:1619	Local source-refresh metadata explicitly lists the Palau Courts AI-use policy PDF URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted judiciary PDF URL for bounded source-surface citation only.
SRPH-01040	LIMEN-SIGNAL-AEAAA91598D512A2	url_extracted	https://www.rbv.gov.vu/images/Payment%20Systems/Legislation%20and%20Guidelines/National%20Regulatory%20Sandbox%20Guideline.pdf	Reserve Bank of Vanuatu, National Regulatory Sandbox Guideline	PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:264 and SOURCE_REFRESH_ROLLUP.csv:1974	Local source-refresh metadata explicitly lists the RBV National Regulatory Sandbox Guideline PDF URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted RBV guideline PDF URL for bounded source-surface citation only.
SRPH-01041	LIMEN-SIGNAL-AFFE8FA3FE54A6B5	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/stablecoins-cohort	UK FCA, Regulatory Sandbox: stablecoins cohort	source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:1588 plus canonical host in same file lines 6 and 118	Cached FCA page explicitly contains the stablecoins-cohort href and the same local HTML names the FCA regulatory-sandbox canonical host/path.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted FCA stablecoins cohort URL for bounded source-surface citation only.
SRPH-01042	LIMEN-SIGNAL-B4BDE505C23E6EF1	url_extracted	https://www.asic.gov.au/for-business-and-companies/innovation-hub/enhanced-regulatory-sandbox-ers/	Australian Securities and Investments Commission, Enhanced regulatory sandbox (ERS)	PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv:100 and SOURCE_REFRESH_ROLLUP.csv:1224	Local source-refresh metadata explicitly lists the ASIC ERS URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted ASIC URL for bounded source-surface citation only.
SRPH-01043	LIMEN-SIGNAL-B657E9F5D7CA4C58	url_extracted	https://www.bnr.rw/financial-stability/fintech/regulatory-sandbox/	National Bank of Rwanda, Regulatory Sandbox	PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv:277 and SOURCE_REFRESH_ROLLUP.csv:447	Local source-refresh metadata explicitly lists the BNR regulatory sandbox page URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted BNR page URL; local metadata also lists Regulation No 41/2022 as a companion PDF.
SRPH-01044	LIMEN-SIGNAL-B748924A6DE6DF41	url_extracted	https://supervalores.gob.pa/panama-lanza-hub-de-innovacion-financiera-para-impulsar-inclusion-y-desarrollo-sostenible/	Superintendencia del Mercado de Valores de Panamá, Financial Innovation Hub news	PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:140 and SOURCE_REFRESH_ROLLUP.csv:2542	Local source-refresh metadata explicitly lists the SMV Financial Innovation Hub URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted SMV URL only as an innovation-hub source surface; do not upgrade to sandbox evidence.
SRPH-01045	LIMEN-SIGNAL-B7C19AB4CB277428	url_extracted	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Supreme Court of the Republic of Palau, Policy on the Use of Artificial Intelligence in the Courts	PALLAS_SECOND_PASS_SPRINT_6_SOURCE_REFRESH.csv:201 and SOURCE_REFRESH_ROLLUP.csv:1619	Local source-refresh metadata explicitly lists the Palau Courts AI-use policy PDF URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted judiciary PDF URL for bounded source-surface citation only.
SRPH-01046	LIMEN-SIGNAL-B7D7C0D843A4348F	url_extracted	https://indotel.gob.do/sandbox-regulatorio/	INDOTEL, Sandbox Regulatorio	PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:163 and SOURCE_REFRESH_ROLLUP.csv:2209	Local source-refresh metadata explicitly lists the INDOTEL Sandbox Regulatorio URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted INDOTEL URL for bounded sectoral source-surface citation only.
SRPH-01047	LIMEN-SIGNAL-B883042C7A1ED972	url_extracted	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Singapore MAS FinTech Regulatory Sandbox	hermes-v02-expansion-seeds.json.bak-arabic-official-route-tune-20260605T043422Z:3114	Local seed metadata explicitly lists the MAS FinTech Regulatory Sandbox URL.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted MAS URL for bounded source-surface citation only.
SRPH-01048	LIMEN-SIGNAL-BBAF2424A2C6B2B5	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	UK FCA, Regulatory Sandbox	source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:6	Cached FCA HTML contains a canonical link and og:url for the Regulatory Sandbox page.	source-surface existence only; no truth, legality, safety, compliance, prevalence, or ranking claims	Use extracted FCA URL for bounded source-surface citation only.
