queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-00601	LIMEN-SIGNAL-5ED1DAB9977D797F	source_url_extracted	https://www.boz.zm/financial-stability/regulatory-sandbox	Regulatory Sandbox	PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:789; input source line PALLAS_SECOND_PASS_SCORE_CHANGES.csv:107	I03 score wrapper points via zm-source-hardening to the Bank of Zambia official sandbox page.	source surface only; financial-sector sandbox, not AI-specific sandbox or legal/compliance finding	open direct source review on extracted BoZ sandbox URL
BPSE-00602	LIMEN-SIGNAL-5EDB0733010A3143	country_gap_no_parent_source			PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:61	Costa Rica country-index row is a score/gap wrapper and the inspected line does not expose a concrete algorithm-register parent URL.	wrapper/gap only; no direct source-surface claim	leave in source-resolution queue until a direct parent URL is selected
BPSE-00603	LIMEN-SIGNAL-5EE5BC8210587747	country_gap_no_parent_source			OBSERVABILITY_RESEARCH_QUEUE.csv:66	Micronesia research-queue row is only a query bundle of desired source families, with no named parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
BPSE-00604	LIMEN-SIGNAL-5EEECFD60303465A	country_gap_no_parent_source			PALLAS_SECOND_PASS_COUNTRY_REVIEW_LOAD.csv:31	Uganda review-load row is a country score wrapper and its I05 text says no public algorithm register was found.	gap/wrapper only; no algorithm-register source claim	do not promote until a direct algorithm-register source is found
BPSE-00605	LIMEN-SIGNAL-5EF91191D3038DEF	source_url_extracted	https://attorneygeneralchambers.com/laws-of-saint-lucia/public-procurement-act	Public Procurement Act	PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:2465; input source line PALLAS_SECOND_PASS_SPRINT_9_CANDIDATE_MATRIX_DELTA.csv:29	Saint Lucia I08 delta points through lc-source-hardening to the official Public Procurement Act page.	source surface only; generic procurement governance, not AI procurement guidance	open direct source review on extracted procurement Act URL
BPSE-00606	LIMEN-SIGNAL-5F00790CB44506FC	country_gap_no_parent_source			PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:75	Solomon Islands research-queue row is only a query bundle and names no parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
BPSE-00607	LIMEN-SIGNAL-5F4992CD999A7C9F	country_gap_no_parent_source			PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:45	Guadeloupe country-index row is a gap/score wrapper; inspected line does not expose a direct algorithm-register parent URL.	wrapper/gap only; no direct source-surface claim	leave unresolved until a direct register/source URL is selected
BPSE-00608	LIMEN-SIGNAL-5F64FBF26EDA4347	country_gap_no_parent_source			PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:195	Bangladesh country-index row reports AI-evidence gaps and does not expose a concrete AI evidence parent URL in the inspected line.	wrapper/gap only; no direct source-surface claim	leave unresolved until a direct parent source is identified
BPSE-00609	LIMEN-SIGNAL-5F7EA14E030BA335	country_gap_no_parent_source			OBSERVABILITY_RESEARCH_QUEUE.csv:24	Honduras research-queue row is only a country query bundle and names no parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
BPSE-00610	LIMEN-SIGNAL-5F8DC723F3104CB9	parent_source_wrapper		Bank of Mauritius / FSC / AI Unit sandbox sources	PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:385-387; input source line PALLAS_SECOND_PASS_SPRINT_2_CANDIDATE_MATRIX_DELTA.csv:72	Mauritius I03 wrapper has multiple local parent sandbox URLs, requiring human choice among BoM, FSC, and AI Unit surfaces.	wrapper only until one sandbox parent is selected; no direct source-surface claim	choose one Mauritius parent source, likely BoM guideline or FSC PDF, before direct review
BPSE-00611	LIMEN-SIGNAL-5F8EACCE0FD9199D	country_gap_no_parent_source			OBSERVABILITY_COUNTRY_PROFILES.md:441	Cocos profile explicitly says no public algorithm/register source was found and provides no parent source URL.	profile/gap only; no direct source-surface claim	do not promote until a direct register/source URL is found
BPSE-00612	LIMEN-SIGNAL-60398DC1332B3F82	country_gap_no_parent_source			PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:47	Benin research-queue row is only a country query bundle and names no parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
BPSE-00613	LIMEN-SIGNAL-604E7EA5EE4A91DE	country_gap_no_parent_source			PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:19	Laos research-queue row is only a country query bundle and names no parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
BPSE-00614	LIMEN-SIGNAL-610882B77378D9B6	country_gap_no_parent_source			PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:35	Georgia research-queue row is only a country query bundle and names no parent source URL.	queue target only; no source-surface claim	perform separate source discovery outside this bounded extraction batch
