query	path	line	snippet_hash	snippet
AI insurance	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/papers/global-agent-atlas/lane-briefs/hermes-continuous-supervisor-brief.md	143	sha256:119af8ab452f949b356425ac5976617520d24bc9294fa6046d46f72d4b17695f	- Extreme cases: facial recognition watchlists, police-report generation, border/migration assistants, emergency call AI, AI tutors for minors, synthetic voice agents, public chatbots giving wrong legal/regulatory guidance, autonomous cyber response, AI insura
AI insurance	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/lane-briefs/hermes-continuous-supervisor-brief.md	168	sha256:119af8ab452f949b356425ac5976617520d24bc9294fa6046d46f72d4b17695f	- Extreme cases: facial recognition watchlists, police-report generation, border/migration assistants, emergency call AI, AI tutors for minors, synthetic voice agents, public chatbots giving wrong legal/regulatory guidance, autonomous cyber response, AI insura
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	2	sha256:454c09e3572a44c5efb8c170a37b8bf13ef191830047ed19ef10ea5b1cd238a9	AI insurance /srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/papers/global-agent-atlas/lane-briefs/hermes-continuous-supervisor-brief.md 143 sha256:119af8ab452f949b356425ac5976617520d24bc9294fa6046d46f72d4b17695f - Extreme c
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	3	sha256:27170e2226cd7015ddcbca91c5fd405d84c9e5246a1dfc00a5d96ad9aa51ad1f	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 2 sha256:454c09e3572a44c5efb8c170a37b8bf13ef191830047ed19ef10ea5b1cd238a9 AI insurance /srv/tyche/gaia/tyche-research-vault/relea
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	4	sha256:c53ebb912e7c88b20235faa37e5f9391a0e70fba1606628a96f82cfa33313012	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 3 sha256:51002cc6012f9e562a0e223b81a24cdfd3f35fb67feed84f5280d800d1ec0f5a AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	5	sha256:d034dd3893df33a82e0056578c328439bf9e899476b064badc744dfae45220f5	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 4 sha256:b5cac2389aefac6db6f46a3a5359fa3cb747cbdf6beb0a3d247664a51bf7f4fb AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	6	sha256:76060bf17b60175f46c682e387c6f3b175943f359b567c8eb9f4667237803c25	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 5 sha256:88e8c460b3810684cc6876b3fdabf58b8b2552a25e352278fc3fa5ea90f42be1 AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	7	sha256:f8bae63ae6b28e5ed7683a391b13b4c69abc3af83e50c6ae0a31a0c894189b90	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 6 sha256:5523db10096ed7766a92dad1b99ed1c313d4c7202f528cce65d3b33076946fbd AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	8	sha256:314f2093a9c8758eedc2b4440e981179c68d6323d0108ed2b438d3d1be811517	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 7 sha256:71452e124caf1262312c6898f860a1c0bcd36314523cd519bbaf90a37778de91 AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	9	sha256:fc78e0e2eb727c84edbbcfef0284e7500e33cd58e0fce5c32d4000a07a049eb9	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 8 sha256:e113c7914a46d179d6e7f16c480d1e34f3625ad279ae21d3736c894799fb0646 AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	10	sha256:503448c50208f8499e23964711b06370ec7e2528e9f4b615518d1b8b252dfe47	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 9 sha256:b7ce79475d50551f8d1d16e20f26a32d82b7bbd159ab52f5f746ca7a5f4d6a2c AI insurance /srv/tyche/projects/limen-ai-edge-case-atl
AI insurance	/srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T110302Z/matches.tsv	11	sha256:826d96f12aaf4f887db5cdd651d465bab40c972eda3f02b056fb7fbb02490297	AI insurance /srv/tyche/projects/limen-ai-edge-case-atlas/results/cpu-mining/health-finance-education/20260607T094744Z/matches.tsv 10 sha256:20d58e9e80316253fdfb678467960b2ec67ea817fdcea47e05809db445413eb2 AI insurance /srv/tyche/projects/limen-ai-edge-case-at
