signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-5E8F891C0B5FC49E	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/netherlands-authority-aliases-v0.2.csv	5	sha256:e40d23b91ebda4e934be046423327c2b9991387ec6c72a06bc92195e4a8d7c58	nl-alias-004,nl-reg-owner-dutch-data-protection-authority,register_owner,NLD,alg-nld-93257695;nl-authver-003,Dutch Data Protection Authority / Autoriteit Persoonsgegevens,Autoriteit Persoonsgegevens,autoriteit persoonsgegevens,Dutch,official regulator homepage	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5E8FFB448F9FBAB6	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	15	sha256:c583a2aa0561447fa8613a536c20349e852b08cfc0438468e7ea5281ae9eccd4	"GM-REC-FI-HEL-AI-SAMPLE-5,FI-HEL-AI-SAMPLE-5,FI-HEL-AI,City of Helsinki AI Register,record_sample,listing_snippet,substantive_page,""Helsinki, Finland"",Finland,Helsinki,English/Finnish/Swedish site; sample from English listing,https://ai.hel.fi/en/ai-register/,"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5E97CE4AB8094B8F	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-021/current-hash-validation-carrythrough.json	197	sha256:f5dec5dc7a775b61b565769a5c8f0b79b56a1686f5482ef9e31943ce9d78e956	"text: ""[11] OECD, Regulatory sandboxes in artificial intelligence. https://doi.org/10.1787/8f80a0e6-en"""	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EA03D9BAF478AA7	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/analysis/country-readiness/pallas-country-ai-readiness-indicators-v0.2.csv	107	sha256:9ea63a23d7268abf9e7a6fecee8c7fe41bb72ef239aa4a272dd259c8523da69b	brazil,Brazil,P2,public_algorithm_register,Public algorithm register / transparency,10,gap,0	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EA084BC4CE5CDDF	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-v0.2.csv	28	sha256:5bfd1105e22a6c3ca82ed8f9849e75f86eddeaddd9685ff1c769db92c79824c4	"spain_sandbox_guides_operationalize_evidence,Regulatory Sandboxes Need Evidence Infrastructure,""Spain/AESIA sandbox outputs are a high-value comparator because the guides expose concrete evidence duties: records, risk management, technical documentation, human"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EA6D9C3FB0EC076	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	261	sha256:7b22bf77507c86f4591a9e1bc094f26b7c06d03d7b57aaef8ee33500caacee6d	Botswana is classified as D thin visibility with a raw observability score of 35.0 and a confidence-adjusted score of 30.9. The visible strengths are I02 2/M; I08 2/M; I09 2/M. The main thin points are I01 0/L; I03 1/L; I04 1/L; I05 0/L; I06 1/L; I07 1/L. Sour	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EA924A1C826852D	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/estonian-baltic-language-latest.jsonl	18	sha256:f2f0399806a6285b76a84e9543b6745d0ab9c946bd5cd41512af2b1e43ee597a	"{""already_in_main_dataset"": false, ""authors"": [], ""category"": ""scholarly-index-result"", ""container_title"": """", ""corpus_version"": ""v0.2-working"", ""doi"": ""10.3403/30405425"", ""domain"": ""doi.org"", ""factory_record_id"": ""d19d6eb5dc4c7da2477a5c1e"", ""is_referenced_by_"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EACCA439634DB25	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/gaia-agent-atlas/gaia-facts-latest.jsonl	596	sha256:39d5277be87b22d99af4e3e7624250e50774eca5a3391e88870abc3de56ee238	"{""content_hash"": ""0a03bbe3c379e47c940d7dcb4abca8c81fcc188717f3320521cf4872e2da4f4e"", ""corpus_version"": ""v0.2-working"", ""gaia_built_at"": ""2026-06-03T02:05:15+00:00"", ""gaia_record_key"": ""helsinki-talbotti-register-description-20260601::helsinki-talbotti-financia"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EAD952304EA8595	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-seedtune-20260604T044720Z	2538	sha256:e23eea33d29b54232439ee78222e9c43bcd04c6d4018869f000384a971675fe0	AI register,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-5EAE369AE9DCD270	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1163	sha256:67504c280e89c76983657cbd451d7f84b1d21ce64c0e101ba6018cb9c159f233	9,NI,Nicaragua,I08,,1,M,1,M,,true,,General procurement law/SISCAE only; no AI procurement controls.,,,,,,,,ni-source-hardening,none	needs direct source, source-pack resolution, or translation-aware review before example promotion
