queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BTPS-00045	LIMEN-SIGNAL-0C75939ACCC1DD54	translation_candidate_parent_source_extraction	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1509	Official registry accession says Parliamentary Machine Translation is in production; row supports parent-source extraction but not a LIMEN edge case by itself. translation locator: https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	official-register source surface only; no performance, legality, safety, or impact claim	extract/retain parent registry source and avoid case promotion without original register fields
BTPS-00046	LIMEN-SIGNAL-227785824D9A8700	translation_candidate_parent_source_extraction	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	1548	Official registry accession says Echo - Transcription/ Translation is in production; this supports parent-source extraction, not case-level promotion. translation locator: https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	official-register source surface only; no accuracy, legality, policing, safety, or impact claim	extract/retain parent registry source and review original fields before any case claim
BTPS-00047	LIMEN-SIGNAL-CAEC84751E97FAFB	translation_candidate_parent_source_extraction	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	1548	Local official-register accession row states in-production Echo transcription/translation record; parent register should be extracted for exact bilingual fields and context. translation locator: https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	official-register row surface only; no legal, compliance, safety, incident, effectiveness, prevalence, ranking, or reviewed-core promotion	extract and review parent Canada AI Register record 2526-RCMP-GRC-014 from local/official source package
BTPS-00048	LIMEN-SIGNAL-CC4137C53702715A	translation_candidate_parent_source_extraction	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	1509	Local official-register accession row states in-production Parliamentary Machine Translation record; parent register should be extracted for exact bilingual fields and context. translation locator: https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b	official-register row surface only; no legal, compliance, safety, incident, effectiveness, prevalence, ranking, or reviewed-core promotion	extract and review parent Canada AI Register record 2526-NRC-CNRC-016 from local/official source package
BTPS-00049	LIMEN-SIGNAL-01246E68C2DAC4CF	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	197	Local official regulator row explicitly describes AI personal-data lifecycle controls; good extraction candidate but not a legal finding. translation locator: https://spdp.gob.ec/wp-content/uploads/2026/02/ResolIA.pdf	official-source surface and local metadata summary only	Extract original Spanish clauses with citations before any case-level or legal-duty claim.
BTPS-00050	LIMEN-SIGNAL-02A0B66582AFE1E8	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	7	German regulator page explicitly addresses AI regulatory sandboxes and deadline context, but not full operational proof. translation locator: https://www.bundesnetzagentur.de/DE/Fachthemen/Digitales/KI/5_Innovationen/start.html	official-source surface and deadline-context only	Extract German text for sandbox-policy parent source; avoid operational-status claim.
BTPS-00051	LIMEN-SIGNAL-03FD1A6097E0F442	translation_candidate_parent_source_extraction	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	152	Thai ETDA guidance page is an official governance source surface; local metadata supports guidance context only. translation locator: https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	official guidance source-surface and vocabulary context only	Translate targeted Thai excerpts for parent-source extraction; avoid policy-effect claims.
BTPS-00052	LIMEN-SIGNAL-04E58F03859CFADC	translation_candidate_parent_source_extraction	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/dutch-belgian-language-history.jsonl	53	Dutch government algorithm-register home is a direct public register surface with explicit auto-translation warning. translation locator: https://algoritmes.overheid.nl/en	register parent-source existence and translation caveat only	Extract parent-source metadata and retain warning that English descriptions are auto-translated.
BTPS-00053	LIMEN-SIGNAL-06D2AC3FF4D758DB	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	35	Finnish AI register row names Kela/Kanta chatbots and implementation service, but local fact is translation-sensitive. translation locator: https://www.kela.fi/tekoalyrekisteri	source-surface and implementation-evidence candidate only	Review Finnish register excerpt before using chatbot capability or vendor details.
BTPS-00054	LIMEN-SIGNAL-07DDCD569C2E6299	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-latest.jsonl	1	Portuguese ANPD page explicitly says ANPD chose to conduct a regulatory sandbox in the scope of machine-learning AI; useful source surface, not an incident or legal finding. translation locator: https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	official source-surface and bounded sandbox-topic extraction only	extract only source-surface facts and retain translation warning
BTPS-00055	LIMEN-SIGNAL-0815BF8AD1C774A4	translation_candidate_parent_source_extraction	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	92	Swedish Åland draft bill surface names AI Act mechanisms including certificates, corrective measures and sandbox reports; draft status blocks operational claim. translation locator: https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	draft-law source-surface and candidate extraction only	extract draft-status source notes; require human/legal review before any score or case claim
BTPS-00056	LIMEN-SIGNAL-10C9B6DE77A36611	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	753	Norwegian Digdir procurement guidance explicitly names logging, audit, C2PA/content credentials, watermarking, detection, source verification, license scanning and DLP. translation locator: https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	official procurement-guidance source extraction only; no compliance or effectiveness claim	extract bounded procurement/control vocabulary with translation warning
BTPS-00057	LIMEN-SIGNAL-112B0E731D0ABB25	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/estonian-baltic-language-latest.jsonl	2	Estonian Kratid page explicitly describes mapping AI and algorithm use; good candidate for structured source-surface extraction, not prevalence/ranking. translation locator: https://www.kratid.ee/algoritm-ulevaade	public algorithm/AI overview source extraction only	extract register/overview structure and preserve original-language provenance
BTPS-00058	LIMEN-SIGNAL-192A4B53AF4F28C7	translation_candidate_parent_source_extraction	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	165	Thai ETDA generative-AI governance guideline page is official and locally captured; source is suitable for bounded parent-source extraction. translation locator: https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	translation-sensitive guidance surface only; no substantive policy claim from machine translation	extract title/locator/provenance with Thai-capable review before any claim use
BTPS-00059	LIMEN-SIGNAL-1B588514658CAFF5	translation_candidate_parent_source_extraction	P2_article_relevance_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-latest.jsonl	2	Greek ai.gov.gr page is an official AI/governance surface with local Greek source text and public-administration term hits. translation locator: https://ai.gov.gr/artificial-intelligence/	translation-sensitive government AI policy surface only; no legal/policy finding	extract canonical source metadata with Greek-capable review
BTPS-00060	LIMEN-SIGNAL-1BAC182C1128C7B0	translation_candidate_parent_source_extraction	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-brazil-latest.jsonl	3	Portuguese ANPD page explicitly names an AI regulatory sandbox notice in local captured text. translation locator: https://www.gov.br/anpd/pt-br/assuntos/noticias/publicado-edital-para-participacao-em-sandbox-regulatorio-em-inteligencia-artificial	translation-sensitive sandbox source surface only; no legal or compliance finding	queue parent-source extraction with Portuguese review of exact ANPD wording
