queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00497	LIMEN-SIGNAL-5182BC11B79E2C4C	source_surface_only_no_case	id	https://peraturan.bpk.go.id/Details/233483/perpres-no-132-tahun-2022	Peraturan Presiden Nomor 132 Tahun 2022 tentang Arsitektur SPBE Nasional	Official Indonesian presidential-regulation surface; local notes say not an AI procurement rule, only digital-government comparator.	source-surface/context only; no AI procurement case claim	Keep as weak context only; do not promote without explicit AI procurement control.
BTR-00498	LIMEN-SIGNAL-51F89A0923668626	source_surface_only_no_case	fr	https://www.marches-publics.gouv.fr/	Accueil - Portail des marchés publics	Official French procurement portal surface; local notes say no WF-specific AI procurement controls found.	procurement-infrastructure surface only; no AI procurement case claim	Retain as procurement context or replace with explicit AI procurement source if found locally.
BTR-00499	LIMEN-SIGNAL-52DFE1FD71F4154F	source_surface_only_no_case	es	https://www.argentina.gob.ar/programa-nacional-de-transparencia-y-proteccion-de-datos-personales-en-el-uso-de-la-inteligencia	Programa Nacional de Transparencia y Protección de Datos Personales en el uso de la Inteligencia Artificial	Official Spanish AAIP program page; local notes say transparency-adjacent but not a public algorithm register.	transparency-adjacent source surface only; no algorithm-register claim	Use only as parent/source context unless explicit register evidence is extracted.
BTR-00500	LIMEN-SIGNAL-5336F95EF00A94A2	translation_source_reviewed	nl	https://minbzk.github.io/Algoritmekader/voldoen-aan-wetten-en-regels/vereisten/aia-33-verwerking-in-testomgeving/	AI-testomgevingen die persoonsgegevens verwerken voldoen aan strenge voorwaarden	Official Dutch Algoritmekader page explicitly names AI test environments and sandbox conditions, but local notes limit it to normative framework.	source-surface/framework context only; no operational sandbox claim	Candidate for parent source extraction as AI Act Article 57 sandbox-conditions context.
BTR-00501	LIMEN-SIGNAL-5353BEF89FB7C1C5	cross_project_duplicate	id	https://peraturan.bpk.go.id/Details/233483/perpres-no-132-tahun-2022	Peraturan Presiden Nomor 132 Tahun 2022 tentang Arsitektur SPBE Nasional	Same Indonesia presidential-regulation source as BTR-00497 appears in world pack; local notes again say not an AI procurement rule.	duplicate source-surface/context only; no AI procurement case claim	Deduplicate to BTR-00497/source-pack parent if retained.
BTR-00502	LIMEN-SIGNAL-540DB35AD2DA6ED6	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران	Persian national-AI-policy lead is named, but local fetch timed out and has no source snippet; official status requires source-language verification.	unverified source locator only; no policy or legal claim	Re-fetch original Persian source or archived local copy before any extraction.
BTR-00503	LIMEN-SIGNAL-550FF5A901A506DD	translation_source_reviewed	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center / AIGC - สพธอ.	Thai ETDA page fetched successfully; local metadata supports an official AI Governance Center surface, not a concrete edge-case incident.	source-surface/governance-clinic context only	Candidate for parent source extraction with Thai-language review; avoid case promotion.
BTR-00504	LIMEN-SIGNAL-567BD134FDE3BA8D	source_surface_only_no_case	hu	https://www.naih.hu/hirek/731-ai-komplex-algoritmusok-es-hatekony-adatvedelmi-feluegyelet-projekt	AI: Complex algorithms and effective data protection supervision project	Hungarian NAIH regulator project page is official and algorithmic-supervision adjacent; local notes say not a public algorithm register.	adjacent supervision source surface only; no algorithm-register claim	Retain only as transparency/supervision context unless explicit register evidence appears.
BTR-00505	LIMEN-SIGNAL-572981C28B73AF47	candidate_for_parent_source_extraction	en	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	Official AU strategy page is English, fetched successfully, and local metadata identifies a high-value continental AI strategy source.	parent-source policy/strategy context only; no implementation or compliance claim	Extract parent source metadata and any explicit governance vocabulary with provenance.
BTR-00506	LIMEN-SIGNAL-5732119FF5B85139	translation_source_reviewed	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Thai ETDA guidance page fetched successfully; local evidence supports guidance surface and vocabulary, not a concrete case claim.	source-surface/guidance context only	Candidate for Thai-language parent extraction; do not normalize translated claims beyond source surface.
BTR-00507	LIMEN-SIGNAL-577D2E1901AB2FBC	source_surface_only_no_case	de	https://www.bmf.gv.at/themen/finanzmarkt/sandbox-beirat.html	Regulatory Sandbox Beirat	Austrian ministry sandbox page is official but local notes characterize it as non-AI financial-sector precedent only.	weak sandbox-maturity context only; no AI regulatory sandbox claim	Keep as weak context or supersede with explicit AI sandbox evidence.
BTR-00508	LIMEN-SIGNAL-58BEBD0130DB04EE	translation_source_reviewed	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Malaysia government AIGE page fetched successfully; source surface supports governance-guideline context pending Malay-language review.	source-surface/governance-guideline context only	Use as canonical Malaysia AIGE parent candidate; deduplicate matching queue rows.
BTR-00509	LIMEN-SIGNAL-59247E65B0CB7820	candidate_for_parent_source_extraction	en	https://fmcide.gov.ng/initiative/nais/	Nigeria National Artificial Intelligence Strategy	Official Nigeria ministry AI strategy page is English, fetched successfully, and local metadata marks it high-value for readiness context.	parent-source strategy context only; no implementation or compliance claim	Extract parent source metadata and explicit strategy vocabulary with provenance.
BTR-00510	LIMEN-SIGNAL-592860B97BFD17E6	source_surface_only_no_case	fr	https://bosa.belgium.be/fr/publications/charte-pour-lutilisation-responsable-de-lintelligence-artificielle-dans-les-services	Charte pour l'utilisation responsable de l'intelligence artificielle dans les services publics	Belgian BOSA charter page is official public-sector AI governance material; local notes say no national public algorithm register was located.	responsible-AI charter surface only; no algorithm-register claim	Retain as governance-practice context unless explicit register evidence is found.
BTR-00511	LIMEN-SIGNAL-5A560ED9493AD128	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Same Malaysia AIGE source as BTR-00508 with only retrieval-count/snippet differences; translation-sensitive but duplicate.	duplicate source-surface/governance-guideline context only	Deduplicate to BTR-00508 as canonical Malaysia AIGE parent candidate.
BTR-00512	LIMEN-SIGNAL-5A5C7DA8627FAAB9	translation_source_reviewed	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Italian Garante AI hub fetched successfully; local term hits support AI/AI Act/GDPR vocabulary but not a concrete case claim.	source-surface/regulator-guidance context only	Candidate for Italian-language parent extraction with explicit source-surface provenance.
