queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00593	LIMEN-SIGNAL-90B954156B610F64	translation_source_reviewed	English source metadata reviewed	https://www.gov.za/news/media-statements/communications-and-digital-technologies-launch-national-ai-stakeholder-forum	Communications and Digital Technologies on launch of national AI stakeholder forum	Official South African government page is English and directly names an AI stakeholder forum/policy-process surface; no translation hold remains.	official source-surface context only; no implementation or edge-case finding	retain as bounded policy-process context or extract source text if needed
BTR-00594	LIMEN-SIGNAL-915E4C9F50A9803A	candidate_for_parent_source_extraction	Dutch/English register metadata reviewed	https://algoritmes.overheid.nl/en	The Algorithm Register of the Dutch government	Official Dutch algorithm-register surface is concrete; local snippet warns English descriptions are automatically translated and Dutch is canonical.	official register source-surface only; no entry-level factual claim from machine translation	extract canonical Dutch register/source text and keep translation caveats
BTR-00595	LIMEN-SIGNAL-9164364F7E1E7A23	translation_source_reviewed	English source metadata reviewed	https://au.int/en/node/44004	African Union Continental Artificial Intelligence Strategy	African Union strategy landing page is English and concrete as an AI strategy source; multilingual document links are context only here.	continental AI-strategy source-surface only; no legal or implementation finding	retain for policy-source extraction if strategy text is locally needed
BTR-00596	LIMEN-SIGNAL-9303DC991D0582BE	candidate_for_parent_source_extraction	Portuguese snippet reviewed	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	Por que Inteligência Artificial?	Portuguese ANPD page is an official source and the local snippet explicitly frames an AI regulatory sandbox.	official sandbox-source extraction candidate only; no compliance, impact, or legal finding	extract original Portuguese text and record translation caveats
BTR-00597	LIMEN-SIGNAL-936B12C4FAA6D372	source_surface_only_no_case	French metadata reviewed	https://www.numerique.gouv.fr/actualites/politique-de-la-donnee-des-algorithmes-et-des-codes-sources-une-circulaire-du-premier-ministre-renouvelle-lambition-francaise/	Politique de la donnée des algorithmes et des codes sources	French government circular-announcement surface supports data/algorithm/source-code policy context; local note says no complete national algorithm register was found.	policy-announcement context only; no algorithm-register or edge-case claim	retain as France policy context, not as register evidence
BTR-00598	LIMEN-SIGNAL-936F2802313F26BF	cross_project_duplicate	English source metadata reviewed	https://www.gov.za/news/media-statements/communications-and-digital-technologies-launch-national-ai-stakeholder-forum	Communications and Digital Technologies on launch of national AI stakeholder forum	Same South African government AI stakeholder forum locator and content hash/source family as BTR-00593.	duplicate source-surface only	merge with BTR-00593 and keep one canonical source record
BTR-00599	LIMEN-SIGNAL-93AACFF4655A577A	translation_source_reviewed	Italian metadata reviewed	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Italian regulator AI hub is a concrete official source surface with AI/GDPR/AI Act vocabulary, but local evidence is page-level.	regulator AI-hub source-surface only; no case-level or legal finding	extract original Italian source text only if regulator-vocabulary evidence is needed
BTR-00600	LIMEN-SIGNAL-93D69AC67D6C1D91	needs_original_language_source	Persian metadata reviewed	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی	Local row is a Persian state-media policy report rather than the primary official AI document or organization source.	secondary-source surface only; no official policy or institutional finding	locate/retain original official Persian source before extraction
BTR-00601	LIMEN-SIGNAL-949A3164CE39C0B7	source_surface_only_no_case	Danish metadata reviewed	https://digst.dk/kunstig-intelligens/casekatalog-ai-loesninger-med-dokumenteret-effekt/	Casekatalog: AI-løsninger med dokumenteret effekt	Official Danish AI case catalogue is concrete, but local note explicitly says it is not an algorithm register.	supporting catalogue context only; no transparency-register or edge-case claim	retain as Denmark supporting context, not register evidence
BTR-00602	LIMEN-SIGNAL-95FD3CEE05F58072	needs_original_language_source	Russian metadata reviewed	http://publication.pravo.gov.ru/Document/View/0001202004240030	Federal Law No. 123-FZ on the Moscow AI experimental legal regime	Local metadata names an official Russian law source, but legacy evidence was not reconstructed and human translation review is still needed.	official-law locator only; no legal conclusion, compliance claim, or source-text finding	obtain original Russian official text/capture under route policy before extraction
BTR-00603	LIMEN-SIGNAL-97C811814FE4E5F4	cross_project_duplicate	Persian metadata reviewed	https://www.mehrnews.com/news/6141439/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%D8%A3%D8%B3%DB%8C%D8%B3-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D9%85%D9%84%DB%8C-%D9%88-%D8%AA%D8%B4%DA%A9%DB%8C%D9%84-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C	تصویب کلیات سند، تأسیس سازمان ملی و تشکیل شورای راهبری هوش مصنوعی	Same Mehr News Persian AI policy report URL/source family as BTR-00600, with a separate crawl record.	duplicate secondary-source surface only	merge with BTR-00600; seek primary Persian official source if retained
BTR-00604	LIMEN-SIGNAL-97F65B7052226E5A	source_surface_only_no_case	French metadata reviewed	https://www.data.gouv.fr/datasets/feuilles-de-route-ministerielles-sur-la-politique-de-la-donnee-des-algorithmes-et-des-codes-sources	Feuilles de route ministérielles sur la politique de la donnée des algorithmes et des codes sources	Official French open-data dataset covers ministerial roadmaps for data/algorithms/source-code policy, not a central live algorithm register.	roadmap dataset source-surface only; no register coverage or case claim	retain as France source-hardening context only
BTR-00605	LIMEN-SIGNAL-9805A27F1E0C6106	candidate_for_parent_source_extraction	Thai snippet reviewed	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Thai ETDA page is an official source and local snippet explicitly names a Generative AI governance guideline.	official guideline-source extraction candidate only; no safety or compliance finding	extract original Thai text with bounded translation notes
BTR-00606	LIMEN-SIGNAL-98AB0B134F102DBD	cross_project_duplicate	Dutch/English register metadata reviewed	https://algoritmes.overheid.nl/en	The Algorithm Register of the Dutch government	Same Dutch government algorithm-register locator/source family as BTR-00594, with another crawl record.	duplicate official register source-surface only	merge with BTR-00594 extraction path and use canonical Dutch source
