queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00465	LIMEN-SIGNAL-3E481DC88134CC7D	translation_source_reviewed	es	https://www.bcn.cl/leychile/navegar?idNorma=276363	Ley 20.285 sobre acceso a la información pública / BCN	Spanish title and local row support official statutory surface for Chile transparency baseline; no algorithm-register mandate is explicit.	source-surface/context only; no algorithm-register, legal-effect, or case claim	retain only as bounded transparency-law context; do not promote to algorithm-register evidence
BTR-00466	LIMEN-SIGNAL-3E640F18A5EF6CF7	source_surface_only_no_case	fr	https://armp.ga/index.php/textes-juridiques/	ARMP Gabon legal texts page	French local row supports an official procurement legal-texts surface with code/ordinance/law/decree sections; no AI procurement control appears.	source-surface procurement-governance context only; no AI procurement or case claim	use as limited procurement governance anchor if needed; no case-level promotion
BTR-00467	LIMEN-SIGNAL-3F2121BB037B4C82	translation_source_reviewed	es	https://www.micitt.go.cr/sites/default/files/2025-10/Plan%20de%20Acci%C3%B3n%20ENIA%20-%20Versi%C3%B3n%2011%20agosto%202025%20Versi%C3%B3n%20Publicaci%C3%B3n.pdf	Plan de Acción ENIA - Sandbox regulatorio de IA implementado / MICITT	Spanish title and local row identify an official action-plan PDF; evidence is planning-stage with baseline 0, not an operating sandbox.	planning-source context only; no operating sandbox, cohort, or regulatory-effect claim	candidate for parent source extraction only as ENIA planning-stage sandbox context
BTR-00468	LIMEN-SIGNAL-3F95E79219FF759B	translation_source_reviewed	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE) / Malaysia Government	Local Malay-sensitive official record is HTTP 200 and names AIGE guidance, but snippet is mostly portal chrome.	official guidance surface/context only; no factual/legal/policy-effect claim from translation	candidate for parent source extraction after original-language or full-text capture
BTR-00469	LIMEN-SIGNAL-3FF42E02A5251AD5	translation_source_reviewed	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Thai local record is HTTP 200 and title/snippet explicitly name a new generative AI governance guideline for organizations.	official guidance surface/context only; no compliance, obligation, or safety claim	candidate for parent source extraction with Thai title/snippet provenance
BTR-00470	LIMEN-SIGNAL-40E755190C193C44	source_surface_only_no_case	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center / AIGC	Thai local record is HTTP 200 and identifies ETDA AIGC governance-center surface; snippet is broad navigation/context.	source-surface existence only; no concrete edge-case or implementation claim	keep as source-surface context; require focused Thai extraction before stronger use
BTR-00471	LIMEN-SIGNAL-415057CA958E96E4	source_surface_only_no_case	ca	https://www.afa.ad/ca/entitats-supervisades/actius-digitals/innovacio-fintech-2	Innovació & FinTech / Autoritat Financera Andorrana	Catalan regulator page supports an AFA innovation/FinTech channel; local row says no operational sandbox rules or cohorts found.	source-surface innovation-channel context only; no operating sandbox claim	retain only as weak regulator innovation-channel evidence
BTR-00472	LIMEN-SIGNAL-41805BF49FBD8AA5	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE) / Malaysia Government	Duplicate Malaysia AIGE official guidance surface already reviewed in this batch under BTR-00468.	duplicate source-surface/context only; inherit no case-level claim	deduplicate to BTR-00468 result before any parent extraction
BTR-00473	LIMEN-SIGNAL-42B656C6F40D6D50	translation_source_reviewed	fo	https://www.talgildu.fo/talgildu-foeroyar/heildaraetlanir-um-talgilding/heildaraetlanin-2025-2027	Heildarætlanin 2025-2027 / Talgildu Føroyar	Faroese official digital-strategy row supports public-service digitalization context and notes AI as potentially relevant, not controls.	strategy context only; no AI procurement-control or concrete case claim	retain as bounded digital-strategy context; no case promotion
BTR-00474	LIMEN-SIGNAL-42D2FAC3186C52B1	translation_source_reviewed	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale / Garante Privacy	Italian official regulator page is HTTP 200 and names the Garante Privacy AI topic page; snippet shows regulator-site surface.	official regulator-topic surface/context only; no legal finding or enforcement claim	candidate for parent source extraction as regulator AI-topic source after Italian review
BTR-00475	LIMEN-SIGNAL-4376D8A62B4337B9	source_surface_only_no_case	es	https://agetic.gob.bo/objetivos-institucionales	Objetivos Institucionales / AGETIC	Spanish official agency page supports open-data/design/code/results institutional objectives; local row found no public algorithm register.	agency objectives context only; no algorithm-register or case claim	retain only as weak open-data/transparency context
BTR-00476	LIMEN-SIGNAL-43C456266673042A	needs_original_language_source	fa	https://nezamat.ir/%D8%B3%D9%86%D8%AF-%D9%85%D9%84%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/	سند ملی هوش مصنوعی جمهوری اسلامی ایران / nezamat.ir	Persian seed names Iran national AI policy, but local fetch timed out and no snippet/source text is available.	locator-only pending original-language source capture; no source-surface or policy claim	re-fetch or acquire original Persian source before translation review
BTR-00477	LIMEN-SIGNAL-44DAF0B5BDD96FA3	translation_source_reviewed	es	https://www.gob.pe/110224-conoce-el-reglamento-de-la-ley-de-inteligencia-artificial-en-el-peru	Conoce el Reglamento de la Ley de inteligencia artificial en el Perú / PCM	Spanish official guidance page names Peru AI-law regulation; local note frames general obligations/principles, not procurement specifics.	official guidance context only; no legal finding, compliance finding, or procurement claim	candidate for parent source extraction with bounded Peru AI-law-regulation context
BTR-00478	LIMEN-SIGNAL-453B0212E2836854	source_surface_only_no_case	fr	https://marchespublics.nc/	Marchés publics de la Nouvelle-Calédonie	French official procurement portal surface supports electronic procurement/document workflow context only.	source-surface procurement context only; no AI evidence-lifecycle or revocation-controls claim	retain as limited procurement infrastructure context only
BTR-00479	LIMEN-SIGNAL-4634EDD4CA9BDE6C	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE) / Malaysia Government	Duplicate Malaysia AIGE official guidance surface already reviewed in this batch under BTR-00468.	duplicate source-surface/context only; inherit no case-level claim	deduplicate to BTR-00468 result before any parent extraction
BTR-00480	LIMEN-SIGNAL-4652AA5F4587A6AF	machine_translation_hold	nl	https://algoritmes.overheid.nl/en	The Algorithm Register of the Dutch government	Local Dutch register record is HTTP 200, but the English page warns algorithm descriptions are machine translated and originals are Dutch.	register surface only; no translated-description factual claim without Dutch originals	use register as surface; review Dutch original descriptions before extracting case facts
