row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00046	LIMEN-SIGNAL-17AC446FF4B2D765	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00058	LIMEN-SIGNAL-1B8F1C3F58E45620	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00059	LIMEN-SIGNAL-1BD537AEBCD00D31	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00060	LIMEN-SIGNAL-1D2551B0A8618C76	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00065	LIMEN-SIGNAL-204B788AA47D63C6	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00067	LIMEN-SIGNAL-2266E7D535E45A66	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00071	LIMEN-SIGNAL-250B42A905D6D0C1	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government (Octobox Anonymisation)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-83985427; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00073	LIMEN-SIGNAL-259DD1BA693D4D52	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00078	LIMEN-SIGNAL-28A2879D1DA9D8DB	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00079	LIMEN-SIGNAL-296EEE3522645AF1	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
