row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01142	LIMEN-SIGNAL-7DD86A3AB87CA5CD	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv	299	15,OM,Oman,I03,,1,L,2,M,,true,,CBO public Fintech Regulatory Sandbox page shows live controlled testing regulator monitoring framework/application materials and first cohort closed; sectoral rather than AI-specific,,,,,,,,om-source-hardenin	score-change row names the CBO fintech regulatory sandbox page as a concrete regulator surface	existence/posture only; no truth, legality, compliance, safety, prevalence, or ranking inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01143	LIMEN-SIGNAL-80F87B1866DE0866	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1267	"13,AE,United Arab Emirates,I03,,2,M,2,H,,true,,""SCA/CMA FinTech Regulatory Sandbox page is accessible and detailed; CBUAE and UAE regulatory-sandbox leads remain official but some were bot-blocked/timed out. Evidence supports mature sectora"	Derived review row names a concrete official/institutional source surface sufficient for bounded source-surface review.	source-surface existence/posture only; no operational, legal, or prevalence claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01144	LIMEN-SIGNAL-82DAD0859801436D	needs_named_url_extraction	P3	regulator_or_public_authority	source_surface_triage	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	1005	"15,TH,Thailand,I03,,1,L,1,M,,true,,""ETDA Digital Service Sandbox is a stronger official sandbox source for electronic transaction services. It is not verified as an AI-specific regulatory sandbox, so no score increase."",,,,,,,,th-source-har"	Second-pass note names a concrete official/regulator source surface for bounded review.	source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01145	LIMEN-SIGNAL-84A1B47BE6D29157	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv	117	"4,NA,Namibia,I03,,1,L,2,M,,,,""NAMFISA has an official regulatory sandbox page describing controlled live testing of innovations under regulator supervision in the non-bank financial sector. Candidate upgrade is for generic/sectoral sandbox"	Local metadata names the NAMFISA regulatory sandbox page, a concrete official regulator surface.	source posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01146	LIMEN-SIGNAL-85661E413966871B	needs_named_url_extraction	P3	regulator_or_public_authority	named_official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	116	"2,RW,Rwanda,I03,,1,L,2,M,,true,,""Official BNR regulatory sandbox page and Regulation No 41/2022 verify a formal fintech regulatory sandbox with live testing safeguards. It is sectoral and not AI-specific, so human review should decide wheth"	Local metadata names the BNR regulatory sandbox page and Regulation No 41/2022, concrete official regulator surfaces.	source posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01147	LIMEN-SIGNAL-865B2E9B47D21D60	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulatory_sandbox_page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	1587	"<div class=""views-row""><div class=""views-field views-field-nid""><span class=""field-content""><div class=""rhn__item""><a href=""/firms/innovation/regulatory-sandbox/eligibility-criteria"">Regulatory Sandbox eligibility criteria</a></div></span><"	Cached eligibility-criteria page is a concrete regulatory sandbox source surface.	bounded source-surface existence/posture only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01148	LIMEN-SIGNAL-88449D00148AF846	needs_named_url_extraction	P3	regulator_or_public_authority	local_metadata_only	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	146	"3,BW,,I03,,1,L,2,M,,true,,""Bank of Botswana official fintech portal shows a Regulatory Sandbox, application artefact, and sandbox resources/guidelines. This supports sectoral sandbox maturity but remains non-AI-specific and the application"	Names Bank of Botswana official fintech sandbox portal as a concrete regulator surface.	Surface existence/posture only; no truth, legality, safety, compliance, or prevalence inference.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01149	LIMEN-SIGNAL-88FCF0475218587D	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulatory_sandbox_pdf	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	21720	"claim_role: ""regulatory sandbox framework evidence"""	Local context names Central Bank of Sri Lanka FinTech Regulatory Sandbox Framework PDF as an official central bank PDF.	source-surface posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01150	LIMEN-SIGNAL-892073C7EAB81EF9	needs_named_url_extraction	P3	regulator_or_public_authority	local_metadata_only	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	626	7,WS,Samoa,I03,,1,L,2,M,,TRUE,,CBS public Regulatory Sandbox Framework evidence and a 2026 approved digital-payment test are stronger than indirect ITU source; sector sandbox is not AI-specific.,,,,ws-source-hardening,score_increase	Names CBS public Regulatory Sandbox Framework as a concrete official sandbox surface.	Surface existence/posture only; no truth, legality, safety, compliance, or prevalence inference.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01151	LIMEN-SIGNAL-8A9E7598D3A68280	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulatory_sandbox_page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-gaia-gaps-20260604T051859Z	2590	"title: ""Singapore MAS FinTech Regulatory Sandbox"","	Seed metadata names the MAS regulatory sandbox page with a concrete official title and URL.	Surface exists as a named regulator sandbox page only; no AI-specific operation or eligibility claims beyond the local row.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
