row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01142	LIMEN-SIGNAL-7DD86A3AB87CA5CD	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv:299	local row is a wrapper/cache lead; no explicit original public URL recovered locally	existence/posture only; no truth, legality, compliance, safety, prevalence, or ranking inference	parent_source_extraction_or_hold
SRPH-01143	LIMEN-SIGNAL-80F87B1866DE0866	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:1267	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface existence/posture only; no operational, legal, or prevalence claim	parent_source_extraction_or_hold
SRPH-01144	LIMEN-SIGNAL-82DAD0859801436D	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:1005	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface existence only	parent_source_extraction_or_hold
SRPH-01145	LIMEN-SIGNAL-84A1B47BE6D29157	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv:117	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source posture only	parent_source_extraction_or_hold
SRPH-01146	LIMEN-SIGNAL-85661E413966871B	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:116	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source posture only	parent_source_extraction_or_hold
SRPH-01147	LIMEN-SIGNAL-865B2E9B47D21D60	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/eligibility-criteria	FCA	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:1587	local HTML exposes canonical URL plus relative href	bounded source-surface existence/posture only	source_surface_review_only_no_case_promotion
SRPH-01148	LIMEN-SIGNAL-88449D00148AF846	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:146	local row is a wrapper/cache lead; no explicit original public URL recovered locally	Surface existence/posture only; no truth, legality, safety, compliance, or prevalence inference.	parent_source_extraction_or_hold
SRPH-01149	LIMEN-SIGNAL-88FCF0475218587D	url_extracted	https://www.dpa.gov.lk/	www.dpa.gov.lk	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21720	explicit http(s) URL recovered from local row/context	source-surface posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	source_surface_review_only_no_case_promotion
SRPH-01150	LIMEN-SIGNAL-892073C7EAB81EF9	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:626	local row is a wrapper/cache lead; no explicit original public URL recovered locally	Surface existence/posture only; no truth, legality, safety, compliance, or prevalence inference.	parent_source_extraction_or_hold
SRPH-01151	LIMEN-SIGNAL-8A9E7598D3A68280	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	www.fca.org.uk	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-gaia-gaps-20260604T051859Z:2590	explicit http(s) URL recovered from local row/context	Surface exists as a named regulator sandbox page only; no AI-specific operation or eligibility claims beyond the local row.	source_surface_review_only_no_case_promotion
SRPH-01152	LIMEN-SIGNAL-8B27F631352BEEA0	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1478	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface existence only	parent_source_extraction_or_hold
