row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01004	LIMEN-SIGNAL-5C00C324C366CBC5	url_extracted	https://gias.by/gias/	State information and analytical system (GIAS)	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3503	Local rollup explicitly lists GIAS public portal URL for BY I05; weak non-register surface only.	local metadata supports source-surface existence only	Inspect named URL only as source-surface anchor; do not promote register claim.
SRPH-01005	LIMEN-SIGNAL-5C7098AA4D684254	url_extracted	https://www.datosabiertos.gob.pa/dataset/?q=algoritmo	Government of Panama / Datos Abiertos de Panamá	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:142	Local source-refresh explicitly records Panama open-data search URL for algoritmo; negative register-discovery evidence only.	local metadata supports source-surface existence only	Use URL as bounded source-surface anchor; keep no-overclaim warning.
SRPH-01006	LIMEN-SIGNAL-60C666833ACCFCF9	url_extracted	https://eur-lex.europa.eu/eli/reg/2024/2847/oj	EUR-Lex Regulation 2024/2847	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/source-cache-manifest.jsonl:19	Source-cache manifest maps cached HTML object to explicit EUR-Lex URL.	surface existence only; not an operational sandbox claim	Review only legal-text source posture around named URL.
SRPH-01007	LIMEN-SIGNAL-6264FD249FFF5DC8	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7-10	Cached HTML contains canonical and og:url for FCA Regulatory Sandbox.	source-surface existence only; no truth/compliance/prevalence inference	Use canonical URL for bounded source-surface review.
SRPH-01008	LIMEN-SIGNAL-666E5E8A22425B8B	url_extracted	https://cbi.iq/news/view/2871	Central Bank of Iraq - Tasks of the Information Technology and Payments Department	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_SOURCE_REFRESH.csv:137	Local source-refresh explicitly lists CBI official page URL for IQ I03 sandbox surface.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Review URL as sectoral fintech sandbox surface only.
SRPH-01009	LIMEN-SIGNAL-672D04BC5750D4FE	url_extracted	https://aesia.digital.gob.es/en/guides	AESIA guides from the Spanish AI regulatory sandbox pilot	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-seedtune-20260604T044720Z:2589-2591	Local seed metadata has explicit AESIA guides URL.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Use named URL for source-surface hardening only.
SRPH-01010	LIMEN-SIGNAL-6A6FC003B05055B7	url_extracted	https://accelerate.ee/experimentation-framework/	Accelerate Estonia Experimentation framework	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/06/066b271978d9b786e8b56fab.html:27-32	Cached HTML contains canonical and og:url for Accelerate Estonia experimentation framework.	bounded existence/relevance of source surface only	Use canonical URL for bounded source-surface review.
SRPH-01011	LIMEN-SIGNAL-6B184B7B093954D8	url_extracted	https://www.rbv.gov.vu/images/Payment%20Systems/Legislation%20and%20Guidelines/National%20Regulatory%20Sandbox%20Guideline.pdf	Reserve Bank of Vanuatu National Regulatory Sandbox Guideline	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:264	Local source-refresh explicitly lists RBV sandbox guideline PDF URL.	Surface existence only; no incident truth, legality, compliance, safety, prevalence, or ranking inference.	Review URL as fintech/payments sandbox source only.
SRPH-01012	LIMEN-SIGNAL-6D012B74BD33EA8F	url_extracted	https://bsl.gov.sl/BSL_Sandbox_Program.html	Bank of Sierra Leone BSL Sandbox Program	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv:244	Local source-refresh explicitly lists BSL Sandbox Program URL and supporting PDF link.	surface existence only	Review official sandbox page; keep sectoral fintech-only ceiling.
SRPH-01013	LIMEN-SIGNAL-6D7A733EF796D293	url_extracted	https://cbs.gov.ws/news/cbs-approves-regulatory-sandbox-testing-of-pacwallex-and-ticktap-card-in-samoa	Central Bank of Samoa regulatory sandbox testing approval	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:302	Local source-refresh explicitly lists CBS official news URL for sandbox testing.	surface existence only	Review URL as digital-payments sandbox source only.
