row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01004	LIMEN-SIGNAL-5C00C324C366CBC5	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv	46	by-source-hardening,BY,Belarus,I05,0,L,0,M,confidence_only,GIAS/public-services portals are not public algorithm registers; no official public algorithm/AI-system register identified.,true	Local metadata names a concrete official, regulatory, institutional, or register source surface.	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01005	LIMEN-SIGNAL-5C7098AA4D684254	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_COUNTRY_SCORE_DELTA.csv	66	"PA,I05,1,M,0,M,""Official open-data searches for algoritmo and inteligencia artificial returned no relevant datasets; ANTAI/open-data evidence supports general transparency only, not a public algorithm register. Candidate downgrade should be"	Local metadata names a concrete official, regulatory, institutional, or register source surface.	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01006	LIMEN-SIGNAL-60C666833ACCFCF9	needs_named_url_extraction	P3	regulator_or_public_authority	official_legal_text_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/5b/5b466e7c1fd878897f7d0ec9.html	9393	"<p class=""oj-normal"">4. Manufacturers of products with digital elements as referred to in paragraph 1 of this Article may participate in the AI regulatory sandboxes referred to in Article 57 of Regulation (EU) 2024/1689.</p>"	local HTML names a concrete EUR-Lex legal text with AI regulatory sandbox language	surface existence only; not an operational sandbox claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01007	LIMEN-SIGNAL-6264FD249FFF5DC8	needs_named_url_extraction	P3	regulator_or_public_authority	official_regulator_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	1140	"<ul class=""nav navbar-nav""><li><a href=""#section-what-the-regulatory-sandbox-offers"">What the Regulatory Sandbox offers</a></li><li><a href=""#section-who-is-the-regulatory-sandbox-for"">Who is the Regulatory Sandbox for</a></li><li><a href="""	Local cached HTML shows an official Regulatory Sandbox page with named sandbox sections on the FCA site.	source-surface existence only; no truth/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01008	LIMEN-SIGNAL-666E5E8A22425B8B	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	768	10,IQ,Iraq,I03,,0,L,1,M,,true,,Central Bank of Iraq official page explicitly lists a Regulatory Sandbox and innovation center for fintech/banking solutions. Candidate uplift is sectoral sandbox only; not AI-specific and maturity/admission d	Local report names a concrete Central Bank of Iraq official regulatory-sandbox page, even though maturity details remain limited.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01009	LIMEN-SIGNAL-672D04BC5750D4FE	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-seedtune-20260604T044720Z	2589	"title: ""AESIA guides from the Spanish AI regulatory sandbox pilot"","	Local seed metadata names AESIA's sandbox-pilot guides page with a concrete official URL.	source-surface existence only; no truth, prevalence, legality, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01010	LIMEN-SIGNAL-6A6FC003B05055B7	needs_named_url_extraction	P3	regulator_or_public_authority	institutional framework page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/06/066b271978d9b786e8b56fab.html	188	"<h2 class=""text-matsalu text-40 font-aino-headline"">The Experimentation Framework enables regulatory sandboxes in Estonia.</h2>"	local page explicitly names Estonia experimentation framework and sandbox surface	bounded existence/relevance of source surface only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01011	LIMEN-SIGNAL-6B184B7B093954D8	needs_named_url_extraction	P3	regulator_or_public_authority	official_guideline_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv	210	"7,VU,Vanuatu,I03,,1,L,2,H,,TRUE,,""RBV official National Regulatory Sandbox Guideline verifies a functioning regulatory sandbox framework with application, testing/monitoring, reporting, and exit controls; scope appears fintech/payments, not"	Local metadata names the RBV National Regulatory Sandbox Guideline as a concrete official source surface.	Surface existence only; no incident truth, legality, compliance, safety, prevalence, or ranking inference.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01012	LIMEN-SIGNAL-6D012B74BD33EA8F	needs_named_url_extraction	P3	regulator_or_public_authority	official_sectoral_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	320	"4,SL,Sierra Leone,I03,,1,L,2,M,,,,""Bank of Sierra Leone official sandbox page and gazetted sandbox guideline/application materials verify a fintech regulatory sandbox pilot for live testing under parameters; it is sectoral/fintech, not AI-s"	Local metadata names the Bank of Sierra Leone sandbox page and gazetted sandbox materials as concrete official surfaces.	surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01013	LIMEN-SIGNAL-6D7A733EF796D293	needs_named_url_extraction	P3	regulator_or_public_authority	official_sectoral_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_COUNTRY_SCORE_DELTA.csv	144	WS,I03,1,L,2,M,CBS public Regulatory Sandbox Framework evidence and a 2026 approved digital-payment test are stronger than indirect ITU source; sector sandbox is not AI-specific.,TRUE,ws-source-hardening	Local metadata names the CBS Regulatory Sandbox Framework as a concrete official sandbox surface.	surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01014	LIMEN-SIGNAL-76B680076456284C	needs_named_url_extraction	P3	regulator_or_public_authority	official_institutional_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/06/066b271978d9b786e8b56fab.html	218	<li>Companies participating in regulatory sandboxes <strong>increase their R&amp;D investments by 10–15%</strong> on average and are 63% more likely to file patent applications compared to their peers.</li>	Inspected local HTML shows Accelerate Estonia's Experimentation framework page.	Surface existence/posture only from local metadata.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01015	LIMEN-SIGNAL-76E423385D15BE0B	needs_named_url_extraction	P3	regulator_or_public_authority	institutional_report_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/seeds/external-lanes-seeds.json	485	"title: ""European Parliament EPRS: AI regulatory sandboxes state of play"","	Inspected local seed line names the European Parliament EPRS sandbox report surface directly.	Surface existence/posture only from local metadata.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01016	LIMEN-SIGNAL-77765B5DE99A379D	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	12	"<meta property=""og:description"" content=""The Regulatory Sandbox is for firms wanting to test new products live in the market with real consumers. Find out more about it and how to apply."" />"	Local metadata names a concrete official or institutional source surface with a reviewable URL.	Source-surface existence only; no substantive truth, legality, compliance, or prevalence claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01017	LIMEN-SIGNAL-7947575271ED354D	needs_named_url_extraction	P3	regulator_or_public_authority	regulator_or_official_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_CANDIDATE_MATRIX_DELTA.csv	14	"vu-source-hardening,VU,Vanuatu,I03,1,L,2,H,score_increase,""RBV official National Regulatory Sandbox Guideline verifies a functioning regulatory sandbox framework with application, testing/monitoring, reporting, and exit controls; scope appe"	Local metadata names the RBV National Regulatory Sandbox Guideline as the underlying official surface.	source-surface existence only; no incident/legal/compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01018	LIMEN-SIGNAL-7B5D415D4C755D66	needs_named_url_extraction	P3	regulator_or_public_authority	official_sandbox_framework	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	276	"3,UG,,I03,,1,L,2,M,,true,,""Bank of Uganda publishes a detailed National Payment Systems Regulatory Sandbox Framework with application, evaluation, testing, reporting, safeguards and exit stages; scope is fintech/payment systems rather than"	Local metadata names a concrete official sandbox framework source surface.	source-surface existence only; no incident/compliance/safety inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
