queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00689	LIMEN-SIGNAL-CB0086807AEA1B06	translation_source_reviewed	fo	https://www.landsverk.fo/fo-fo/bygging/utbo%C3%B0	Landsverk - Útboð	Official Faroese tender page is a procurement surface only; no AI procurement governance is present in local row.	source-surface procurement-infrastructure context only	keep as context; do not promote as AI procurement case
BTR-00690	LIMEN-SIGNAL-CC3273BA2D88D410	translation_source_reviewed	da	https://digitalimik.gl/-/media/digitalimik/strategier/national-digitaliseringsstrategi-2024-28-da.pdf	National Digitalisation Strategy 2024-2028	Official Danish strategy gives weak transparency/AI context but no public algorithm register evidence.	strategy context only; no algorithm-register claim	retain warning or use only as background context
BTR-00691	LIMEN-SIGNAL-CE4141A0224158AD	translation_source_reviewed	fr	https://www.data.gouv.fr/datasets/inventaire-des-algorithmes-publics-de-lodap	Inventaire des algorithmes publics de l ODAP	French open-data inventory is concrete but local row says ODAP/central scope, not Reunion register.	negative/context surface only; no Reunion algorithm-register claim	use as contrast parent context only
BTR-00692	LIMEN-SIGNAL-CE8C5EA95F27E2EA	candidate_for_parent_source_extraction	hu	https://www.naih.hu/europai-adatvedelmi-testulet-edpb/edpb-iranymutatasai/file/429-iranymutatas-az-automatizalt-donteshozatallal-es-a-profilalkotassal-kapcsolatbana-2016-679-rendelet-alkalmazasahoz-wp251	NAIH-hosted WP251 automated decision-making guidance	DPA-hosted guidance is relevant parent material on automated decision-making, but not a Hungarian register or case.	parent/source context only; no national register or compliance claim	extract as parent guidance candidate if needed
BTR-00693	LIMEN-SIGNAL-D0FC78D91DBD4C3F	needs_original_language_source	ar/en	https://doi.org/10.21608/aca.2025.678f8de8fa8a8ba31850dc37	Digital public infrastructure article in Dameer Elwatan	Crossref metadata has Arabic title but source/original language marked English and no snippet; relevance needs original source check.	index metadata only; no case or legal claim	fetch/check original-language article before using
BTR-00694	LIMEN-SIGNAL-D61DBA7FA26E7788	reject_noise	ru	https://doi.org/10.18411/978-5-94797-369-3-2020-21-180-188	New data on technogenic mineral formation at Chita TPP-1	Russian title is about mineral formation at a power plant, not automated decisions, AI governance, or legal evidence.	out of scope noise	drop from review candidate flow
BTR-00695	LIMEN-SIGNAL-DC30787B02F5035B	source_surface_only_no_case	ar	https://doi.org/10.35779/2004-005-002-005	Financial inclusion through technology article	Arabic title concerns AI/fintech financial inclusion; no explicit regulatory sandbox or concrete edge-case claim in local metadata.	scholarly source surface only; no case claim	hold as low-priority context unless original text shows sandbox evidence
BTR-00696	LIMEN-SIGNAL-DCE46D0201F5A8AF	reject_noise	ru	/srv/tyche/atlas/tyche-thesis-atlas-factory/briefs/executive-brief-ru-20260530/tyche-executive-brief-ru-20260530.tex:248	Russian executive brief packaging note	Local line is an internal packaging idea for an observatory/brief series, not an external source for review.	internal planning text only	drop from source-review queue
BTR-00697	LIMEN-SIGNAL-DDB6B7B560404034	cross_project_duplicate	ar/en	https://doi.org/10.21608/aca.2025.678f8de8fa8a8ba31850dc37	Digital public infrastructure article in Dameer Elwatan	Same DOI and metadata surface as BTR-00693.	duplicate processing-state record only	deduplicate under BTR-00693
BTR-00698	LIMEN-SIGNAL-E44A35C9BE9B621B	source_surface_only_no_case	ru	https://doi.org/10.36627/2619-144x-2023-3-3-170-178	Искусственный интеллект и нейронные сети в управлении персоналом	Russian HR AI article may be topical background, but local metadata shows no PKI/certificate/transparency-log edge case.	scholarly context only; no signed-evidence claim	do not promote; original-language check only if HR AI context is needed
BTR-00699	LIMEN-SIGNAL-E4644286BAC4AE1F	reject_noise	ru	https://doi.org/10.14357/20718594200202	Искусственный интеллект: от прошлого к будущему	Russian AI history/biography title does not match PKI, certificates, or evidence infrastructure target.	out of scope scholarly noise	drop from PKI/provenance review path
BTR-00700	LIMEN-SIGNAL-E7CCF8E4EF73091D	source_surface_only_no_case	ru	https://doi.org/10.14357/20718594230304	Влияние эмоций на принятие решения интеллектуальным роботом	Russian article is about robot decision-making/emotions; it is not public-sector automated-decision legal evidence in local metadata.	AI decision-making context only; no public/legal case claim	keep only as theoretical background if needed
BTR-00701	LIMEN-SIGNAL-F2D2637DCF56A4D8	cross_project_duplicate	ar	https://doi.org/10.35779/2004-005-002-005	Financial inclusion through technology article	Same DOI and metadata surface as BTR-00695.	duplicate processing-state record only	deduplicate under BTR-00695
BTR-00702	LIMEN-SIGNAL-F88B16B21293FB1B	candidate_for_parent_source_extraction	ru	https://doi.org/10.51775/2790-0886_2024_64_1_5	Постквантовая цифровая подпись SYRGA-1	Russian snippet explicitly discusses post-quantum public-key risk and signature algorithm work; useful technical parent context only.	technical parent-source context; no deployment, safety, or legal claim	extract for signature-durability background if relevant
BTR-00703	LIMEN-SIGNAL-FE640ED7DBDCF0B1	source_surface_only_no_case	ru	https://doi.org/10.36627/2618-8902-2023-3-3-170-177	Нейросети и брендинг. Искусственный интеллект как тест на человечность	Russian branding/neural-net article is AI-related but local metadata shows no PKI or provenance-transparency substance.	scholarly context only; no signed-evidence claim	do not promote; original-language check only for branding/AI context
