source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://presidence.gov.bi	closed_noncase_source_surface	https://www.presidence.gov.bi/	presidence.gov.bi	presidence.gov.bi		official_homepage	AI register		Burundi	Official presidency homepage surface only; no concrete AI event or finding identified in the supplied row or exact URL.	Source-surface accounting only.	Do not infer an AI register, deployment, harm, legality, or safety finding from the homepage.	Exact URL is the Burundi presidency homepage/navigation, not a bounded AI edge-case record.	Need a specific public record naming an AI system/action/finding.	Need a concrete edge-case with source text and bounded claim.	Close as noncase source surface.
https://procurement.gov.bz	closed_noncase_source_surface	https://procurement.gov.bz/	Government of Belize Procurement Portal	procurement.gov.bz		official_portal_homepage	algorithm register		Belize	Official procurement portal surface only; no concrete AI event or finding is present in this cluster.	Procurement portal exists as a source surface.	Do not infer algorithm-register absence/presence, procurement AI use, compliance, or misconduct.	Exact URL describes procurement resources/notices, not an AI edge-case event.	Need a procurement notice, award, complaint, audit, or other public record tied to a concrete AI use/finding.	Need original source text supporting a bounded AI edge-case.	Close as noncase source surface.
https://proto.cx/resource/namibias-government-to-launch-ai-agents-for-citizen-support-and-complaint-resolution	case_candidate_for_hardening	https://www.proto.cx/resource/namibias-government-to-launch-ai-agents-for-citizen-support-and-complaint-resolution	proto.cx	proto.cx	Vendor-reported Namibia ConsumerConnect AI-agent pilot for citizen support and complaint resolution	vendor_news_page	public-sector AI agent; complaint resolution; consumer protection	2025-12	Namibia	Proto reports that the Bank of Namibia and the Communications Regulatory Authority of Namibia launched a ConsumerConnect pilot using an integrated AI-agent network for citizen support and complaint resolution.	Vendor-reported pilot/launch claim only.	Do not assert official deployment status, effectiveness, safety, legality, regulatory findings, prevalence, or harm.	Exact vendor URL contains a bounded deployment/action claim with named public authorities and a concrete AI-agent use case; it needs hardening against original official sources before any core use.	Obtain official BON/CRAN/NAMFISA or procurement/project documentation and archive exact source text; confirm date, agencies, scope, and whether pilot is live.	After official-source hardening, decide if the public-sector complaint-resolution AI-agent pattern is obscure enough and evidence-supported.	Keep as case candidate for source hardening only.
https://regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2025/10/sou-2025101	closed_noncase_source_surface	https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2025/10/sou-2025101/	Anpassningar till AI-förordningen SOU 2025:101	regeringen.se		official_government_report_page	algorithm register; regulatory sandbox	2025-10	Sweden	Government Offices page for SOU 2025:101 on adapting to the EU AI Act; no concrete edge-case event/finding is extracted from this cluster.	Policy/report source surface only.	Do not treat proposed registration or sandbox text as a concrete incident, violation, deployment, or safety finding.	Legal/policy report pages are source surfaces unless they identify a bounded event/finding; this cluster does not.	Need a specific AI system/action/finding or authority decision from the report or another public record.	Need a concrete case-level record, not general AI Act adaptation text.	Close as noncase source surface.
https://regeringen.se/regeringens-politik/sveriges-ai-strategi/handlingsplan-for-sveriges-ai-strategi	closed_noncase_source_surface	https://www.regeringen.se/regeringens-politik/sveriges-ai-strategi/handlingsplan-for-sveriges-ai-strategi/	Government Offices of Sweden	regeringen.se		official_strategy_page	algorithm register		Sweden	Government AI strategy action-plan page; no concrete AI edge-case event/finding is present in the supplied cluster.	Strategy/action-plan source surface only.	Do not infer deployment, register operation, compliance, harm, or official finding.	Exact URL is a government strategy/action-plan page, not a case-level record.	Need a specific public record for an AI system/action/finding.	Need source text supporting a bounded edge-case.	Close as noncase source surface.
https://regjeringen.no/en/documents/nasjonal-strategi-for-kunstig-intelligens/id2685594	closed_noncase_source_surface	https://www.regjeringen.no/en/documents/nasjonal-strategi-for-kunstig-intelligens/id2685594/	regjeringen.no	regjeringen.no		official_strategy_page	AI register		Norway	Norwegian national AI strategy document surface; no concrete AI edge-case event/finding is present in this cluster.	Strategy document source surface only.	Do not infer algorithm register operation, deployment, violation, safety issue, or harm.	Input and exact locator identify a general strategy document; no bounded case record is supplied.	Need a specific public authority action, AI system record, audit, incident, or finding.	Need a case-level source rather than national strategy text.	Close as noncase source surface.
https://regulations.ai/regulations/croatia-2025-05-national-ai-plan-2032	closed_noncase_source_surface	https://regulations.ai/regulations/croatia-2025-05-national-ai-plan-2032	regulations.ai	regulations.ai		third_party_policy_index_page	algorithm register	2025-05	Croatia	Third-party regulations.ai page summarizes Croatia's national AI development plan; no concrete edge-case event/finding is extracted.	Third-party policy-index summary only.	Do not infer official adoption status, implementation, deployment, compliance, or harm beyond the page summary.	A policy/index page about a national AI plan is not a case-level edge-case record.	Need original official plan text and a specific bounded AI action/finding if one exists.	Need a concrete case-level source, not an index summary.	Close as noncase source surface.
https://research.utwente.nl/en/publications/9575ca06-ea5b-46ef-8705-ffdfff4f9a24	closed_noncase_source_surface	https://research.utwente.nl/en/publications/9575ca06-ea5b-46ef-8705-ffdfff4f9a24	research.utwente.nl	research.utwente.nl		academic_index_page	AI evidence; algorithm register		Netherlands	University of Twente research-output index page for 'Uomo Digitalis'; no concrete edge-case event/finding is identified in the cluster.	Bibliographic/index-page surface only.	Do not infer empirical finding, incident, deployment, legal status, or prevalence from the index page alone.	Scholarly/index pages are normally noncase unless the concrete event/finding is extracted; this row remains bibliographic.	Need the original text passage and a bounded finding/event tied to an AI edge-case.	Need source text and case-level claim, not citation metadata.	Close as noncase source surface.
https://ria.ee/riigi-infosusteem/tehisaru/aruait	closed_noncase_source_surface	https://ria.ee/riigi-infosusteem/tehisaru/aruait	Aruait	ria.ee		official_project_page	algorithm register; agentic state; public-sector AI	2026-06-12	Estonia	RIA page describes Aruait/Reason Reserve as an innovation project preparing rules and technical solutions for future public-sector autonomous AI assistants.	Official project-description/source-surface claim only.	Do not assert live deployment, safety, legal compliance, incident, effectiveness, or that binding actions are already performed by agents.	The exact page is a project and materials surface; it names a concrete initiative but not a concrete edge-case event/finding suitable for case extraction without a narrower record.	Need a specific pilot action, test result, incident, procurement, legal decision, or system record with exact text.	Need a bounded case-level edge-case after official-source extraction.	Close as noncase source surface; revisit only if a narrower Aruait record is supplied.
https://riigiteataja.ee/en/eli/523122024002/consolide	closed_noncase_source_surface	https://www.riigiteataja.ee/en/eli/523122024002/consolide	riigiteataja.ee	riigiteataja.ee		official_law_text	algorithm register; automated decision; regulatory sandbox; C2PA	2024-12-23	Estonia	Riigi Teataja consolidated law-text locator; no concrete AI edge-case event/finding is extracted from this cluster.	Legal-text source surface only.	Do not infer violation, enforcement, deployment, safety outcome, or compliance status.	Law text can frame requirements but is not itself a bounded AI case unless tied to a concrete action/finding.	Need a specific authority decision, case record, implementation record, or finding under the law.	Need case-level facts from a public source.	Close as noncase source surface.
