signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-D5DD33C14591E47A	translation_review_needed	translation-sensitive direct source surface	Plausible direct source surface but local evidence is materially non-English or translation-sensitive.	Existence/posture only pending translation-aware review.	Route to translation-aware source review.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/turkish-hebrew-language-records.jsonl
LIMEN-SIGNAL-D5DDB42BD0300B81	source_reviewed_candidate	direct named source surface	Names a concrete official, legal, registry, procurement, or institutional source surface.	Source-surface existence/posture only.	Retain for bounded direct source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-D5DEA3CF07C59E82	negative_evidence_candidate	negative or gap-check surface	Local metadata records a bounded negative, weak-source, or gap-check result.	Search-negative posture only; not proof of absence.	Keep as negative-evidence candidate.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-D5E308704E44D6B2	negative_evidence_candidate	negative or evidence-limit record	Local metadata records a bounded search-negative or evidence-limit result.	Search-negative posture only; not proof of absence.	Keep as negative-evidence candidate.	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-043/cross-project-mining-threshold-register.tsv
LIMEN-SIGNAL-D5E718E332A7B106	merge_existing_surface	already-modeled registry surface	Duplicates an already-modeled local registry/register surface.	Deduplicate to source-surface existence only.	Merge into the existing local surface record.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.preview.csv
LIMEN-SIGNAL-D5F37D73CE0166B2	merge_existing_surface	already-modeled registry surface	Duplicates an already-modeled local registry/register surface.	Deduplicate to source-surface existence only.	Merge into the existing local surface record.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-D5F74F1A7305CD51	source_reviewed_candidate	direct named source surface	Names a concrete official, legal, registry, procurement, or institutional source surface.	Source-surface existence/posture only.	Retain for bounded direct source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-D5FBFE07ECD75557	negative_evidence_candidate	negative or gap-check surface	Local metadata records a bounded negative, weak-source, or gap-check result.	Search-negative posture only; not proof of absence.	Keep as negative-evidence candidate.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv
LIMEN-SIGNAL-D6049BF1B2F7967C	negative_evidence_candidate	negative or gap-check surface	Local metadata records a bounded negative, weak-source, or gap-check result.	Search-negative posture only; not proof of absence.	Keep as negative-evidence candidate.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-D60A312EB4717090	source_reviewed_candidate	direct named source surface	Names a concrete official, legal, registry, procurement, or institutional source surface.	Source-surface existence/posture only.	Retain for bounded direct source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv
