row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01049	LIMEN-SIGNAL-BD7547FB635F1A22	url_extracted	https://www.rbv.gov.vu/images/Payment%20Systems/Legislation%20and%20Guidelines/National%20Regulatory%20Sandbox%20Guideline.pdf	Reserve Bank of Vanuatu - National Regulatory Sandbox Guideline	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:1974	Local source-refresh rollup explicitly records the RBV guideline PDF URL.	must resolve direct public source before promotion	Use extracted official guideline URL as bounded source-surface anchor.
SRPH-01050	LIMEN-SIGNAL-C0B4A5534C226F4E	url_extracted	https://www.bnr.rw/financial-stability/fintech/regulatory-sandbox/	National Bank of Rwanda - Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:447	Local source-refresh rollup explicitly records the BNR sandbox page URL.	Surface existence and source posture only from local metadata; no broader inference.	Use extracted BNR page URL; keep sectoral-sandbox boundary.
SRPH-01051	LIMEN-SIGNAL-C1475AF9FD395C26	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7-10	Cached FCA HTML contains canonical and og:url for the sandbox page.	source-surface existence only; no deployment, legality, prevalence, or safety inference	Use canonical URL for bounded source-surface review.
SRPH-01052	LIMEN-SIGNAL-C4741FC256D3B135	url_extracted	https://fsaseychelles.sc/regulated-entities/regulatory-sandbox	Financial Services Authority Seychelles - Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:472	Local source-refresh rollup explicitly records the FSA regulatory sandbox URL.	source-surface existence only; do not infer truth, legality, safety, compliance, prevalence, or ranking	Use extracted FSA page URL; do not promote AI-specific claims.
SRPH-01053	LIMEN-SIGNAL-C5FE01B12A8C93A6	url_extracted	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Singapore MAS FinTech Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-international-20260603T133212Z:1802-1804	Seed metadata has explicit url field for the MAS sandbox.	must resolve direct public source before promotion	Use seed URL as bounded source-surface anchor.
SRPH-01054	LIMEN-SIGNAL-C63FDD6BAB5873DF	url_extracted	https://www.cbb.gov.bh/fintech/	Central Bank of Bahrain - FinTech & Innovation	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:4468	Local source-refresh rollup explicitly records the CBB FinTech sandbox page URL.	surface existence only; no legality or deployment inference	Use CBB page URL; keep fintech-sandbox boundary.
SRPH-01055	LIMEN-SIGNAL-C7251753713BED2F	url_extracted	https://fsaseychelles.sc/regulated-entities/regulatory-sandbox	Financial Services Authority Seychelles - Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:472	Same local FSA source-refresh row resolves this Seychelles sandbox surface.	surface existence only; not an AI-specific sandbox claim	Use extracted FSA page URL; do not promote AI-specific claims.
SRPH-01056	LIMEN-SIGNAL-C935BFD2186FCF01	url_extracted	https://www.secp.gov.pk/regulatory-sandbox/	SECP Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3295	Local source-refresh rollup explicitly records the SECP sandbox page URL.	source-surface existence only	Use SECP URL as bounded source-surface anchor.
SRPH-01057	LIMEN-SIGNAL-C947D9E8254F2160	url_extracted	https://cbi.iq/news/view/2871	Central Bank of Iraq - Tasks of the Information Technology and Payments Department	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:2870	Local source-refresh rollup explicitly records the CBI page URL for the sandbox mention.	source-surface existence only	Use CBI URL; keep sectoral fintech/payments boundary.
SRPH-01058	LIMEN-SIGNAL-CAE81AE7C2FC1F26	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox	Financial Conduct Authority Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:7-10	Cached FCA HTML contains canonical and og:url for the sandbox page.	surface existence only; no legality, safety, prevalence, or compliance inference	Use canonical URL for bounded source-surface review.
SRPH-01059	LIMEN-SIGNAL-CB07CAA51CA79E5B	url_extracted	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Singapore MAS FinTech Regulatory Sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:3114-3116	Seed metadata has explicit url field for the MAS sandbox.	surface existence only; no legality, safety, prevalence, or compliance inference	Use seed URL as bounded source-surface anchor.
SRPH-01060	LIMEN-SIGNAL-D4E6EC2CF540F853	url_extracted	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Supreme Court of Palau - Policy on the Use of Artificial Intelligence in the Courts	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:1619	Local source-refresh rollup explicitly records the Palau court AI policy PDF URL.	Surface existence/posture only from local metadata.	Use court-policy PDF as bounded source-surface anchor.
SRPH-01061	LIMEN-SIGNAL-F4CD34C4B7F09A0A	url_extracted	https://www.whitehouse.gov/wp-content/uploads/2025/02/M-25-22-Driving-Efficient-Acquisition-of-Artificial-Intelligence-in-Government.pdf	OMB M-25-22 Driving Efficient Acquisition of Artificial Intelligence in Government	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3750	Local source-refresh rollup explicitly records the OMB M-25-22 PDF URL.	source-surface existence review only	Use M-25-22 URL only for federal procurement source-surface review.
SRPH-01062	LIMEN-SIGNAL-FBBFF181468ED092	url_extracted	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Digdir - Anskaffelse av generativ KI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:4013	Local source-refresh rollup explicitly records the Digdir GenAI guidance URL.	source-surface existence only	Use Digdir guidance URL; keep non-binding and non-SJ-specific boundary.
SRPH-01100	LIMEN-SIGNAL-04DE4E043C301817	url_extracted	https://ted.europa.eu/en/notice/-/detail/126018-2024	TED notice 126018-2024	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/procurement-signals-v0.1.csv:3	Referenced local procurement-signals artifact explicitly maps ted-126018-2024 to the public TED notice URL.	source-surface existence/relevance only	Use TED notice URL only as source-surface anchor for buyer-scope review.
