row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01066	LIMEN-SIGNAL-028512E1FE895E5E	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:1261	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; scope may be sectoral/federal/reactive, not comprehensive	parent_source_extraction_or_hold
SRPH-01067	LIMEN-SIGNAL-038245FBC8A6ABA0	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:932	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; scope may be sectoral/federal/reactive, not comprehensive	parent_source_extraction_or_hold
SRPH-01068	LIMEN-SIGNAL-03EBE57C2ACCE629	url_extracted	https://www.fca.org.uk/firms/innovation/regulatory-sandbox/apply	FCA	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:1589	local HTML exposes canonical URL plus relative href	source-surface existence/relevance only	source_surface_review_only_no_case_promotion
SRPH-01069	LIMEN-SIGNAL-043DDD82CBE80847	url_extracted	https://www.ca.go.ke/regulatory-sandbox	www.ca.go.ke	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-seeds-20260605T041340Z:4650	explicit http(s) URL recovered from local row/context	source-surface existence/relevance only	source_surface_review_only_no_case_promotion
SRPH-01070	LIMEN-SIGNAL-04F831AB4EBC08AA	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:395	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface existence/relevance only	parent_source_extraction_or_hold
SRPH-01071	LIMEN-SIGNAL-070FC713A578823D	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1408	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; scope may be sectoral/federal/reactive, not comprehensive	parent_source_extraction_or_hold
SRPH-01072	LIMEN-SIGNAL-092F8ABB80410FC9	url_extracted	https://www.fca.org.uk/publication/fca/fca-regulatory-sandbox-guide.pdf	FCA	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:1644	local HTML exposes canonical URL plus relative href	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	source_surface_review_only_no_case_promotion
SRPH-01073	LIMEN-SIGNAL-0CF16AC3FE5E0D42	url_extracted	https://www.fca.org.uk/sites/default/files/images/fca-logo-social-media.jpg	FCA	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html:51	explicit http(s) URL recovered from local row/context	must resolve direct public source before promotion	source_surface_review_only_no_case_promotion
SRPH-01074	LIMEN-SIGNAL-0F9A217E9CC3D2EA	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:589	local row is a wrapper/cache lead; no explicit original public URL recovered locally	existence of named source surface only	parent_source_extraction_or_hold
SRPH-01075	LIMEN-SIGNAL-0FAF623F1FB115CE	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:98	local row is a wrapper/cache lead; no explicit original public URL recovered locally	existence of named source surface only	parent_source_extraction_or_hold
