queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00417	LIMEN-SIGNAL-2143C804119D59A7	translation_source_reviewed	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Italian Garante AI hub is an official regulator surface; local snippet supports AI/AI Act/GDPR vocabulary only, not a case claim.	official source-surface/context only; no incident or legal finding	bounded parent-source extraction of original Italian page if needed
BTR-00418	LIMEN-SIGNAL-224FB15F0BB89F51	source_surface_only_no_case	nl	https://www.rdi.nl/onderwerpen/technologische-ontwikkelingen/kunstmatige-intelligentie	Kunstmatige intelligentie (AI) - Rijksinspectie Digitale Infrastructuur (RDI)	Dutch RDI AI page is a nearest official AI-supervision surface; local note explicitly found no BQ regulatory sandbox evidence.	source/context surface only; no sandbox or edge-case claim	retain as context or seek a concrete sandbox source separately
BTR-00419	LIMEN-SIGNAL-240778BA820A4A67	source_surface_only_no_case	en	https://www.frc.mn/resource/frc/Document/2023/01/10/c0zszjpdskfvfyn3/Regulation%20on%20Sandbox%20Environment.pdf	Regulation on Sandbox Environment - Financial Regulatory Commission of Mongolia and Bank of Mongolia	Local row supports a financial-technology sandbox regulation, but explicitly says it is not a general AI sandbox.	financial-sector sandbox surface only; no AI sandbox claim	retain as sectoral context; do not promote as AI case
BTR-00420	LIMEN-SIGNAL-24CA276C2C8DA96E	source_surface_only_no_case	no	https://www.digdir.no/kunstig-intelligens/digdir-lanserer-tverrsektoriell-oversikt-over-offentlig-ki-bruk/4331	Digdir public-sector AI overview	Local delta says Digdir overview is voluntary and non-exhaustive; no comprehensive SJ algorithm register or mandatory AI register is evidenced.	bounded transparency-context only; no register absence/legal finding beyond checked local source	keep with warning or seek mandatory register evidence separately
BTR-00421	LIMEN-SIGNAL-24E016384072C6C9	translation_source_reviewed	fr	https://www.numerique.gouv.fr/actualites/politique-de-la-donnee-des-algorithmes-et-des-codes-sources-une-circulaire-du-premier-ministre-renouvelle-lambition-francaise/	Politique de la donnée des algorithmes et des codes sources - DINUM	French government page supports policy ambition around data, algorithms and source code; local note says no complete national algorithm register was found.	policy/context surface only; no complete-register claim	extract as French policy context only if parent source needs it
BTR-00422	LIMEN-SIGNAL-24E74DE4425285C3	candidate_for_parent_source_extraction	en	https://au.int/es/node/42078	AU Data Policy Framework - African Union	Official AU Data Policy Framework page is English/not translation-needed and useful as governance vocabulary/source context; no concrete edge-case claim is explicit.	parent-source context candidate only; no case-level promotion	extract canonical metadata and preserve as contextual source
BTR-00423	LIMEN-SIGNAL-253219BF7CD64835	candidate_for_parent_source_extraction	en	https://fmcide.gov.ng/initiative/nais/	Nigeria National Artificial Intelligence Strategy	Official Nigeria ministry AI strategy page is English and source-level relevant; local snippet supports strategy existence only.	parent-source context candidate only; no policy/legal/safety finding	extract canonical source metadata; no reviewed-core promotion
BTR-00424	LIMEN-SIGNAL-25893CED45E28324	source_surface_only_no_case	ca	https://www.afa.ad/ca/entitats-supervisades/actius-digitals/innovacio-fintech-2	Innovació & FinTech - Andorran Financial Authority	Catalan AFA page indicates FinTech/innovation contact surface; local note did not identify operational regulatory sandbox rules or cohorts.	innovation-contact surface only; no sandbox case claim	seek concrete sandbox rules/cohorts before any uplift
BTR-00425	LIMEN-SIGNAL-258BE286A82D2DF0	source_surface_only_no_case	fr	https://www.cnmp.gouv.ht/documents/type/appels_offres	Appels d’offres - CNMP Haiti	French tender page supports general procurement publication infrastructure; local note says it is not AI procurement governance.	general procurement surface only; no AI procurement claim	retain as context or seek AI-specific procurement source separately
BTR-00426	LIMEN-SIGNAL-25DA472928530476	source_surface_only_no_case	bg	https://www.strategy.bg/bg/search?search=%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%8A%D1%80%20%D0%B0%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC%D0%B8	Strategy.bg search for algorithm-register terms	Bulgarian government portal search row is bounded negative evidence only; it reports no register found in checked searches, not definitive absence.	search-surface/negative-evidence context only; no legal absence finding	retain as bounded negative note; do not promote
BTR-00427	LIMEN-SIGNAL-263E659366BB5375	cross_project_duplicate	bg	https://www.strategy.bg/bg/search?search=%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%8A%D1%80%20%D0%B0%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC%D0%B8	Strategy.bg search for algorithm-register terms	Duplicate Bulgarian Strategy.bg algorithm-register search evidence already represented by BTR-00426 in this batch.	duplicate processing surface only; inherit no case-level claim	deduplicate against BTR-00426
BTR-00428	LIMEN-SIGNAL-266E9EDF284906B8	source_surface_only_no_case	es	https://www.gob.pe/institucion/pcm/noticias/570133-pcm-peru-reafirma-compromiso-con-la-integridad-lucha-anticorrupcion-y-confianza-ciudadana-priorizando-publicacion-y-uso-de-datos-abiertos	PCM Peru open-data/integrity news	Spanish PCM news is indirect open-data/transparency evidence; local note explicitly says no public algorithm register found.	indirect transparency context only; no algorithm-register claim	retain as context; seek direct register evidence separately
BTR-00429	LIMEN-SIGNAL-2671E68EAFF0385E	candidate_for_parent_source_extraction	en	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	Official AU Continental AI Strategy PDF is English and source-level relevant for governance/regulation context; no concrete edge-case claim is explicit.	parent-source context candidate only; no case-level promotion	extract canonical PDF metadata and provenance only
BTR-00430	LIMEN-SIGNAL-2677B403784B4A4E	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Duplicate Garante Privacy AI hub surface already reviewed as BTR-00417; same official Italian regulator source.	duplicate source-surface/context only; no case-level claim	deduplicate against BTR-00417
BTR-00431	LIMEN-SIGNAL-28BD5A766783069A	translation_source_reviewed	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	AIGC - ETDA AI Governance Center	Thai ETDA AIGC page is an official governance-clinic/guidance surface; local metadata supports source existence and sandbox-adjacent context only.	official source-surface/context only; no sandbox, policy, or safety finding	bounded Thai-source extraction if needed; preserve original-language witness
BTR-00432	LIMEN-SIGNAL-2952FDFB479C3833	cross_project_duplicate	en	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	Duplicate AU Continental AI Strategy PDF surface already reviewed as BTR-00429 in this batch.	duplicate parent-source context only; no case-level promotion	deduplicate against BTR-00429
