signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-9C574C874AA9E7F6	source_reviewed_candidate	direct_surface_candidate	Named official guidance surface in local source-pack row.	source-surface existence only; no truth, legality, safety, compliance, or prevalence claims	queue bounded direct source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-9C5BDA49DF88B7A1	merge_existing_surface	direct_surface_candidate	Points to already-modeled Amsterdam Algorithm Register surface.	surface existence only; avoid duplicate promotion or counting	dedupe against existing modeled surface	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-international-20260603T133212Z
LIMEN-SIGNAL-9C5EC51DB2DB81FC	needs_named_source_extraction	needs_source_resolution	Lane note points to a region of sources, not a named surface.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/nordic-language-latest.md
LIMEN-SIGNAL-9C6E6CDB63DDDC2E	reject_noise	needs_source_resolution	Derived scholarly index metadata, not a direct source surface.	artifact classification only; not evidence of a direct source surface	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/russian-language-records.jsonl
LIMEN-SIGNAL-9C6EBB94A6E59364	negative_evidence_candidate	needs_source_resolution	Local summary records a scoped no-sandbox finding.	scoped absence/evidence-limit signal only; no population or finality claims	retain in negative-evidence lane	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SUMMARY.md
LIMEN-SIGNAL-9C73E2432C750FEA	needs_named_source_extraction	direct_surface_candidate	Country profile implies sources but names no reviewable surface.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md
LIMEN-SIGNAL-9C77F415435525E9	merge_existing_surface	source_pack_proxy_candidate	Proxy points to already-modeled Helsinki AI Register surface.	surface existence only; avoid duplicate promotion or counting	dedupe against existing modeled surface	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-9b3e4d8c07f744a5.bin
LIMEN-SIGNAL-9C7B219CF8D2056E	merge_existing_surface	source_pack_proxy_candidate	Gap-map sample duplicates existing Helsinki AI Register surface.	surface existence only; avoid duplicate promotion or counting	dedupe against existing modeled surface	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.preview.csv
LIMEN-SIGNAL-9C80C541701F149C	needs_named_source_extraction	direct_surface_candidate	Research-queue row is a country prompt, not a named source.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9C80CCDBDD8E8AC9	negative_evidence_candidate	direct_surface_candidate	Matrix row records no algorithm register found.	scoped absence/evidence-limit signal only; no population or finality claims	retain in negative-evidence lane	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-9C822E8116BE8BB4	merge_existing_surface	source_pack_proxy_candidate	Menu-item proxy duplicates existing Helsinki AI Register surface.	surface existence only; avoid duplicate promotion or counting	dedupe against existing modeled surface	/srv/tyche/gaia/tyche-research-vault/submissions/eu-agent-atlas-release-2026-06-01/02-zenodo-artifact/artifact/data/eu-agent-atlas-v0.1/snapshots/ai.hel.fi-9b3e4d8c07f744a5.bin
LIMEN-SIGNAL-9C8835E31D16333B	needs_named_source_extraction	direct_surface_candidate	Research-queue row is a country prompt, not a named source.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9C8A03F10474656D	needs_named_source_extraction	direct_surface_candidate	Atlas record implies an underlying register but not the source page.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/records.jsonl
LIMEN-SIGNAL-9C8B37EC2CCB501D	needs_named_source_extraction	direct_surface_candidate	Research-queue row is a country prompt, not a named source.	underlying source may exist, but this row does not expose it yet	extract named source from local artifact	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv
LIMEN-SIGNAL-9C8E8E5E35F772BA	translation_review_needed	direct_surface_candidate	Official Spanish legal source is named but translation-sensitive.	source-surface existence only pending translation-sensitive review	route to translation-aware source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv
