queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-02378	LIMEN-SIGNAL-89D95E45513198DF	source_surface_triage	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	148	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02379	LIMEN-SIGNAL-89E36D4EA3F5C9D0	source_surface_triage	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	173	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02380	LIMEN-SIGNAL-89E3F3A3A80FE988	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	170	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02381	LIMEN-SIGNAL-89F5118B64AD1888	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	94	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02382	LIMEN-SIGNAL-8AD30F2A656A979F	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	117	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02383	LIMEN-SIGNAL-8BF0A8E07FDDDBF6	source_surface_triage	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	161	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02384	LIMEN-SIGNAL-8CE1F793D8DC08A2	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	94	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02385	LIMEN-SIGNAL-8D069DF8087B40A3	source_surface_triage	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	146	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02386	LIMEN-SIGNAL-8D6F6FD52607CE06	source_surface_triage	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	102	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02387	LIMEN-SIGNAL-8D94274E726A428C	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	144	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02388	LIMEN-SIGNAL-8DAFF31396CB086A	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	180	Aggregate country/index row does not expose a named reviewable source surface.	local aggregate metadata only	extract named source surface before review
BPSE-02389	LIMEN-SIGNAL-8DD0920833DC449E	source_surface_triage	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	96	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02390	LIMEN-SIGNAL-8E082DB2C8FD2054	source_surface_triage	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	167	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
BPSE-02391	LIMEN-SIGNAL-8E3D71F1F0455467	source_surface_triage	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	113	Research-queue row lists search targets/query pack but no named reviewable source surface.	local query-pack metadata only	extract named source surface before review
