signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-51E2C9B7A266EB7E	reject_noise	internal_or_derived_noise	Local artifact is internal prose, code, analytic output, or other derived noise rather than a direct-source queue item.	No direct-source claim should be made from this derived or internal artifact alone.	Drop from the direct-source queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192929Z/claim-support-digest.json
LIMEN-SIGNAL-51E6DBD3CB278459	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-india-records.jsonl
LIMEN-SIGNAL-51F28B869002F506	translation_review_needed	translation_sensitive_surface	Local row names a plausible direct source surface, but the evidence is materially non-English or translation-sensitive.	Surface plausibility only pending translation-aware review.	Route to translation-aware source review.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv
LIMEN-SIGNAL-51F553D0E104F1F1	needs_named_source_extraction	proxy_or_wrapper_surface	Local row points toward an underlying source surface but does not yet expose the named reviewable surface cleanly.	Only indicates an underlying source family; named direct surface not yet extracted.	Extract the named direct source surface from local evidence.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json
LIMEN-SIGNAL-52082C96DF4D81CC	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-52194E440841A4D6	needs_named_source_extraction	proxy_or_wrapper_surface	Local row points toward an underlying source surface but does not yet expose the named reviewable surface cleanly.	Only indicates an underlying source family; named direct surface not yet extracted.	Extract the named direct source surface from local evidence.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193210Z/claim-support-digest.json
LIMEN-SIGNAL-522A6822039E208C	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv
LIMEN-SIGNAL-523297B971EB6F35	negative_evidence_candidate	negative_or_gap_signal	Local row is a search-negative, gap-warning, or absence-evidence summary rather than a promotable direct source surface.	Negative or gap evidence only; do not infer that no source exists.	Keep in negative-evidence tracking, not the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
LIMEN-SIGNAL-523FF6381A1918AD	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv
LIMEN-SIGNAL-52404537FCFF3146	negative_evidence_candidate	negative_or_gap_signal	Local row is a search-negative, gap-warning, or absence-evidence summary rather than a promotable direct source surface.	Negative or gap evidence only; do not infer that no source exists.	Keep in negative-evidence tracking, not the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-524F80DC724ADAB2	reject_noise	internal_or_derived_noise	Local artifact is internal prose, code, analytic output, or other derived noise rather than a direct-source queue item.	No direct-source claim should be made from this derived or internal artifact alone.	Drop from the direct-source queue.	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/snapshots/ibm.com-0c76bbd1500036b8.bin
LIMEN-SIGNAL-52677398C3337BD7	reject_noise	internal_or_derived_noise	Local artifact is internal prose, code, analytic output, or other derived noise rather than a direct-source queue item.	No direct-source claim should be made from this derived or internal artifact alone.	Drop from the direct-source queue.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/lanes/articles-books-proceedings-latest.jsonl
LIMEN-SIGNAL-5289D27A63DDA039	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv
LIMEN-SIGNAL-529250EFEDB2C5D7	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv
LIMEN-SIGNAL-5296705366274930	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv
LIMEN-SIGNAL-529B047A9B72E588	negative_evidence_candidate	negative_or_gap_signal	Local row is a search-negative, gap-warning, or absence-evidence summary rather than a promotable direct source surface.	Negative or gap evidence only; do not infer that no source exists.	Keep in negative-evidence tracking, not the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv
LIMEN-SIGNAL-52A463C9E97D1854	needs_named_source_extraction	proxy_or_wrapper_surface	Local row points toward an underlying source surface but does not yet expose the named reviewable surface cleanly.	Only indicates an underlying source family; named direct surface not yet extracted.	Extract the named direct source surface from local evidence.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-288-active-lanes-37-malaysia-public-sector-ai-governance/laws.jsonl
LIMEN-SIGNAL-52A8DA87885822CC	translation_review_needed	translation_sensitive_surface	Local row names a plausible direct source surface, but the evidence is materially non-English or translation-sensitive.	Surface plausibility only pending translation-aware review.	Route to translation-aware source review.	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json
LIMEN-SIGNAL-52AABDC59C84588E	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html
LIMEN-SIGNAL-52ABACCC0F4CBA94	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-my-jdn-public-sector-ai-adoption-guidelines__1__www.jdn.gov.my__direct_public_fetch__ed6bbb2ca5fded04.html
LIMEN-SIGNAL-52AC9E2A03C5766D	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Dutch Algorithm Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv
LIMEN-SIGNAL-52B32011B6A0D402	merge_existing_surface	existing_modeled_surface	Local row duplicates or repackages an already-modeled Government of Canada AI Register surface.	Treat only as duplicate support for an existing modeled surface, not as a new source surface.	Merge into the existing modeled surface and deduplicate this queue item.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-52E21150B950C6CE	negative_evidence_candidate	negative_or_gap_signal	Local row is a search-negative, gap-warning, or absence-evidence summary rather than a promotable direct source surface.	Negative or gap evidence only; do not infer that no source exists.	Keep in negative-evidence tracking, not the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_COUNTRY_SCORE_DELTA.csv
LIMEN-SIGNAL-52ECE65D2DF41997	source_reviewed_candidate	direct_source_surface	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	Surface existence and source posture only from the named local source surface.	Open bounded source review on the named surface.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-52F2638B85908409	negative_evidence_candidate	negative_or_gap_signal	Local row is a search-negative, gap-warning, or absence-evidence summary rather than a promotable direct source surface.	Negative or gap evidence only; do not infer that no source exists.	Keep in negative-evidence tracking, not the direct-source queue.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
