signal_id	source_review_verdict	source_review_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-B955707DEF20CCD8	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv
LIMEN-SIGNAL-B95F809805FDB231	negative_evidence_candidate	negative_evidence	Local metadata records a negative/gap check rather than a named positive source surface.	absence or limit evidence only	keep only if negative-evidence lane needs it	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-B96119D5FF241246	reject_noise	derived_artifact	Internal manuscript/config/script/scholarly artifact, not a direct source surface.	metadata-only triage of derived artifact	drop from direct-source queue	/srv/tyche/pallas/pallas-ai-agent-observatory/results/pallas-gaia-bridge/paper-claim-signals.md
LIMEN-SIGNAL-B966ED76056774C5	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_CANDIDATE_MATRIX_DELTA.csv
LIMEN-SIGNAL-B983C30058C7FEA4	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/verification/p0-source-packs/p0-verification-source-packs-v0.2.jsonl
LIMEN-SIGNAL-B98BDC3FD98AB0BE	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/RESULT.md
LIMEN-SIGNAL-B992680524DE90B0	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv
LIMEN-SIGNAL-B9A849FB3BBE9372	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv
LIMEN-SIGNAL-B9ECE6932DD12392	merge_existing_surface	already_modeled_surface	Points to an already-modeled registry/register family; deduplicate instead of promoting again.	existing modeled surface only	merge into existing local surface family	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv
LIMEN-SIGNAL-BA01B8B158E0F28C	reject_noise	derived_artifact	Internal manuscript/config/script/scholarly artifact, not a direct source surface.	metadata-only triage of derived artifact	drop from direct-source queue	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-v0.2.md
LIMEN-SIGNAL-BA2B8885C2987DC6	negative_evidence_candidate	negative_evidence	Local metadata records a negative/gap check rather than a named positive source surface.	absence or limit evidence only	keep only if negative-evidence lane needs it	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv
LIMEN-SIGNAL-BA2C1C2DECAE6C25	negative_evidence_candidate	negative_evidence	Local metadata records a negative/gap check rather than a named positive source surface.	absence or limit evidence only	keep only if negative-evidence lane needs it	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-BA54063D4CD308C4	merge_existing_surface	already_modeled_surface	Points to an already-modeled registry/register family; deduplicate instead of promoting again.	existing modeled surface only	merge into existing local surface family	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/deployed-gap-map-field-coding-template-v0.1.csv
LIMEN-SIGNAL-BA551AD8CA5C3C64	negative_evidence_candidate	negative_evidence	Local metadata records a negative/gap check rather than a named positive source surface.	absence or limit evidence only	keep only if negative-evidence lane needs it	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv
LIMEN-SIGNAL-BA609EB9C8AF9FE9	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/projects/public-ai-registry/data/registry-sample-records-v0.2.csv
LIMEN-SIGNAL-BA60B4EB250C1615	reject_noise	derived_artifact	Internal manuscript/config/script/scholarly artifact, not a direct source surface.	metadata-only triage of derived artifact	drop from direct-source queue	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/systematic-literature-screening-20260608.csv
LIMEN-SIGNAL-BA9A4C14DAAADBEF	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv
LIMEN-SIGNAL-BAA3C8A778679A7C	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv
LIMEN-SIGNAL-BAD7D3A4BBB6F1DF	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/data/facts.json
LIMEN-SIGNAL-BAE210515BEB0F2C	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv
LIMEN-SIGNAL-BAE87FF587FD9C87	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-BAEBA28D0AF188EE	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/global-agent-atlas-v0.1/exports/global-agent-atlas-laws-v0.1.csv
LIMEN-SIGNAL-BAEEA2782AE8FB1C	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv
LIMEN-SIGNAL-BAFAA072C5F23BDD	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/data/exports/global-agent-atlas-laws-v0.1.csv
LIMEN-SIGNAL-BB10FFD1D05ADA0C	translation_review_needed	translation_sensitive_surface	Plausible direct official surface, but local evidence is materially non-English or translation-sensitive.	source-surface existence only pending translation-safe review	route to translation-aware source review	/srv/tyche/gaia/tyche-research-vault/submissions/eu-agent-atlas-release-2026-06-01/02-zenodo-artifact/artifact/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv
LIMEN-SIGNAL-BB2516034848A100	reject_noise	derived_artifact	Internal manuscript/config/script/scholarly artifact, not a direct source surface.	metadata-only triage of derived artifact	drop from direct-source queue	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-010/taxonomy-threshold-next-move-board.tsv
LIMEN-SIGNAL-BB3EA61820D5E031	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/records.jsonl.bak-cycle165
LIMEN-SIGNAL-BB42E3F5E42569EA	needs_named_source_extraction	proxy_or_pack	Local row is a source-pack/proxy/adjacent artifact; extract the named direct source surface first.	metadata names at most an underlying source family	extract named direct source from local pack	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_ESTONIA_FLAGSHIP_CASE_STUDY.md
