row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01116	LIMEN-SIGNAL-8BF7ECEC6204F501	url_extracted	https://www.sca.gov.ae/en/regulations/fintech-regulatory-sandbox	FinTech Regulatory Sandbox - Capital Market Authority / Securities and Commodities Authority	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3762	Local source-refresh row explicitly gives official regulator sandbox URL.	surface existence/reviewability only	Use named URL for bounded source-surface hardening only.
SRPH-01117	LIMEN-SIGNAL-8C1EFF0941EDE751	url_extracted	https://www.digdir.no/kunstig-intelligens/digdir-lanserer-tverrsektoriell-oversikt-over-offentlig-ki-bruk/4331	Digdir lanserer tverrsektoriell oversikt over offentlig KI-bruk	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/pallas-hardening-sprint-14/no-source-hardening.md:61	Local hardening prompt and seed metadata explicitly give Digdir overview URL.	surface existence/reviewability only	Use named URL for bounded source-surface hardening only; translation-aware review may be needed.
SRPH-01118	LIMEN-SIGNAL-99524C81A8208BFD	url_extracted	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	AESIA 07 Data and Data Governance Guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:8	Local AESIA guide link list maps the text file to explicit PDF URL.	bounded source-surface existence only	Use named PDF URL for bounded source-surface hardening only.
SRPH-01119	LIMEN-SIGNAL-9A89D2425048587A	url_extracted	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	AESIA 07 Data and Data Governance Guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:8	Local AESIA guide link list maps the text file to explicit PDF URL.	bounded source-surface existence only	Use named PDF URL for bounded source-surface hardening only.
SRPH-01120	LIMEN-SIGNAL-B42E737EE7263BEF	url_extracted	https://www.boz.zm/financial-stability/regulatory-sandbox	Regulatory Sandbox - Bank of Zambia	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:302	Local source-refresh row explicitly gives Bank of Zambia sandbox URL.	source-surface existence only from local metadata/files	Use named URL for bounded source-surface hardening only.
SRPH-01121	LIMEN-SIGNAL-BA0359589CBE748D	wrapper_needs_parent_source		Jordan observability research queue query wrapper	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:37	Row is a query/research-queue wrapper with no explicit public URL in local row or nearby context.	May claim only that this named source surface exists locally for bounded source-surface review.	Resolve a concrete Jordan parent source from local source packs before source-surface hardening.
SRPH-01122	LIMEN-SIGNAL-C3CE67F1E6CB4B45	url_extracted	https://aesia.digital.gob.es/en/guides	AESIA guides from the Spanish AI regulatory sandbox pilot	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-international-20260603T133212Z:1937-1939	Local seed metadata explicitly gives AESIA guides URL.	source-surface existence only; do not infer truth, legality, safety, compliance, prevalence, or ranking	Use named URL for bounded source-surface hardening only.
SRPH-01123	LIMEN-SIGNAL-C6DFB33B4423D530	url_extracted	https://aesia.digital.gob.es/storage/media/a6cb3106-da51-4044-84da-c6b1bebe98d9.pdf	AESIA Practical guide and examples to understand AI Act	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:18; /srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-page.html:431	Local AESIA guide links/page explicitly map the text snapshot to the PDF URL.	surface existence only; no legal-effect inference	Use named PDF URL for bounded source-surface hardening only.
SRPH-01124	LIMEN-SIGNAL-C9D152CAF4DACFB0	url_extracted	https://aesia.digital.gob.es/en/guides	AESIA guides from the Spanish AI regulatory sandbox pilot	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-seeds-20260605T041340Z:3249-3251	Local seed metadata explicitly gives AESIA guides URL.	surface existence only; no legality, safety, prevalence, or compliance inference	Use named URL for bounded source-surface hardening only.
SRPH-01125	LIMEN-SIGNAL-D9A97C627EF0E81C	url_extracted	https://palaucourts.gov.pw/upload/P1408/2533024200393.pdf	Policy on the Use of Artificial Intelligence in the Courts - Supreme Court of Palau	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:1619	Local source-refresh row explicitly gives official judiciary AI policy PDF URL.	Source-surface existence/posture only.	Use named PDF URL for bounded source-surface hardening only.
