row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01116	LIMEN-SIGNAL-8BF7ECEC6204F501	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_CANDIDATE_MATRIX_DELTA.csv	4	"ae-source-hardening,AE,United Arab Emirates,I03,2,M,2,H,confidence_only,""SCA/CMA FinTech Regulatory Sandbox page is accessible and detailed; CBUAE and UAE regulatory-sandbox leads remain official but some were bot-blocked/timed out. Evidenc"	Local artifact names a concrete official, institutional, register, regulator, statute, or dataset surface suitable for bounded source-surface review.	surface existence/reviewability only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01117	LIMEN-SIGNAL-8C1EFF0941EDE751	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	AI register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	908	"13,SJ,Svalbard and Jan Mayen,I05,,1,M,1,H,,true,,""No score uplift but confidence improves: Digdir's AI overview is an official public-sector AI transparency layer, yet Digdir describes it as outreach-based and voluntary, not exhaustive; no"	Local artifact names a concrete official, institutional, register, regulator, statute, or dataset surface suitable for bounded source-surface review.	surface existence/reviewability only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01118	LIMEN-SIGNAL-99524C81A8208BFD	needs_named_url_extraction	P3	regulator_or_public_authority	named direct source surface	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/07-data-and-data-governance-guideline.txt	2588	through automated decision-making could have a much greater impact.	local official guideline text is itself a direct official source surface	bounded source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01119	LIMEN-SIGNAL-9A89D2425048587A	needs_named_url_extraction	P3	regulator_or_public_authority	named direct source surface	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/07-data-and-data-governance-guideline.txt	1101	automated decision-making processes.	local official guideline text is itself a direct official source surface	bounded source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01120	LIMEN-SIGNAL-B42E737EE7263BEF	needs_named_url_extraction	P3	regulator_or_public_authority	official_sectoral_sandbox	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_CANDIDATE_MATRIX_DELTA.csv	154	"ZM,I03,1,L,2,M,""BoZ regulatory sandbox page/guidelines evidence an operational financial-sector sandbox; AI Strategy separately promises AI regulatory/data sandboxes. Candidate +1 because sandbox evidence is now official/operational, but it"	BoZ sandbox page/guidelines are a concrete official sandbox surface even though the row notes it is not AI-specific.	source-surface existence only from local metadata/files	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01121	LIMEN-SIGNAL-BA0359589CBE748D	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	37	JO,Jordan,high,D thin visibility,high,Jordan AI Act implementation competent authority; Jordan algorithm register public sector AI; Jordan AI regulatory sandbox; Jordan AI procurement public sector guidance; Jordan AI audit logs provenance	Local metadata names a concrete official or institutional source surface suitable for bounded source-surface review.	May claim only that this named source surface exists locally for bounded source-surface review.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01122	LIMEN-SIGNAL-C3CE67F1E6CB4B45	needs_named_url_extraction	P3	regulator_or_public_authority	official_guidance_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-international-20260603T133212Z	1937	"title: ""AESIA guides from the Spanish AI regulatory sandbox pilot"","	named AESIA guides page is a concrete official sandbox-output source	source-surface existence only; do not infer truth, legality, safety, compliance, prevalence, or ranking	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01123	LIMEN-SIGNAL-C6DFB33B4423D530	needs_named_url_extraction	P3	regulator_or_public_authority	official sandbox guidance	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/a6cb3106-da51-4044-84da-c6b1bebe98d9.txt	9	development of the Spanish AI regulatory sandbox pilot, in	local text names the Spanish AI regulatory sandbox pilot guide	surface existence only; no legal-effect inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01124	LIMEN-SIGNAL-C9D152CAF4DACFB0	needs_named_url_extraction	P3	regulator_or_public_authority	official guidance page	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-arabic-official-seeds-20260605T041340Z	3249	"title: ""AESIA guides from the Spanish AI regulatory sandbox pilot"","	Seed names AESIA guides page with a concrete official URL.	surface existence only; no legality, safety, prevalence, or compliance inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01125	LIMEN-SIGNAL-D9A97C627EF0E81C	needs_named_url_extraction	P3	court_or_tribunal	direct named source surface	legal-research	court AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_CANDIDATE_MATRIX_DELTA.csv	121	"pw-source-hardening,PW,Palau,I10,1,M,1,M,none,""Court AI policy and Public Auditor support limited accountability evidence, but no horizontal AI logs/attestations/provenance/post-market/corrective/revocation lifecycle source was found."",TRUE"	Names a concrete official, legal, registry, procurement, or institutional source surface.	Source-surface existence/posture only.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
