queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-02795	LIMEN-SIGNAL-508E5B4B573DFC62	country_gap_no_parent_source		Romania observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:207	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02796	LIMEN-SIGNAL-51986765E4CB4C9C	country_gap_no_parent_source		Jamaica observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:210	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02797	LIMEN-SIGNAL-52BDDEACAFA86CFA	country_gap_no_parent_source		Croatia observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:191	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02798	LIMEN-SIGNAL-53624B4D3F12B834	country_gap_no_parent_source		Guatemala observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:225	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02799	LIMEN-SIGNAL-539ABB4B0D794082	country_gap_no_parent_source		Thailand observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:202	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02800	LIMEN-SIGNAL-53F06274BF608542	country_gap_no_parent_source		Republic of the Congo observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:238	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02801	LIMEN-SIGNAL-54798D4097F323BD	country_gap_no_parent_source		Sint Maarten observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:247	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02802	LIMEN-SIGNAL-5507A6F95A80B128	country_gap_no_parent_source		Central African Republic observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:245	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02803	LIMEN-SIGNAL-565AF52D8BDA770D	country_gap_no_parent_source		Burundi observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:218	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
BPSE-02804	LIMEN-SIGNAL-56B1A2A56A0E6AD2	country_gap_no_parent_source		Liberia observability research queue row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:229	Country observability queue placeholder with search themes only; no concrete parent source URL in local row/context.	Source-pack/search-theme triage only; no direct source-surface or substantive country claim.	Extract a named official/institutional/vendor source surface before direct source review.
