row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01264	LIMEN-SIGNAL-E4DEF6213A32AED8	url_extracted	https://www.iaac-aeic.gc.ca/050/evaluations?culture=en-CA	www.iaac-aeic.gc.ca	/srv/tyche/projects/public-ai-registry/data/canada-ai-register-raw-v0.1.csv:387	explicit http(s) URL recovered from local row/context	source-surface existence only; no truth, legality, safety, compliance, prevalence, or deployment inference	source_surface_review_only_no_case_promotion
SRPH-01265	LIMEN-SIGNAL-E6716CDF842E586C	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:2258	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; no incident truth, legality, compliance, safety, prevalence, or ranking claim	parent_source_extraction_or_hold
SRPH-01266	LIMEN-SIGNAL-EA2C55B913D3B0E8	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1800	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; no incident truth, legality, compliance, safety, prevalence, or ranking claim	parent_source_extraction_or_hold
SRPH-01267	LIMEN-SIGNAL-ED09223D09B5146A	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1740	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface posture only; scope may be sectoral/federal/reactive, not comprehensive	parent_source_extraction_or_hold
SRPH-01334	LIMEN-SIGNAL-B884468A9C7A1E90	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_CANDIDATE_MATRIX_DELTA.csv:159	local row is a wrapper/cache lead; no explicit original public URL recovered locally	surface existence only; no incident/compliance/prevalence claim	parent_source_extraction_or_hold
SRPH-01335	LIMEN-SIGNAL-C089E962481209BF	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv:307	local row is a wrapper/cache lead; no explicit original public URL recovered locally	Surface existence and source posture only from local metadata; no broader inference.	parent_source_extraction_or_hold
SRPH-01336	LIMEN-SIGNAL-C6E91F94CF27EBF9	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv:1273	local row is a wrapper/cache lead; no explicit original public URL recovered locally	source-surface existence/posture only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	parent_source_extraction_or_hold
SRPH-01337	LIMEN-SIGNAL-C715F61029552DBA	wrapper_needs_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_REVIEW_LOAD.csv:32	local row is a wrapper/cache lead; no explicit original public URL recovered locally	surface existence only; no maturity or effectiveness inference	parent_source_extraction_or_hold
SRPH-01338	LIMEN-SIGNAL-CAE72D537A52D086	source_path_is_snapshot_only			/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-012/source-role-vocabulary-v0.2.csv:8	local row is a wrapper/cache lead; no explicit original public URL recovered locally	surface existence only; no legality, safety, prevalence, or compliance inference	parent_source_extraction_or_hold
SRPH-01339	LIMEN-SIGNAL-CBBED70384559077	source_path_is_snapshot_only			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/07-data-and-data-governance-guideline.txt:3035	local row is a wrapper/cache lead; no explicit original public URL recovered locally	Names a bounded direct source surface only; no substantive claim.	parent_source_extraction_or_hold
