row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-00886	LIMEN-SIGNAL-655CF309756C01A3	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14864	"<p class=""oj-normal"">2. For the purposes of the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including safeguarding against and preventing threats to public security, under"	Local metadata points to an official EUR-Lex / EU source surface suitable for bounded source review.	source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00888	LIMEN-SIGNAL-F911B7C1B8BFADA3	needs_named_url_extraction	P3	regulator_or_public_authority	official_law_surface	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-us-california-ai-transparency-act__1__leginfo.legislature.ca.gov__direct_public_fetch__d4750533814b49a0.html	404	"California AI Transparency Act.</span></div><div><span id=""digesttext""><div style=""margin:0 0 1em 0;"">Existing law requires the Secretary of Government Operations to develop a coordinated plan to, among other things, investigate the feasibi"	Local HTML exposes a concrete official California legislative surface.	source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00889	LIMEN-SIGNAL-71ABE9F7B63F96C0	needs_named_url_extraction	P3	regulator_or_public_authority	official_legislative_page	identity-provenance	content provenance	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-us-california-ai-transparency-act__1__leginfo.legislature.ca.gov__direct_public_fetch__d4750533814b49a0.html	404	"California AI Transparency Act.</span></div><div><span id=""digesttext""><div style=""margin:0 0 1em 0;"">Existing law requires the Secretary of Government Operations to develop a coordinated plan to, among other things, investigate the feasibi"	Snapshot text names the California AI Transparency Act on an official legislature surface.	source surface exists locally as named; no substantive incident, legality, compliance, safety, prevalence, or ranking claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00890	LIMEN-SIGNAL-7D4ADF28E23A8686	needs_named_url_extraction	P3	regulator_or_public_authority	official_direct_surface	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14464	"<p class=""oj-normal"">1. In order to avoid fragmentation across the Union, the Commission shall adopt implementing acts specifying the detailed arrangements for the establishment, development, implementation, operation and supervision of the"	Local metadata names a concrete official/regulator/institutional source surface suitable for bounded source-surface review.	Existence of the named source surface only.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00891	LIMEN-SIGNAL-B38EE199229D04CF	needs_named_url_extraction	P3	regulator_or_public_authority	official EU law surface	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	10180	"<p class=""oj-normal"">‘AI regulatory sandbox’ means a controlled framework set up by a competent authority which offers providers or prospective providers of AI systems the possibility to develop, train, validate and test, where appropriate"	Local EUR-Lex HTML captures a concrete official law surface defining AI regulatory sandboxes.	Surface existence/relevance only.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00892	LIMEN-SIGNAL-FA7CC307D543BD6A	needs_named_url_extraction	P3	regulator_or_public_authority	official_law_surface	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14618	"<p class=""oj-normal"">that participation in the AI regulatory sandbox is limited to a period that is appropriate to the complexity and scale of the project and that may be extended by the national competent authority;</p>"	Local HTML exposes a concrete EUR-Lex AI Act surface.	source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00893	LIMEN-SIGNAL-14A1EFD2BFB16782	needs_named_url_extraction	P3	security_advisory_or_vulnerability	official_guideline_surface	security-agentic	AI vulnerability	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/04-quality-management-system-guideline.txt	607	the AI system on AI vulnerability vectors (adversarial or penetration attacks)	Local official AESIA guideline text is a concrete institutional source surface.	source-surface existence only; no vulnerability/safety inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00894	LIMEN-SIGNAL-1A246CBBF81C7ED5	needs_named_url_extraction	P3	regulator_or_public_authority	named_direct_source_surface	identity-provenance	content provenance	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-au-voluntary-ai-safety-standard__1__www.industry.gov.au__direct_public_fetch__0610609eeb7b320e.html	4073	"<p class=""text--large""><em><strong>Key concept:</strong> Technologies such as watermarking and labelling can help create transparency for stakeholders by making AI-generated content clearly identifiable to end users. For relevant AI systems"	Local row names a concrete official, regulator, institutional, or legal source surface suitable for bounded direct-source review.	Supports only source-surface existence and narrow descriptive posture from the local record, not incident truth, legality, compliance, deployment certainty, prevalence, or ranking.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00895	LIMEN-SIGNAL-91D272E3055F935E	needs_named_url_extraction	P3	regulator_or_public_authority	needs_source_resolution	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/42/424318a6d2d45b6907910d6e.html	15	"<meta content=""The main mission for the Data Protection Authority&#x27;s regulatory sandbox is to stimulate privacy-enhancing innovation and digitalisation. The sandbox provides free guidance to a handful of carefully selected companies, of"	local cached Datatilsynet page is a concrete official regulatory sandbox surface	local metadata supports source-surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00896	LIMEN-SIGNAL-AD605AA90B5DC191	needs_named_url_extraction	P3	regulator_or_public_authority	official_legal_text	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	14455	"<p class=""oj-normal"">17. The Commission shall develop a single and dedicated interface containing all relevant information related to AI regulatory sandboxes to allow stakeholders to interact with AI regulatory sandboxes and to raise enquir"	Names official EUR-Lex AI Act sandbox provisions.	must resolve the underlying source before any reviewed example or paper claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
