row_id	signal_id	promotion_gate	promotion_priority	source_surface_class	source_review_role	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	required_hardening_step	forbidden_overread
SRPH-01070	LIMEN-SIGNAL-2F3B361B0BC36B73	needs_named_url_extraction	P3	regulator_or_public_authority	official_sectoral_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_CANDIDATE_MATRIX_DELTA.csv	124	"SL,Sierra Leone,I03,1,L,2,M,1.0,L->M,score_change,true,""Bank of Sierra Leone official sandbox page and gazetted sandbox guideline/application materials verify a fintech regulatory sandbox pilot for live testing under parameters; it is secto"	Local metadata names the Bank of Sierra Leone sandbox page and gazetted guideline/application materials as concrete official surfaces.	surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01071	LIMEN-SIGNAL-2F9F609B48000D43	needs_named_url_extraction	P3	regulator_or_public_authority	official_sectoral_sandbox_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	138	"2,SC,Seychelles,I03,,1,L,2,M,,TRUE,,""Official FSA page verifies a sectoral regulatory sandbox and a listed participant, plus sandbox-exemption guidelines listing. This hardens sandbox evidence but it is financial/digital-asset, not AI-speci"	Local metadata names the Seychelles FSA sandbox page and exemption-guideline listing as concrete official surfaces.	surface existence only	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01072	LIMEN-SIGNAL-308A11110FA9E957	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/source-cache/v0.2/objects/dc/dc55afd30b050ca679015bf6.html	1194	"<p><a class=""btn btn-primary"" href=""/firms/innovation/regulatory-sandbox/apply"" data-entity-type=""node"" data-entity-uuid=""6d998309-910f-458b-aa63-0480cfb834b1"" data-entity-substitution=""canonical"" title=""Apply to the Regulatory Sandbox"">How"	cached official sandbox page exposes a concrete application surface	source-surface existence only; no legality/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01073	LIMEN-SIGNAL-31653D811506291E	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	404	"5,FJ,Fiji,I03,,1,L,2,M,,TRUE,,""Reserve Bank of Fiji has official FinTech Regulatory Sandbox guideline and launch notice with risk-management, consumer-protection, redress, and test-parameter principles; this supports sectoral sandbox maturi"	Reserve Bank of Fiji sandbox guideline is a concrete official source surface	source-surface existence only; no legality/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01074	LIMEN-SIGNAL-31DBDA764CE12180	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	798	"7,VU,Vanuatu,I03,,1,L,2,H,,TRUE,,""RBV official National Regulatory Sandbox Guideline verifies a functioning regulatory sandbox framework with application, testing/monitoring, reporting, and exit controls; scope appears fintech/payments, not"	RBV sandbox guideline is a concrete official source surface	source-surface existence only; no legality/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01075	LIMEN-SIGNAL-32269C13F1D7CFCF	needs_named_url_extraction	P3	regulator_or_public_authority	official_source_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/01-introduction-to-the-artificial-regulation.txt	46	2.5 AI regulatory sandboxes .................................................................................................. 14	official sandbox pilot guide text is a concrete source surface	source-surface existence only; no legality/compliance/prevalence inference	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01076	LIMEN-SIGNAL-32829F0E44D0E19E	needs_named_url_extraction	P3	regulator_or_public_authority	named_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	37869	"title: ""National Regulatory Sandbox Guideline"","	"Local row exposes a named reviewable source-surface title: National Regulatory Sandbox Guideline"",."	May review only source-surface existence/posture from local evidence; no incident, compliance, prevalence, or legality claim.	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01077	LIMEN-SIGNAL-32998E520FAB7A11	needs_named_url_extraction	P3	regulator_or_public_authority	named_direct_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	2030	14,NO,Norway,I05,,2,H,2,H,,true,,Digdir AI-use overview is strong transparency evidence but explicitly described as based on outreach and voluntary participation; data.norge endpoint should not be overclaimed as a mandatory algorithm regist	Local metadata names a concrete official, regulator, institutional, or registry surface sufficient for bounded source-surface review.	source-surface existence only; no prevalence, legality, safety, compliance, or ranking claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01078	LIMEN-SIGNAL-39ADF86ECEFBA140	needs_named_url_extraction	P3	regulator_or_public_authority	direct_source_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SCORE_CHANGES.csv	57	"2,RW,Rwanda,I03,,1,L,2,M,,true,,""Official BNR regulatory sandbox page and Regulation No 41/2022 verify a formal fintech regulatory sandbox with live testing safeguards. It is sectoral and not AI-specific, so human review should decide wheth"	Score-change row explicitly names the BNR regulatory sandbox page and Regulation No 41/2022 as concrete official surfaces.	source surface exists locally as named; no substantive legality/compliance/safety/prevalence claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-01079	LIMEN-SIGNAL-3D41512F2F8DBEB1	needs_named_url_extraction	P3	regulator_or_public_authority	named_direct_surface	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv	1998	"14,KR,South Korea,I03,,2,H,2,H,,true,,""No score change. sandbox.go.kr and ICT Regulatory Sandbox remain strong operational sandbox evidence; lane did not extract AI-specific case-level evidence, so no upgrade."",,,,,,,,kr-source-hardening,no"	Local metadata names a concrete official, regulator, institutional, or registry surface sufficient for bounded source-surface review.	source-surface existence only; no prevalence, legality, safety, compliance, or ranking claim	Extract a named public URL before any case hardening.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
