row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00372	LIMEN-SIGNAL-C52F227099CDEB73	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algorit | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/manuscript.html:127	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00373	LIMEN-SIGNAL-C5FD6B01A04B8F4D	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-sample-records-v0.2.csv:3	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00376	LIMEN-SIGNAL-C6815EBB4F9F237A	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.preview.csv:3	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00382	LIMEN-SIGNAL-CB3F1A4C6ADF8BD0	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/gm1735/931 | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.preview.csv:10	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00384	LIMEN-SIGNAL-CB8683C27BD164F4	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-sample-records-v0.2.preview.csv:3	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00385	LIMEN-SIGNAL-CC089D9706B078D7	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-sample-records-v0.2.preview.csv:3	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00386	LIMEN-SIGNAL-CCDFA8DEDD7EE326	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/gm1735/931 | /srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv:10	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00389	LIMEN-SIGNAL-CD8756B242705033	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/mnre1153/3 | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.preview.csv:9	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00392	LIMEN-SIGNAL-CFA8FF1756476C91	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.preview.csv:4	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
TH-00395	LIMEN-SIGNAL-D03BCDCE4F2B3EA4	cross_project_duplicate	dutch metadata / English auto-translation label	https://algoritmes.overheid.nl/en/algoritme/gm1735/931 | /srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv:10	Algorithm Register of the Dutch government	Derived public-ai-registry Dutch auto-translation artifact; local source path exists; dedupe/reroute upstream rather than promote in LIMEN.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream/dedupe; do not promote as LIMEN reviewed-core until original-language source review is separately completed.
