row_id	signal_id	url_extraction_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
SRPH-01185	LIMEN-SIGNAL-5DEAF6AEE8B637BB	url_extracted	https://aesia.digital.gob.es/storage/media/16-checklist-manual-for-requirements-guidelines.pdf	AESIA checklist manual for requirements guidelines	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:17; source text line 79	AESIA sidecar link list explicitly maps the local checklist manual text to this PDF URL.	surface existence only	Use extracted official PDF URL for bounded source-surface hardening only.
SRPH-01186	LIMEN-SIGNAL-690EADDA21635B49	url_extracted	https://aesia.digital.gob.es/storage/media/16-checklist-manual-for-requirements-guidelines.pdf	AESIA checklist manual for requirements guidelines	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:17; source text line 26	Same local AESIA manual row resolves through the explicit guides link list.	bounded existence/relevance of source surface only	Use extracted official PDF URL for bounded source-surface hardening only.
SRPH-01187	LIMEN-SIGNAL-76BDC1A06C9C273E	url_extracted	https://algoritmeregister.amsterdam.nl/en/ai-register/	Amsterdam Algorithm Register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json:3208-3210	Seed metadata explicitly contains the Amsterdam Algorithm Register URL beside the title.	Surface existence/posture only from local metadata.	Use URL as source-surface anchor; do not infer register completeness.
SRPH-01188	LIMEN-SIGNAL-7B9B07711C68EED2	url_extracted	https://aesia.digital.gob.es/storage/media/09-accuracy-guideline.pdf	AESIA accuracy guideline	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/guides-links.json:10; source text line 398	AESIA sidecar link list explicitly maps the local accuracy guideline text to this PDF URL.	source-surface existence only; no incident/compliance/safety inference	Use extracted official PDF URL for bounded source-surface hardening only.
SRPH-01189	LIMEN-SIGNAL-7FC6615927D8DA5B	url_extracted	https://www.bk.admin.ch/dam/bk/de/dokumente/dti/themen/ki/EN/Project%20database%20march%202026.csv.download.csv/Project%20database%20march%202026.csv	Project database March 2026	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:3781	Swiss source-refresh ledger explicitly names the March 2026 project database and its CSV URL.	bounded source-surface existence review only; no truth/legal/compliance inference.	Use CSV URL as project-inventory source; do not recode as statutory algorithm register.
SRPH-01190	LIMEN-SIGNAL-84BFA156DD9FC105	url_extracted	https://bosa.belgium.be/fr/AI4Belgium/observatoire	Observatoire de l’IA et des nouvelles technologies digitales	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:103	Belgium source-refresh row explicitly names the AI4Belgium observatory/cartography and URL.	source posture only	Use observatory URL as partial inventory surface; do not infer full register status.
SRPH-01191	LIMEN-SIGNAL-8725A1D03DCF12B9	url_extracted	https://www.bk.admin.ch/dam/bk/de/dokumente/dti/themen/ki/EN/Project%20database%20march%202026.csv.download.csv/Project%20database%20march%202026.csv	Project database March 2026	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv:26	Swiss sprint source-refresh row explicitly names the March 2026 project database and its CSV URL.	bounded source-surface existence/posture only	Use CSV URL as project-inventory source; do not recode as statutory algorithm register.
SRPH-01192	LIMEN-SIGNAL-98B92BD287C24548	url_extracted	https://zip.com/ai	AI Agents for Procurement | Zip AI Automation	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/data/facts.json:27321-27323	Local fact record contains source_title, source_type, and explicit source_url.	existence of named source surface only	Use provider URL as source-surface anchor only; do not infer deployment truth or prevalence.
SRPH-01193	LIMEN-SIGNAL-A5B51B90C9E2BB29	url_extracted	https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=32592	Canada Directive on Automated Decision-Making	/srv/tyche/projects/public-ai-registry/sources/sources.md:15; data/assessment-tool-comparator-v0.4.csv:2	Public AI registry source ledger explicitly records CA-DADM-2025 with the TBS directive URL.	source-surface existence only	Use directive URL as policy comparator; do not count as active register disclosure.
SRPH-01194	LIMEN-SIGNAL-AA411BADC45EBD55	url_extracted	https://www.et.gr/api/DownloadFeksApi/?fek_pdf=20220100146	Law 4961/2022 Article 7: obligations of AI system contractors	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:152	Greece source-refresh row explicitly maps Official Gazette Article 7 to the Gazette PDF API URL.	must resolve direct public source before promotion	Use Gazette URL as statutory source anchor; do not infer procurement assurance maturity.
SRPH-01195	LIMEN-SIGNAL-B8518F00DD3A1B86	url_extracted	https://www.canada.ca/en/government/system/digital-government/digital-government-innovations/responsible-use-ai/guide-scope-directive-automated-decision-making.html	Directive on Automated Decision-Making	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/data/country-legislation.json:790-807	Country legislation record names the directive and lists its explicit source URL.	surface existence and title only	Use source URL as policy surface only; do not infer legal compliance or active-register status.
SRPH-01196	LIMEN-SIGNAL-B884468A9C7A1E90	url_extracted	https://www.whitehouse.gov/wp-content/uploads/2025/02/M-25-22-Driving-Efficient-Acquisition-of-Artificial-Intelligence-in-Government.pdf	Driving Efficient Acquisition of Artificial Intelligence in Government (M-25-22)	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv:342	US source-refresh row explicitly maps M-25-22 to the White House PDF URL.	surface existence only; no incident/compliance/prevalence claim	Use memorandum URL as federal procurement source; do not infer whole-market conformity.
SRPH-01197	LIMEN-SIGNAL-C089E962481209BF	url_extracted	https://bosa.belgium.be/fr/AI4Belgium/observatoire	Observatoire de l’IA et des nouvelles technologies digitales	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SOURCE_REFRESH_ROLLUP.csv:4892	Rollup source-refresh row explicitly names the AI4Belgium observatory/cartography and URL.	Surface existence and source posture only from local metadata; no broader inference.	Use observatory URL as partial inventory surface; do not infer full register status.
SRPH-01198	LIMEN-SIGNAL-C715F61029552DBA	url_extracted	https://www.mots.gov.zm/wp-content/uploads/2025/02/Zambia-Ai-Strategy-Book-option-2.pdf ; https://www.boz.zm/financial-stability/regulatory-sandbox	Zambia National AI Strategy 2025-2027; Bank of Zambia Regulatory Sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:297-304	Zambia source-refresh rows explicitly record both named official strategy and BoZ sandbox URLs.	surface existence only; no maturity or effectiveness inference	Use the named official URLs for source-surface hardening; separate strategy from operational sandbox claims.
SRPH-01199	LIMEN-SIGNAL-CAE72D537A52D086	url_extracted	https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=32592	Canada Directive on Automated Decision-Making	/srv/tyche/projects/public-ai-registry/sources/sources.md:15; results/boost/public-ai-registry-boost-018/source-resolution-ledger-v0.1.csv:1-2	CA-DADM-2025 is resolved in local source-ledger lineage with an explicit TBS directive URL.	surface existence only; no legality, safety, prevalence, or compliance inference	Carry URL back into vocabulary/source-role row; keep comparator-only treatment.
