queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
BTR-00033	LIMEN-SIGNAL-0FA19807DCF5FE72	source_surface_only_no_case	English	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local row names an English official ministry policy surface but fetch failed and no case-level edge claim is explicit.	source-surface existence/context only; no policy, legal, incident, or implementation finding	attempt direct or archived source extraction before any substantive use
BTR-00034	LIMEN-SIGNAL-0FA558FD523379BA	needs_original_language_source	Portuguese	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Portuguese official sandbox page is named, but local capture failed and only metadata is available.	Portuguese source-surface candidate only; no sandbox status or regulatory conclusion	retrieve and review original Portuguese page or trusted snapshot
BTR-00035	LIMEN-SIGNAL-0FA568E29D79A38A	candidate_for_parent_source_extraction	Spanish	local digest line 8702; original title T-323/24	Colombia Constitutional Court judgment T-323/24 / PretorIA digest entry	Digest explicitly names PretorIA and tutela review-selection context, but human review is marked needed.	candidate public source context only; no legal conclusion or promoted case claim	extract original Spanish judgment/source passage and review before parent-source use
BTR-00036	LIMEN-SIGNAL-102E87A9F3F4EBDC	machine_translation_hold	Chinese	https://www.cac.gov.cn/2022-12/11/c_1672221949318230.htm	Provisions on the Administration of Deep Synthesis Internet Information Services	Local evidence is a translation-sensitive digest of legal provisions with human review needed.	machine-translation hold; no binding-law, compliance, or deepfake-governance claim	review original Chinese text with translation-aware legal-source handling
BTR-00037	LIMEN-SIGNAL-14D75E042D492E3F	source_surface_only_no_case	Slovak	https://mirri.gov.sk/sekcie/informatizacia/jednotny-digitalny-trh/akt-o-umelej-inteligencii-aia/	Akt o umelej inteligencii (AIA)	Official Slovak ministry page is only used as a limited transparency-register check; no concrete edge-case claim is explicit.	official source-surface/context only; no register absence finding beyond local first-pass note	retain as context or perform original Slovak page review if needed
BTR-00038	LIMEN-SIGNAL-159F1095197A47C3	cross_project_duplicate	Spanish	local digest line 8702; same source surface as BTR-00035	Colombia Constitutional Court judgment T-323/24 / PretorIA digest entry	Same local digest line and source-surface content as BTR-00035.	duplicate processing-state marker only; inherit no promoted claim	deduplicate against BTR-00035 before any extraction
BTR-00039	LIMEN-SIGNAL-18549A4A31ACBB5A	candidate_for_parent_source_extraction	Spanish	https://www.argentina.gob.ar/tina	Tina national virtual assistant	Local record names a concrete Argentina public-sector chatbot source, but it is derived metadata rather than source text.	candidate source-surface/context only; no deployment, compliance, or risk finding	extract original Spanish public page and preserve source quotations
BTR-00040	LIMEN-SIGNAL-1A82AE9FF5D30098	candidate_for_parent_source_extraction	Dutch	https://algoritmes.overheid.nl/nl	Het algoritmeregister van de Nederlandse overheid	Official Dutch public register surface is named and operational in local metadata, but row is parent-source context not a case record.	register source-surface/context only; no prevalence, ranking, or high-risk classification claim	extract parent register metadata in original Dutch if needed
BTR-00041	LIMEN-SIGNAL-1DE7F2A1458281D6	source_surface_only_no_case	German	https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/ki-organisation.html	KI-Governance in Österreich	Official Austrian governance page is local negative/context support and does not evidence an operational AI sandbox.	context/negative-support surface only; no legal allocation or sandbox status finding	keep as context; use authoritative original sources for any sandbox claim
BTR-00042	LIMEN-SIGNAL-1E15C96CF0DCB97A	candidate_for_parent_source_extraction	Turkish	https://acikkaynak.goc.gov.tr/bilge8	Bilge8 institutional AI assistant	Official Turkish page names a concrete public-sector AI assistant, but local row is metadata-level.	candidate system source-surface only; no transparency, data-use, or compliance finding	extract and review original Turkish source text
BTR-00043	LIMEN-SIGNAL-1E6973208F97D54D	source_surface_only_no_case	Catalan	https://www.transparencia.ad	Portal de transparència del Govern d'Andorra	Official transparency portal is general open-government context and local note says no algorithm register found in first pass.	general transparency source-surface only; no AI or algorithm-register finding	retain as baseline context; do not promote to case
BTR-00044	LIMEN-SIGNAL-1F12885ABE20229A	source_surface_only_no_case	English	https://ai.gov.ae/wp-content/uploads/2023/05/MOCAI-AI-Ethics-EN.pdf	UAE AI Ethics Principles and Guidelines	English guidance PDF is named but local fetch was 403 and no case-level edge claim is explicit.	blocked source-surface candidate only; no ethics, policy, or implementation conclusion	retry lawful direct/manual source retrieval or archived copy before use
BTR-00045	LIMEN-SIGNAL-204B788AA47D63C6	translation_source_reviewed	Dutch via English auto-translation	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask record, Algorithm Register of the Dutch government	Local row is an auto-translated Dutch public-register record sample with concrete fields, suitable only for source-surface review.	record-level source-surface only; no factual/legal conclusion from auto-translation	review original Dutch record before quoting details or using as evidence
BTR-00046	LIMEN-SIGNAL-207AA09B8FD12EA7	needs_original_language_source	Greek	https://www.gov.gr/info/politiki-xrisis-maigov	Gov.gr mAIgov usage policy	Greek usage-policy source is named but local capture failed with 403 and translation is needed.	Greek source-surface candidate only; no policy or chatbot-practice claim	retrieve original Greek page or trusted snapshot for language-aware review
BTR-00047	LIMEN-SIGNAL-2266E7D535E45A66	cross_project_duplicate	Dutch via English auto-translation	manuscript.md line 140; truncated URL for NL-ALG-REC-93184465	Datamask record, Algorithm Register of the Dutch government	Manuscript table row duplicates the Datamask Dutch register sample reviewed in BTR-00045 and is less source-complete.	duplicate processing-state marker only; no promoted claim	deduplicate against BTR-00045 and use underlying source row if needed
BTR-00048	LIMEN-SIGNAL-22EF3E5360BE64FD	candidate_for_parent_source_extraction	Slovenian	https://www.gov.si/teme/nacionalni-ekosistem-za-umetno-inteligenco/	Nacionalni ekosistem za umetno inteligenco - competent bodies under ZIUDHPUI	Official Slovenian topic page names AI Act roles and sandbox authority in local metadata, but legal status needs original-source handling.	institutional source-surface only; no legal allocation, compliance, or operational sandbox finding	extract original Slovenian source text and statute reference before any claim uplift
