queue_id	signal_id	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
BPSE-00577	LIMEN-SIGNAL-59C67B137E9B97B9	wrapper_or_index_surface	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	1485	Country/index wrapper points toward a source class but names no reviewable surface.	Supports only extraction of a named source from local metadata.	Extract a named official source from the local packet before review.
BPSE-00578	LIMEN-SIGNAL-59E2D06A662D80FF	wrapper_or_index_surface	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	57	Country/index wrapper points toward a source class but names no reviewable surface.	Supports only extraction of a named source from local metadata.	Extract a named official source from the local packet before review.
BPSE-00579	LIMEN-SIGNAL-59F22B9C7C380F5B	wrapper_or_index_surface	P2_article_relevance_review	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/v02-gap-sprint.json	3269	Country/index wrapper points toward a source class but names no reviewable surface.	Supports only extraction of a named source from local metadata.	Extract a named official source from the local packet before review.
BPSE-00580	LIMEN-SIGNAL-5ADD24AB1AD29C42	wrapper_or_index_surface	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	1233	Country/index wrapper points toward a source class but names no reviewable surface.	Supports only extraction of a named source from local metadata.	Extract a named official source from the local packet before review.
BPSE-00581	LIMEN-SIGNAL-5AFA6596320D29D5	wrapper_or_index_surface	P2_article_relevance_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	50	Country/index wrapper points toward a source class but names no reviewable surface.	Supports only extraction of a named source from local metadata.	Extract a named official source from the local packet before review.
BPSE-00582	LIMEN-SIGNAL-5B2CB40E22260B0B	queue_or_country_wrapper	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	49	Queue/profile wrapper names a topic or jurisdiction but not a reviewable named source surface yet.	wrapper metadata suggests possible sources only	extract a named direct source from local artifacts first
BPSE-00583	LIMEN-SIGNAL-5B31781EE528C7A7	queue_or_country_wrapper	P2_article_relevance_review	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	85	Queue/profile wrapper names a topic or jurisdiction but not a reviewable named source surface yet.	wrapper metadata suggests possible sources only	extract a named direct source from local artifacts first
BPSE-00584	LIMEN-SIGNAL-5B3776014B2C4412	queue_or_country_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md	2052	Queue/profile wrapper names a topic or jurisdiction but not a reviewable named source surface yet.	wrapper metadata suggests possible sources only	extract a named direct source from local artifacts first
BPSE-00585	LIMEN-SIGNAL-5B73FFA9B3C8AC66	queue_or_country_wrapper	P2_article_relevance_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	47	Queue/profile wrapper names a topic or jurisdiction but not a reviewable named source surface yet.	wrapper metadata suggests possible sources only	extract a named direct source from local artifacts first
BPSE-00586	LIMEN-SIGNAL-5B888BC4074457AD	queue_or_country_wrapper	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8912	Queue/profile wrapper names a topic or jurisdiction but not a reviewable named source surface yet.	wrapper metadata suggests possible sources only	extract a named direct source from local artifacts first
